Type Mission;Mission;Code Mission;Programme;Libellé Programme;Action;Libellé Action;Sous Action;Libellé SousAction;Catégorie;Code Titre;AE  PLF;CP PLF;AE Prev FDC/ADP;CP Prev FDC/ADP;Ministère
BG;Recherche et enseignement supérieur;RA;193.0;Recherche spatiale;07;Développement des satellites de météorologie;;;64.0;6;63576250.0;63576250.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BG;Remboursements et dégrèvements;RD;200.0;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);12;Remboursements et dégrèvements liées à des politiques publiques;04;Taxe intérieure de consommation sur les produits énergétiques;62.0;6;1989754450.0;1989754450.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BG;Remboursements et dégrèvements;RD;201.0;Remboursements et dégrèvements d'impôts locaux (crédits évaluatifs);02;Taxes foncières;01;Taxes foncières;63.0;6;1925000000.0;1925000000.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BG;Sécurités;SB;161.0;Sécurité civile;11;Prévention et gestion de crises;;;21.0;2;6895822.0;6895822.0;0.0;0.0;Intérieur et outre-mer
BG;Sécurités;SB;161.0;Sécurité civile;13;Soutien aux acteurs de la sécurité civile;;;23.0;2;5519.0;5519.0;0.0;0.0;Intérieur et outre-mer
BG;Sécurités;SB;176.0;Police nationale;06;Commandement, ressources humaines et logistique;05;Système d'information et de communication;31.0;3;197376434.0;200208887.0;0.0;0.0;Intérieur et outre-mer
BG;Solidarité, insertion et égalité des chances;SE;124.0;Conduite et soutien des politiques sanitaires et sociales;12;Affaires immobilières;;;31.0;3;38329610.0;65545789.0;0.0;0.0;Solidarités et des Familles
BG;Solidarité, insertion et égalité des chances;SE;304.0;Inclusion sociale et protection des personnes;13;Ingénierie, outils de la gouvernance et expérimentations;;;61.0;6;16984522.0;16984522.0;0.0;0.0;Solidarités et des Familles
BG;Sport, jeunesse et vie associative;SF;219.0;Sport;04;Promotion des métiers du sport;;;22.0;2;8557917.0;8557917.0;0.0;0.0;Sports et jeux olympiques et paralympiques
BG;Travail et emploi;TB;102.0;Accès et retour à l'emploi;03;Accompagnement des personnes les plus éloignées du marché du travail- Fonds d'inclusion dans l'emploi;05;Autres structures d'insertion dans l'emploi;32.0;3;2182199.0;2182199.0;0.0;0.0;Travail, plein emploi et insertion
BG;Travail et emploi;TB;103.0;Accompagnement des mutations économiques et développement de l'emploi;01;Développement des compétences par l'alternance;02;Aides aux employeurs d'apprentis;62.0;6;3905951502.0;3530118760.0;0.0;0.0;Travail, plein emploi et insertion
CAS;Pensions;YD;743.0;Pensions militaires d'invalidité et des victimes de guerre et autres pensions;05;Pensions des anciens agents du chemin de fer franco-éthiopien;;;61.0;6;25226.0;25226.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
CCF;Avances à l'audiovisuel public;ZD;847.0;TV5 Monde;01;TV5 Monde;;;71.0;7;83449220.0;83449220.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
CCF;Avances aux collectivités territoriales;ZC;833.0;Avances sur le montant des impositions revenant aux régions, départements, communes, établissements et divers organismes;02;Avances aux départements sur le produit de la taxe intérieure de consommation sur les produits énergétiques;;;71.0;7;5083438104.0;5083438104.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BA;Contrôle et exploitation aériens;XC;612.0;Navigation aérienne;01;Soutien et prestations externes de la Navigation aérienne;;;31.0;3;261082001.0;261082001.0;4500000.0;4500000.0;Transition écologique et cohésion des territoires
BA;Contrôle et exploitation aériens;XC;613.0;Soutien aux prestations de l'aviation civile;02;Logistique;;;52.0;5;40089485.0;39089486.0;0.0;0.0;Transition écologique et cohésion des territoires
BG;Action extérieure de l'État;AA;185.0;Diplomatie culturelle et d'influence;06;"Dépenses de personnel concourant au programme ""Diplomatie culturelle et d'influence""";;;21.0;2;69094272.0;69094272.0;0.0;0.0;Europe et affaires étrangères
BG;Administration générale et territoriale de l'État;AB;232.0;Vie politique;02;Organisation des élections;;;21.0;2;18524604.0;18524604.0;0.0;0.0;Intérieur et outre-mer
BG;Agriculture, alimentation, forêt et affaires rurales;AC;149.0;Compétitivité et durabilité de l'agriculture, de l'agroalimentaire et de la forêt;26;Gestion durable de la forêt et développement de la filière bois;;;62.0;6;19748649.0;25768637.0;0.0;0.0;Agriculture et souveraineté alimentaire
BG;Agriculture, alimentation, forêt et affaires rurales;AC;206.0;Sécurité et qualité sanitaires de l'alimentation;01;Santé, qualité et protection des végétaux;;;64.0;6;22154156.0;22261233.0;0.0;0.0;Agriculture et souveraineté alimentaire
BG;Anciens combattants, mémoire et liens avec la Nation;MB;158.0;Indemnisation des victimes des persécutions antisémites et des actes de barbarie pendant la seconde guerre mondiale;01;Indemnisation des orphelins de la déportation et des victimes de spoliations du fait des législations antisémites en vigueur pendant l'Occupation;01;Indemnisation des victimes de spoliations;21.0;2;1022980.0;1022980.0;0.0;0.0;Services du Premier ministre
BG;Anciens combattants, mémoire et liens avec la Nation;MB;169.0;Reconnaissance et réparation en faveur du monde combattant, mémoire et liens avec la Nation;03;Reconnaissance envers le monde combattant;38;Allocation de reconnaissance du combattant;61.0;6;536438630.0;536438630.0;0.0;0.0;Armées
BG;Cohésion des territoires;VA;112.0;Impulsion et coordination de la politique d'aménagement du territoire;11;FNADT section locale;;;63.0;6;190525726.0;130812235.0;0.0;0.0;Transition écologique et cohésion des territoires
BG;Cohésion des territoires;VA;112.0;Impulsion et coordination de la politique d'aménagement du territoire;14;Prime d'aménagement du territoire, contrats de ruralité et pacte Etat-métropoles;;;63.0;6;0.0;2308823.0;0.0;0.0;Transition écologique et cohésion des territoires
BG;Cohésion des territoires;VA;162.0;Interventions territoriales de l'État;09;Plan littoral 21;;;31.0;3;500000.0;205454.0;0.0;0.0;Services du Premier ministre
BG;Conseil et contrôle de l'État;CA;165.0;Conseil d'État et autres juridictions administratives;03;Fonction juridictionnelle : Tribunaux administratifs;;;21.0;2;130258980.0;130258980.0;0.0;0.0;Services du Premier ministre
BG;Conseil et contrôle de l'État;CA;165.0;Conseil d'État et autres juridictions administratives;07;Cour nationale du droit d'asile;;;21.0;2;31979239.0;31979239.0;0.0;0.0;Services du Premier ministre
BG;Culture;CB;131.0;Création;01;Soutien à la création, à la production et à la diffusion du spectacle vivant;;;61.0;6;606445.0;595163.0;0.0;0.0;Culture
BG;Culture;CB;131.0;Création;02;Soutien à la création, à la production et à la diffusion des arts visuels;;;62.0;6;12667449.0;12168661.0;0.0;0.0;Culture
BG;Culture;CB;175.0;Patrimoines;01;Monuments Historiques et patrimoine monumental;;;51.0;5;157656913.0;140949465.0;0.0;0.0;Culture
BG;Culture;CB;361.0;Transmission des savoirs et démocratisation de la culture;02;Soutien à la démocratisation et à l'éducation artistique et culturelle;;;63.0;6;54516012.0;52516012.0;0.0;0.0;Culture
BG;Défense;DA;146.0;Équipement des forces;06;Dissuasion;14;Assurer la crédibilité technique de la dissuasion M51;51.0;5;254055606.0;802259530.0;0.0;0.0;Armées
BG;Défense;DA;146.0;Équipement des forces;07;Commandement et maîtrise de l'information;24;Commander et conduire - Système de commandement et de conduite des opérations aériennes (SCCOA);31.0;3;6692344.0;64492195.0;0.0;0.0;Armées
BG;Défense;DA;146.0;Équipement des forces;07;Commandement et maîtrise de l'information;27;Commander et conduire - Géographie numérique;31.0;3;4089998.0;52773247.0;0.0;0.0;Armées
BG;Défense;DA;146.0;Équipement des forces;07;Commandement et maîtrise de l'information;42;Espace - Renseigner, surveiller, acquérir et reconnaître - ROEM;31.0;3;886305.0;3242040.0;0.0;0.0;Armées
BG;Défense;DA;146.0;Équipement des forces;07;Commandement et maîtrise de l'information;63;Renseigner, surveiller, acquérir et reconnaître - Hawkeye;51.0;5;8910000.0;122404695.0;0.0;0.0;Armées
BG;Défense;DA;146.0;Équipement des forces;09;Engagement et combat;78;Frapper à distance - Mirage 2000;51.0;5;23023858.0;38533702.0;0.0;0.0;Armées
BG;Défense;DA;146.0;Équipement des forces;09;Engagement et combat;89;Opérer en milieu hostile - Frégates de taille intermédiaire;31.0;3;0.0;7675196.0;0.0;0.0;Armées
BG;Défense;DA;212.0;Soutien de la politique de la défense;61;Action sociale, chômage et pensions;02;Reconversion des personnels militaires - Chômage;23.0;2;120250985.0;120250985.0;0.0;0.0;Armées
BG;Défense;DA;212.0;Soutien de la politique de la défense;64;"Pilotage, soutien  -  Personnel travaillant pour l'action "" Pilotage, soutien """;01;Personnel du SGA employeur;22.0;2;111567653.0;111567653.0;0.0;0.0;Armées
BG;Défense;DA;212.0;Soutien de la politique de la défense;66;Rayonnement et contribution extérieure;06;Pilotage, soutien et communication -  Secrétariat général de la défense et de la sécurité nationale;22.0;2;12638964.0;12638964.0;0.0;0.0;Armées
BG;Défense;DA;212.0;Soutien de la politique de la défense;67;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH;01;Cabinet du Ministre des armées - Cabinet du ministre délégué auprès du Ministre des armées - sous-direction des cabinets;22.0;2;14311351.0;14311351.0;0.0;0.0;Armées
BG;Direction de l'action du Gouvernement;DC;129.0;Coordination du travail gouvernemental;02;Coordination de la sécurité et de la défense;;;64.0;6;3858084.0;3858084.0;0.0;0.0;Services du Premier ministre
BG;Direction de l'action du Gouvernement;DC;129.0;Coordination du travail gouvernemental;16;Coordination de la politique numérique;;;31.0;3;33409241.0;35621241.0;0.0;0.0;Services du Premier ministre
BG;Direction de l'action du Gouvernement;DC;308.0;Protection des droits et libertés;12;Commission nationale de contrôle des techniques de renseignement;;;31.0;3;484587.0;484587.0;0.0;0.0;Services du Premier ministre
BG;Écologie, développement et mobilité durables;TA;113.0;Paysages, eau et biodiversité;01;Sites, paysages, publicité;;;31.0;3;3656601.0;2960565.0;0.0;0.0;Transition écologique et cohésion des territoires
BG;Écologie, développement et mobilité durables;TA;159.0;Expertise, information géographique et météorologie;11;Etudes et expertise en matière de développement durable;;;32.0;3;197919252.0;197919252.0;0.0;0.0;Transition écologique et cohésion des territoires
BG;Écologie, développement et mobilité durables;TA;174.0;Énergie, climat et après-mines;04;Gestion économique et sociale de l'après-mines;;;32.0;3;12861000.0;12861000.0;0.0;0.0;Transition énergétique
BG;Écologie, développement et mobilité durables;TA;174.0;Énergie, climat et après-mines;06;Soutien;;;31.0;3;1350765.0;1350765.0;0.0;0.0;Transition énergétique
BG;Écologie, développement et mobilité durables;TA;203.0;Infrastructures et services de transports;42;Voies navigables;;;51.0;5;0.0;0.0;10106220.0;10106220.0;Transition écologique et cohésion des territoires
BG;Écologie, développement et mobilité durables;TA;203.0;Infrastructures et services de transports;44;Transports collectifs;;;64.0;6;450000.0;450000.0;0.0;0.0;Transition écologique et cohésion des territoires
BG;Écologie, développement et mobilité durables;TA;217.0;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;07;Pilotage, support, audit et évaluations;;;21.0;2;290246152.0;290246152.0;0.0;0.0;Transition écologique et cohésion des territoires
BG;Écologie, développement et mobilité durables;TA;217.0;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;16;Personnels œuvrant pour la politique de la prévention des risques;;;21.0;2;177122636.0;177122636.0;0.0;0.0;Transition écologique et cohésion des territoires
BG;Enseignement scolaire;EC;139.0;Enseignement privé du premier et du second degrés;10;Formation des personnels enseignants;;;64.0;6;39394436.0;39394436.0;0.0;0.0;Éducation nationale et  jeunesse
BG;Enseignement scolaire;EC;139.0;Enseignement privé du premier et du second degrés;12;Soutien;;;23.0;2;1756377.0;1756377.0;0.0;0.0;Éducation nationale et  jeunesse
BG;Enseignement scolaire;EC;214.0;Soutien de la politique de l'éducation nationale;03;Communication;;;31.0;3;4825465.0;4825465.0;0.0;0.0;Éducation nationale et  jeunesse
BG;Enseignement scolaire;EC;214.0;Soutien de la politique de l'éducation nationale;10;Transports scolaires;;;63.0;6;3322845.0;3322845.0;0.0;0.0;Éducation nationale et  jeunesse
BG;Gestion des finances publiques;GA;156.0;Gestion fiscale et financière de l'État et du secteur public local;03;Fiscalité des particuliers et fiscalité directe locale;;;21.0;2;1215060781.0;1215060781.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BG;Gestion des finances publiques;GA;156.0;Gestion fiscale et financière de l'État et du secteur public local;07;Gestion financière du secteur public local hors fiscalité;;;21.0;2;784165730.0;784165730.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BG;Gestion des finances publiques;GA;156.0;Gestion fiscale et financière de l'État et du secteur public local;07;Gestion financière du secteur public local hors fiscalité;;;31.0;3;42214000.0;44016200.0;530000.0;530000.0;Économie, finances et souveraineté industrielle et numérique
BG;Gestion des finances publiques;GA;302.0;Facilitation et sécurisation des échanges;01;Surveillance douanière des flux de personnes et de marchandises et lutte contre la grande fraude douanière.;;;51.0;5;1400466.0;7236401.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BG;Gestion des finances publiques;GA;302.0;Facilitation et sécurisation des échanges;04;Promotion des échanges internationaux et qualité du dédouanement;;;22.0;2;89272018.0;89272018.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BG;Gestion des finances publiques;GA;302.0;Facilitation et sécurisation des échanges;06;Soutien des services opérationnels;;;31.0;3;160028522.0;170631027.0;2300000.0;2300000.0;Économie, finances et souveraineté industrielle et numérique
BG;Immigration, asile et intégration;IA;104.0;Intégration et accès à la nationalité française;11;Accueil des étrangers primo arrivants;;;53.0;5;10000000.0;10000000.0;0.0;0.0;Intérieur et outre-mer
BG;Immigration, asile et intégration;IA;104.0;Intégration et accès à la nationalité française;12;Intégration des étrangers primo-arrivants;;;63.0;6;15000000.0;15000000.0;0.0;0.0;Intérieur et outre-mer
BG;Justice;JA;101.0;Accès au droit et à la justice;01;Aide juridictionnelle;;;64.0;6;65000.0;65000.0;0.0;0.0;Justice
BG;Justice;JA;101.0;Accès au droit et à la justice;02;Développement de l'accès au droit et du réseau judiciaire de proximité;;;63.0;6;235000.0;235000.0;0.0;0.0;Justice
BG;Justice;JA;166.0;Justice judiciaire;02;Conduite de la politique pénale et jugement des affaires pénales;;;22.0;2;345448839.0;345448839.0;0.0;0.0;Justice
BG;Recherche et enseignement supérieur;RA;150.0;Formations supérieures et recherche universitaire;13;Diffusion des savoirs et musées;;;64.0;6;499622.0;499622.0;0.0;0.0;Enseignement supérieur et recherche
BG;Recherche et enseignement supérieur;RA;150.0;Formations supérieures et recherche universitaire;15;Pilotage et support du programme;;;23.0;2;1471598.0;1471598.0;0.0;0.0;Enseignement supérieur et recherche
BG;Recherche et enseignement supérieur;RA;172.0;Recherches scientifiques et technologiques pluridisciplinaires;01;Pilotage et animation;;;53.0;5;56172903.0;39755881.0;0.0;0.0;Enseignement supérieur et recherche
