ANNEE;SEXE;AGEQ;POPACTBIT;TACTBIT
1992;H;T30;2059;95.8
1992;H;T35;2087;96.7
1992;H;T40;2126;96.6
1992;H;T45;1623;96.1
1992;H;T50;1214;87.7
1992;H;T5064;2317;55.0
1992;H;T55;904;63.7
1992;H;T5564;1103;39.0
1992;H;T60;200;14.1
1992;H;T65;79;6.6
1992;H;T70;37;1.8
1992;F;T;11314;47.5
1992;F;T15;209;10.5
1992;F;T1524;1515;36.9
1992;F;T1564;11257;59.0
1992;F;T20;1306;61.7
1992;F;T25;1719;78.1
1992;F;T2549;8041;77.0
1992;F;T30;1701;76.6
1992;F;T35;1687;77.9
1992;F;T40;1710;78.4
1992;F;T45;1224;72.9
1992;F;T50;878;62.7
1992;F;T5064;1701;37.6
1992;F;T55;634;41.3
1992;F;T5564;823;26.4
1992;F;T60;189;11.9
1992;F;T65;39;2.7
1992;F;T70;18;0.5
1992;E;T;25531;55.8
1992;E;T15;567;13.9
1992;E;T1524;3368;40.6
1992;E;T1564;25357;67.0
1992;E;T20;2801;66.4
1992;E;T25;3754;86.0
1992;E;T2549;17971;86.4
1992;E;T30;3759;86.1
1992;E;T35;3775;87.3
1992;E;T40;3836;87.6
1992;E;T45;2847;84.5
1992;E;T50;2092;75.1
1992;E;T5064;4018;46.0
1992;E;T55;1538;52.0
1992;E;T5564;1927;32.4
1992;E;T60;389;13.0
1992;E;T65;119;4.5
1992;E;T70;55;1.0
1993;H;T;14184;64.2
1993;H;T15;309;15.2
1993;H;T1524;1757;42.4
1993;H;T1564;14072;74.8
1993;H;T20;1449;68.5
1993;H;T25;2034;94.1
1993;H;T2549;10030;95.7
1993;H;T30;2078;96.4
1993;H;T35;2053;96.6
1993;H;T40;2111;96.1
1993;H;T45;1754;95.2
1993;H;T50;1199;88.2
1993;H;T5064;2284;54.6
1993;H;T55;895;62.9
1993;H;T5564;1086;38.5
1993;H;T60;191;13.6
1993;H;T65;77;6.3
1993;H;T70;36;1.7
1993;F;T;11492;48.0
1993;F;T15;189;9.8
1993;F;T1524;1463;36.0
1993;F;T1564;11428;59.7
1993;F;T20;1275;59.7
1993;F;T25;1731;78.7
1993;F;T2549;8265;78.0
1993;F;T30;1682;77.1
1993;F;T35;1752;79.5
1993;F;T40;1742;79.5
1993;F;T45;1358;74.4
1993;F;T50;902;64.1
1993;F;T5064;1699;38.0
1993;F;T55;614;41.3
1993;F;T5564;798;26.1
1993;F;T60;184;11.7
1993;F;T65;46;3.1
1993;F;T70;18;0.5
1993;E;T;25676;55.8
1993;E;T15;497;12.6
1993;E;T1524;3221;39.2
1993;E;T1564;25499;67.2
1993;E;T20;2724;64.1
1993;E;T25;3765;86.3
1993;E;T2549;18295;86.8
1993;E;T30;3760;86.7
1993;E;T35;3804;87.9
1993;E;T40;3854;87.8
1993;E;T45;3112;84.8
1993;E;T50;2100;76.0
1993;E;T5064;3983;46.1
1993;E;T55;1508;51.9
1993;E;T5564;1883;32.0
1993;E;T60;375;12.6
1993;E;T65;122;4.5
1993;E;T70;54;1.0
1994;H;T;14184;63.8
1994;H;T15;261;13.3
1994;H;T1524;1664;40.8
1994;H;T1564;14084;74.7
1994;H;T20;1403;66.4
1994;H;T25;2024;94.3
1994;H;T2549;10153;95.8
1994;H;T30;2094;96.2
1994;H;T35;2060;96.5
1994;H;T40;2086;96.3
1994;H;T45;1888;95.6
1994;H;T50;1223;89.1
1994;H;T5064;2267;54.2
1994;H;T55;858;61.2
1994;H;T5564;1043;37.2
1994;H;T60;185;13.2
1994;H;T65;67;5.5
1994;H;T70;33;1.5
1994;F;T;11585;48.1
1994;F;T15;153;8.1
1994;F;T1524;1368;34.3
1994;F;T1564;11526;60.1
1994;F;T20;1215;57.7
1994;F;T25;1740;79.1
1994;F;T2549;8425;78.6
1994;F;T30;1709;77.5
1994;F;T35;1731;79.0
1994;F;T40;1770;80.5
1994;F;T45;1476;76.5
1994;F;T50;938;65.5
1994;F;T5064;1733;38.8
1994;F;T55;613;41.3
1994;F;T5564;795;26.2
1994;F;T60;181;11.7
1994;F;T65;45;3.0
1994;F;T70;15;0.4
1994;E;T;25769;55.6
1994;E;T15;414;10.8
1994;E;T1524;3032;37.6
1994;E;T1564;25610;67.3
1994;E;T20;2618;62.1
1994;E;T25;3764;86.6
1994;E;T2549;18578;87.1
1994;E;T30;3803;86.8
1994;E;T35;3791;87.6
1994;E;T40;3855;88.3
1994;E;T45;3364;86.2
1994;E;T50;2161;77.0
1994;E;T5064;3999;46.2
1994;E;T55;1472;50.9
1994;E;T5564;1838;31.5
1994;E;T60;367;12.4
1994;E;T65;112;4.1
1994;E;T70;47;0.8
1995;H;T;14188;63.5
1995;H;T15;255;13.1
1995;H;T1524;1605;39.9
1995;H;T1564;14092;74.5
1995;H;T20;1350;65.2
1995;H;T25;1999;94.0
1995;H;T2549;10215;95.7
1995;H;T30;2113;96.1
1995;H;T35;2057;96.1
1995;H;T40;2058;96.4
1995;H;T45;1988;95.8
1995;H;T50;1249;89.2
1995;H;T5064;2271;54.1
1995;H;T55;865;60.9
1995;H;T5564;1022;36.5
1995;H;T60;157;11.4
1995;H;T65;67;5.4
1995;H;T70;30;1.4
1995;F;T;11723;48.4
1995;F;T15;144;7.7
1995;F;T1524;1340;33.7
1995;F;T1564;11666;60.6
1995;F;T20;1196;57.3
1995;F;T25;1691;78.8
1995;F;T2549;8544;79.0
1995;F;T30;1747;78.8
1995;F;T35;1748;79.1
1995;F;T40;1786;81.3
1995;F;T45;1572;76.6
1995;F;T50;969;66.9
1995;F;T5064;1782;39.8
1995;F;T55;650;44.4
1995;F;T5564;813;26.9
1995;F;T60;163;10.5
1995;F;T65;41;2.8
1995;F;T70;15;0.4
1995;E;T;25911;55.6
1995;E;T15;400;10.4
1995;E;T1524;2945;36.8
1995;E;T1564;25758;67.5
1995;E;T20;2546;61.2
1995;E;T25;3690;86.4
1995;E;T2549;18759;87.3
1995;E;T30;3860;87.4
1995;E;T35;3804;87.5
1995;E;T40;3845;88.8
1995;E;T45;3560;86.3
1995;E;T50;2218;77.8
1995;E;T5064;4053;46.7
1995;E;T55;1514;52.5
1995;E;T5564;1835;31.5
1995;E;T60;321;10.9
1995;E;T65;108;4.0
1995;E;T70;45;0.8
1996;H;T;14336;63.8
1996;H;T15;285;14.4
1996;H;T1524;1607;40.2
1996;H;T1564;14234;75.1
1996;H;T20;1322;65.8
1996;H;T25;1974;93.7
1996;H;T2549;10264;95.8
1996;H;T30;2096;96.1
1996;H;T35;2081;96.7
1996;H;T40;2047;96.4
1996;H;T45;2067;96.2
1996;H;T50;1365;90.2
1996;H;T5064;2363;55.7
1996;H;T55;838;62.0
1996;H;T5564;997;36.6
1996;H;T60;159;11.6
1996;H;T65;69;5.6
1996;H;T70;33;1.4
1996;F;T;11867;48.7
1996;F;T15;142;7.4
1996;F;T1524;1281;32.6
1996;F;T1564;11811;61.2
1996;F;T20;1139;56.4
1996;F;T25;1671;78.6
1996;F;T2549;8697;79.6
1996;F;T30;1780;79.3
1996;F;T35;1773;79.9
1996;F;T40;1763;81.7
1996;F;T45;1710;78.2
1996;F;T50;1033;68.9
1996;F;T5064;1833;41.2
1996;F;T55;618;43.8
1996;F;T5564;801;27.1
1996;F;T60;183;11.9
1996;F;T65;44;2.9
1996;F;T70;12;0.3
1996;E;T;26203;55.9
1996;E;T15;428;11.0
1996;E;T1524;2888;36.4
1996;E;T1564;26045;68.1
1996;E;T20;2460;61.1
1996;E;T25;3645;86.1
1996;E;T2549;18961;87.6
1996;E;T30;3875;87.6
1996;E;T35;3855;88.2
1996;E;T40;3810;89.0
1996;E;T45;3777;87.2
1996;E;T50;2398;79.6
1996;E;T5064;4196;48.3
1996;E;T55;1456;52.7
1996;E;T5564;1798;31.7
1996;E;T60;342;11.7
1996;E;T65;113;4.1
1996;E;T70;45;0.8
1997;H;T;14318;63.3
1997;H;T15;281;13.9
1997;H;T1524;1529;38.7
1997;H;T1564;14229;74.9
1997;H;T20;1248;64.8
1997;H;T25;1971;93.3
1997;H;T2549;10246;95.5
1997;H;T30;2093;95.7
1997;H;T35;2087;96.4
1997;H;T40;2011;96.2
1997;H;T45;2085;95.8
1997;H;T50;1483;90.3
1997;H;T5064;2454;56.7
1997;H;T55;814;61.4
1997;H;T5564;971;36.2
1997;H;T60;158;11.6
1997;H;T65;62;5.0
1997;H;T70;27;1.1
1997;F;T;11838;48.3
1997;F;T15;142;7.4
1997;F;T1524;1215;31.5
1997;F;T1564;11791;60.8
1997;F;T20;1073;55.4
1997;F;T25;1682;77.3
1997;F;T2549;8652;78.9
1997;F;T30;1722;77.8
1997;F;T35;1764;79.5
1997;F;T40;1769;81.8
1997;F;T45;1716;78.0
1997;F;T50;1143;69.7
1997;F;T5064;1924;42.3
1997;F;T55;617;44.1
1997;F;T5564;781;26.9
1997;F;T60;164;10.9
1997;F;T65;34;2.3
1997;F;T70;13;0.4
1997;E;T;26156;55.5
1997;E;T15;423;10.7
1997;E;T1524;2744;35.1
1997;E;T1564;26020;67.8
1997;E;T20;2321;60.1
1997;E;T25;3652;85.2
1997;E;T2549;18897;87.1
1997;E;T30;3815;86.7
1997;E;T35;3851;87.8
1997;E;T40;3779;88.9
1997;E;T45;3800;86.8
1997;E;T50;2626;80.0
1997;E;T5064;4379;49.3
1997;E;T55;1431;52.5
1997;E;T5564;1752;31.3
1997;E;T60;322;11.2
1997;E;T65;96;3.5
1997;E;T70;40;0.7
1998;H;T;14319;63.0
1998;H;T15;308;15.1
1998;H;T1524;1507;38.5
1998;H;T1564;14230;74.7
1998;H;T20;1200;63.9
1998;H;T25;1960;93.0
1998;H;T2549;10176;95.2
1998;H;T30;2052;95.0
1998;H;T35;2093;96.7
1998;H;T40;2018;95.6
1998;H;T45;2053;95.6
1998;H;T50;1586;90.0
1998;H;T5064;2546;57.3
1998;H;T55;812;60.7
1998;H;T5564;960;35.9
1998;H;T60;148;11.1
1998;H;T65;57;4.5
1998;H;T70;32;1.3
1998;F;T;11997;48.6
1998;F;T15;152;7.9
1998;F;T1524;1217;31.9
1998;F;T1564;11949;61.5
1998;F;T20;1066;56.2
1998;F;T25;1700;78.1
1998;F;T2549;8709;79.4
1998;F;T30;1721;78.0
1998;F;T35;1766;79.6
1998;F;T40;1785;82.0
1998;F;T45;1738;79.5
1998;F;T50;1276;71.2
1998;F;T5064;2023;43.4
1998;F;T55;587;42.4
1998;F;T5564;747;26.1
1998;F;T60;160;10.8
1998;F;T65;34;2.3
1998;F;T70;14;0.4
1998;E;T;26317;55.5
1998;E;T15;459;11.6
1998;E;T1524;2725;35.2
1998;E;T1564;26179;68.0
1998;E;T20;2265;60.1
1998;E;T25;3660;85.4
1998;E;T2549;18885;87.2
1998;E;T30;3773;86.4
1998;E;T35;3859;88.1
1998;E;T40;3803;88.7
1998;E;T45;3790;87.5
1998;E;T50;2862;80.5
1998;E;T5064;4569;50.2
1998;E;T55;1398;51.4
1998;E;T5564;1707;30.8
1998;E;T60;308;10.9
1998;E;T65;91;3.3
1998;E;T70;47;0.8
1999;H;T;14399;63.1
1999;H;T15;326;16.2
1999;H;T1524;1527;39.5
1999;H;T1564;14319;75.0
1999;H;T20;1201;64.8
1999;H;T25;1938;92.2
1999;H;T2549;10116;94.9
1999;H;T30;2032;95.4
1999;H;T35;2113;95.9
1999;H;T40;1990;95.5
1999;H;T45;2043;95.7
1999;H;T50;1699;89.7
1999;H;T5064;2676;58.5
1999;H;T55;816;60.4
1999;H;T5564;977;36.4
1999;H;T60;161;12.1
1999;H;T65;55;4.3
1999;H;T70;25;1.0
1999;F;T;12141;48.9
1999;F;T15;166;8.5
1999;F;T1524;1194;31.2
1999;F;T1564;12097;62.0
1999;F;T20;1028;55.2
1999;F;T25;1683;78.9
1999;F;T2549;8715;79.9
1999;F;T30;1733;78.8
1999;F;T35;1778;80.1
1999;F;T40;1809;82.0
1999;F;T45;1712;79.6
1999;F;T50;1398;72.7
1999;F;T5064;2188;45.8
1999;F;T55;633;44.9
1999;F;T5564;789;27.6
1999;F;T60;157;10.8
1999;F;T65;30;2.0
1999;F;T70;15;0.4
1999;E;T;26539;55.7
1999;E;T15;493;12.4
1999;E;T1524;2722;35.4
1999;E;T1564;26415;68.4
1999;E;T20;2229;60.0
1999;E;T25;3621;85.5
1999;E;T2549;18830;87.3
1999;E;T30;3765;87.0
1999;E;T35;3891;88.0
1999;E;T40;3798;88.5
1999;E;T45;3754;87.6
1999;E;T50;3097;81.1
1999;E;T5064;4864;52.0
1999;E;T55;1449;52.5
1999;E;T5564;1766;31.9
1999;E;T60;318;11.4
1999;E;T65;84;3.0
1999;E;T70;40;0.6
2000;H;T;14521;63.1
2000;H;T15;350;17.2
2000;H;T1524;1562;40.2
2000;H;T1564;14442;75.1
2000;H;T20;1212;65.3
2000;H;T25;1950;93.5
2000;H;T2549;10105;95.0
2000;H;T30;2031;95.2
2000;H;T35;2096;95.6
2000;H;T40;2023;95.4
2000;H;T45;2005;95.2
2000;H;T50;1808;89.9
2000;H;T5064;2776;59.0
2000;H;T55;820;59.3
2000;H;T5564;968;35.9
2000;H;T60;148;11.3
2000;H;T65;52;4.2
2000;H;T70;26;1.0
2000;F;T;12325;49.3
2000;F;T15;195;10.0
2000;F;T1524;1256;32.8
2000;F;T1564;12283;62.4
2000;F;T20;1061;56.9
2000;F;T25;1696;79.7
2000;F;T2549;8740;79.9
2000;F;T30;1708;78.2
2000;F;T35;1820;80.7
2000;F;T40;1807;82.0
2000;F;T45;1709;78.7
2000;F;T50;1483;72.3
2000;F;T5064;2286;46.4
2000;F;T55;653;45.6
2000;F;T5564;803;27.9
2000;F;T60;150;10.4
2000;F;T65;28;1.9
2000;F;T70;14;0.4
2000;E;T;26846;55.9
2000;E;T15;545;13.7
2000;E;T1524;2818;36.5
2000;E;T1564;26725;68.7
2000;E;T20;2273;61.1
2000;E;T25;3646;86.6
2000;E;T2549;18845;87.3
2000;E;T30;3739;86.6
2000;E;T35;3916;88.0
2000;E;T40;3830;88.6
2000;E;T45;3714;86.8
2000;E;T50;3291;81.0
2000;E;T5064;5062;52.5
2000;E;T55;1472;52.3
2000;E;T5564;1771;31.8
2000;E;T60;298;10.8
2000;E;T65;81;2.9
2000;E;T70;40;0.6
2001;H;T;14568;62.9
2001;H;T15;344;17.0
2001;H;T1524;1566;40.2
2001;H;T1564;14494;75.0
2001;H;T20;1222;65.1
2001;H;T25;1893;93.5
2001;H;T2549;10032;94.8
2001;H;T30;2022;94.9
2001;H;T35;2103;95.6
2001;H;T40;2025;95.0
2001;H;T45;1989;95.1
2001;H;T50;1879;89.3
2001;H;T5064;2896;59.7
2001;H;T55;872;60.1
2001;H;T5564;1017;37.0
2001;H;T60;145;11.2
2001;H;T65;48;3.9
2001;H;T70;26;1.0
2001;F;T;12444;49.3
2001;F;T15;201;10.3
2001;F;T1524;1263;32.8
2001;F;T1564;12398;62.5
2001;F;T20;1063;55.9
2001;F;T25;1644;79.3
2001;F;T2549;8757;80.3
2001;F;T30;1734;79.6
2001;F;T35;1825;80.4
2001;F;T40;1824;82.4
2001;F;T45;1730;79.6
2001;F;T50;1561;72.4
2001;F;T5064;2378;46.8
2001;F;T55;681;45.3
2001;F;T5564;817;28.0
2001;F;T60;136;9.6
2001;F;T65;33;2.2
2001;F;T70;14;0.4
2001;E;T;27012;55.8
2001;E;T15;545;13.7
2001;E;T1524;2830;36.5
2001;E;T1564;26891;68.7
2001;E;T20;2285;60.5
2001;E;T25;3537;86.3
2001;E;T2549;18788;87.4
2001;E;T30;3756;87.2
2001;E;T35;3927;87.9
2001;E;T40;3849;88.6
2001;E;T45;3719;87.2
2001;E;T50;3440;80.7
2001;E;T5064;5274;53.1
2001;E;T55;1553;52.6
2001;E;T5564;1834;32.4
2001;E;T60;281;10.4
2001;E;T65;81;3.0
2001;E;T70;40;0.6
2002;H;T;14717;63.0
2002;H;T15;351;17.4
2002;H;T1524;1615;41.0
2002;H;T1564;14638;75.2
2002;H;T20;1264;65.8
2002;H;T25;1816;92.9
2002;H;T2549;9976;94.7
2002;H;T30;2038;95.2
2002;H;T35;2107;95.4
2002;H;T40;2037;95.0
2002;H;T45;1978;94.6
2002;H;T50;1881;89.3
2002;H;T5064;3046;61.1
2002;H;T55;1003;62.7
2002;H;T5564;1165;40.5
2002;H;T60;162;12.7
2002;H;T65;48;3.9
2002;H;T70;31;1.2
2002;F;T;12613;49.5
2002;F;T15;191;9.7
2002;F;T1524;1289;33.0
2002;F;T1564;12564;62.8
2002;F;T20;1098;56.4
2002;F;T25;1605;79.8
2002;F;T2549;8759;80.5
2002;F;T30;1722;78.7
2002;F;T35;1836;80.7
2002;F;T40;1846;82.8
2002;F;T45;1750;80.2
2002;F;T50;1581;72.8
2002;F;T5064;2516;48.2
2002;F;T55;777;46.9
2002;F;T5564;936;30.7
2002;F;T60;159;11.4
2002;F;T65;30;2.1
2002;F;T70;19;0.5
2002;E;T;27330;56.0
2002;E;T15;542;13.6
2002;E;T1524;2904;37.0
2002;E;T1564;27202;68.9
2002;E;T20;2362;61.1
2002;E;T25;3422;86.3
2002;E;T2549;18736;87.5
2002;E;T30;3760;86.9
2002;E;T35;3944;88.0
2002;E;T40;3883;88.8
2002;E;T45;3727;87.3
2002;E;T50;3462;80.9
2002;E;T5064;5563;54.5
2002;E;T55;1779;54.7
2002;E;T5564;2101;35.5
2002;E;T60;321;12.0
2002;E;T65;78;2.9
2002;E;T70;50;0.7
2003;H;T;14731;63.0
2003;H;T15;362;18.4
2003;H;T1524;1604;41.8
2003;H;T1564;14665;75.4
2003;H;T20;1242;66.4
2003;H;T25;1733;92.1
2003;H;T2549;9896;94.4
2003;H;T30;2058;95.1
2003;H;T35;2099;95.4
2003;H;T40;2046;94.6
2003;H;T45;1961;94.2
2003;H;T50;1866;89.3
2003;H;T5064;3165;61.8
2003;H;T55;1107;63.0
2003;H;T5564;1299;42.8
2003;H;T60;192;15.1
2003;H;T65;45;3.7
2003;H;T70;21;0.8
2003;F;T;12817;50.1
2003;F;T15;202;10.5
2003;F;T1524;1306;33.8
2003;F;T1564;12779;63.7
2003;F;T20;1104;57.1
2003;F;T25;1549;79.9
2003;F;T2549;8745;80.6
2003;F;T30;1742;78.6
2003;F;T35;1811;80.2
2003;F;T40;1871;83.1
2003;F;T45;1771;81.0
2003;F;T50;1615;74.6
2003;F;T5064;2728;50.9
2003;F;T55;937;51.3
2003;F;T5564;1113;34.8
2003;F;T60;176;12.9
2003;F;T65;25;1.8
2003;F;T70;13;0.3
2003;E;T;27548;56.2
2003;E;T15;564;14.5
2003;E;T1524;2910;37.8
2003;E;T1564;27444;69.4
2003;E;T20;2346;61.6
2003;E;T25;3282;85.9
2003;E;T2549;18641;87.4
2003;E;T30;3800;86.8
2003;E;T35;3911;87.7
2003;E;T40;3917;88.8
2003;E;T45;3732;87.4
2003;E;T50;3481;81.8
2003;E;T5064;5893;56.2
2003;E;T55;2044;57.0
2003;E;T5564;2412;38.7
2003;E;T60;368;13.9
2003;E;T65;70;2.6
2003;E;T70;34;0.5
2004;H;T;14801;62.8
2004;H;T15;358;17.9
2004;H;T1524;1620;41.8
2004;H;T1564;14735;75.2
2004;H;T20;1262;67.0
2004;H;T25;1721;93.2
2004;H;T2549;9886;94.5
2004;H;T30;2050;95.0
2004;H;T35;2075;95.0
2004;H;T40;2068;94.9
2004;H;T45;1972;94.3
2004;H;T50;1840;88.8
2004;H;T5064;3229;61.6
2004;H;T55;1191;63.5
2004;H;T5564;1389;43.8
2004;H;T60;198;15.3
2004;H;T65;48;4.0
2004;H;T70;18;0.6
2004;F;T;12967;50.2
2004;F;T15;219;11.3
2004;F;T1524;1319;33.9
2004;F;T1564;12925;63.9
2004;F;T20;1100;56.6
2004;F;T25;1513;79.6
2004;F;T2549;8759;80.8
2004;F;T30;1740;78.7
2004;F;T35;1818;80.7
2004;F;T40;1883;83.2
2004;F;T45;1805;81.7
2004;F;T50;1643;76.0
2004;F;T5064;2847;51.7
2004;F;T55;1021;52.3
2004;F;T5564;1204;36.0
2004;F;T60;183;13.2
2004;F;T65;28;2.0
2004;F;T70;14;0.3
2004;E;T;27767;56.2
2004;E;T15;578;14.7
2004;E;T1524;2939;37.8
2004;E;T1564;27660;69.5
2004;E;T20;2362;61.7
2004;E;T25;3234;86.3
2004;E;T2549;18645;87.6
2004;E;T30;3790;86.8
2004;E;T35;3893;87.7
2004;E;T40;3951;89.0
2004;E;T45;3778;87.8
2004;E;T50;3483;82.3
2004;E;T5064;6075;56.5
2004;E;T55;2212;57.8
2004;E;T5564;2593;39.8
2004;E;T60;381;14.2
2004;E;T65;76;2.9
2004;E;T70;32;0.5
2005;H;T;14848;62.5
2005;H;T15;385;19.1
2005;H;T1524;1627;41.7
2005;H;T1564;14780;75.0
2005;H;T20;1242;65.8
2005;H;T25;1719;93.0
2005;H;T2549;9873;94.5
2005;H;T30;2023;95.4
2005;H;T35;2062;94.9
2005;H;T40;2079;94.8
2005;H;T45;1990;94.4
2005;H;T50;1830;89.1
2005;H;T5064;3280;61.0
2005;H;T55;1244;62.3
2005;H;T5564;1450;43.7
2005;H;T60;207;15.6
2005;H;T65;40;3.3
2005;H;T70;28;1.0
2005;F;T;13123;50.3
2005;F;T15;227;11.6
2005;F;T1524;1321;33.8
2005;F;T1564;13076;64.1
2005;F;T20;1094;56.2
2005;F;T25;1530;79.7
2005;F;T2549;8791;81.1
2005;F;T30;1725;79.2
2005;F;T35;1813;81.2
2005;F;T40;1873;81.8
2005;F;T45;1850;83.6
2005;F;T50;1653;76.5
2005;F;T5064;2965;52.3
2005;F;T55;1116;53.6
2005;F;T5564;1313;37.3
2005;F;T60;196;13.7
2005;F;T65;33;2.4
2005;F;T70;14;0.3
2005;E;T;27971;56.1
2005;E;T15;612;15.4
2005;E;T1524;2948;37.7
2005;E;T1564;27856;69.4
2005;E;T20;2336;60.9
2005;E;T25;3249;86.2
2005;E;T2549;18663;87.7
2005;E;T30;3748;87.2
2005;E;T35;3874;87.9
2005;E;T40;3952;88.1
2005;E;T45;3840;88.9
2005;E;T50;3482;82.7
2005;E;T5064;6245;56.5
2005;E;T55;2360;57.8
2005;E;T5564;2763;40.4
2005;E;T60;403;14.6
2005;E;T65;73;2.8
2005;E;T70;42;0.6
2006;H;T;14904;62.2
2006;H;T15;388;19.3
2006;H;T1524;1629;41.7
2006;H;T1564;14841;74.7
2006;H;T20;1241;65.6
2006;H;T25;1753;93.1
2006;H;T2549;9894;94.7
2006;H;T30;1961;95.2
2006;H;T35;2085;95.7
2006;H;T40;2105;95.3
2006;H;T45;1990;93.9
2006;H;T50;1828;89.4
2006;H;T5064;3317;60.1
2006;H;T55;1260;61.4
2006;H;T5564;1489;42.9
2006;H;T60;229;16.1
2006;H;T65;37;3.1
2006;H;T70;26;0.9
2006;F;T;13251;50.4
2006;F;T15;238;12.1
2006;F;T1524;1321;33.8
2006;F;T1564;13209;64.2
2006;F;T20;1082;55.6
2006;F;T25;1560;80.3
2006;F;T2549;8824;81.5
2006;F;T30;1659;78.0
2006;F;T35;1835;81.8
2006;F;T40;1897;82.7
2006;F;T45;1871;84.3
2006;F;T50;1684;77.6
2006;F;T5064;3064;52.4
2006;F;T55;1165;54.1
2006;F;T5564;1381;37.6
2006;F;T60;215;14.2
2006;F;T65;27;2.0
2006;F;T70;15;0.3
2006;E;T;28155;56.0
2006;E;T15;627;15.7
2006;E;T1524;2950;37.7
2006;E;T1564;28049;69.3
2006;E;T20;2323;60.5
2006;E;T25;3313;86.6
2006;E;T2549;18718;88.0
2006;E;T30;3620;86.5
2006;E;T35;3921;88.7
2006;E;T40;4002;88.9
2006;E;T45;3862;89.0
2006;E;T50;3512;83.3
2006;E;T5064;6382;56.2
2006;E;T55;2425;57.7
2006;E;T5564;2870;40.2
2006;E;T60;444;15.1
2006;E;T65;64;2.5
2006;E;T70;41;0.6
2007;H;T;14967;62.1
2007;H;T15;409;20.3
2007;H;T1524;1618;41.5
2007;H;T1564;14886;74.4
2007;H;T20;1209;64.2
2007;H;T25;1776;93.1
2007;H;T2549;9900;94.7
2007;H;T30;1920;95.6
2007;H;T35;2108;95.9
2007;H;T40;2097;94.8
2007;H;T45;1999;93.9
2007;H;T50;1833;89.4
2007;H;T5064;3368;59.6
2007;H;T55;1261;61.6
2007;H;T5564;1535;42.6
2007;H;T60;274;17.6
2007;H;T65;50;4.2
2007;H;T70;31;1.1
2007;F;T;13417;50.7
2007;F;T15;240;12.3
2007;F;T1524;1340;34.5
2007;F;T1564;13365;64.5
2007;F;T20;1100;56.8
2007;F;T25;1594;80.5
2007;F;T2549;8888;82.0
2007;F;T30;1654;80.0
2007;F;T35;1836;81.7
2007;F;T40;1929;83.8
2007;F;T45;1875;83.9
2007;F;T50;1699;78.3
2007;F;T5064;3137;52.3
2007;F;T55;1184;54.6
2007;F;T5564;1438;37.6
2007;F;T60;254;15.3
2007;F;T65;33;2.4
2007;F;T70;20;0.5
2007;E;T;28384;56.1
2007;E;T15;649;16.4
2007;E;T1524;2958;38.0
2007;E;T1564;28251;69.4
2007;E;T20;2309;60.4
2007;E;T25;3370;86.6
2007;E;T2549;18788;88.2
2007;E;T30;3573;87.7
2007;E;T35;3944;88.7
2007;E;T40;4026;89.2
2007;E;T45;3874;88.8
2007;E;T50;3532;83.7
2007;E;T5064;6505;55.8
2007;E;T55;2446;58.0
2007;E;T5564;2973;40.0
2007;E;T60;528;16.4
2007;E;T65;82;3.3
2007;E;T70;51;0.7
2008;H;T;15040;62.0
2008;H;T15;380;19.1
2008;H;T1524;1626;41.8
2008;H;T1564;14955;74.4
2008;H;T20;1245;65.9
2008;H;T25;1788;93.2
2008;H;T2549;9910;94.9
2008;H;T30;1872;95.7
2008;H;T35;2117;95.8
2008;H;T40;2103;95.5
2008;H;T45;2030;94.3
2008;H;T50;1838;89.7
2008;H;T5064;3419;59.3
2008;H;T55;1259;61.8
2008;H;T5564;1582;42.5
2008;H;T60;322;19.2
2008;H;T65;57;4.8
2008;H;T70;28;0.9
2008;F;T;13548;51.0
2008;F;T15;233;12.1
2008;F;T1524;1324;34.3
2008;F;T1564;13492;64.8
2008;F;T20;1090;56.6
2008;F;T25;1599;79.8
2008;F;T2549;8972;82.9
2008;F;T30;1650;81.8
2008;F;T35;1894;83.5
2008;F;T40;1926;84.1
2008;F;T45;1903;84.8
2008;F;T50;1719;79.0
2008;F;T5064;3196;52.1
2008;F;T55;1207;55.9
2008;F;T5564;1477;37.3
2008;F;T60;270;15.0
2008;F;T65;39;2.9
2008;F;T70;18;0.4
2008;E;T;28588;56.2
2008;E;T15;614;15.6
2008;E;T1524;2949;38.1
2008;E;T1564;28447;69.5
2008;E;T20;2336;61.2
2008;E;T25;3387;86.4
2008;E;T2549;18882;88.8
2008;E;T30;3522;88.7
2008;E;T35;4010;89.5
2008;E;T40;4029;89.7
2008;E;T45;3933;89.4
2008;E;T50;3556;84.2
2008;E;T5064;6615;55.6
2008;E;T55;2466;58.8
2008;E;T5564;3059;39.8
2008;E;T60;593;17.0
2008;E;T65;96;3.8
2008;E;T70;45;0.6
2009;H;T;15129;62.1
2009;H;T15;370;18.8
2009;H;T1524;1645;42.6
2009;H;T1564;15044;74.7
2009;H;T20;1276;67.1
2009;H;T25;1792;92.9
2009;H;T2549;9869;94.7
2009;H;T30;1833;95.8
2009;H;T35;2107;95.5
2009;H;T40;2100;95.5
2009;H;T45;2037;93.9
2009;H;T50;1849;90.0
2009;H;T5064;3529;60.2
2009;H;T55;1315;65.1
2009;H;T5564;1680;44.1
2009;H;T60;365;20.4
2009;H;T65;57;4.7
2009;H;T70;28;0.9
2009;F;T;13699;51.3
2009;F;T15;246;12.9
2009;F;T1524;1374;35.7
2009;F;T1564;13645;65.3
2009;F;T20;1129;58.1
