ANNEE;SEXE;AGEQ;POPACTBIT;TACTBIT
2009;F;T25;1631;81.2
2009;F;T2549;8965;83.1
2009;F;T30;1582;80.1
2009;F;T35;1899;83.8
2009;F;T40;1924;84.8
2009;F;T45;1929;85.1
2009;F;T50;1738;79.7
2009;F;T5064;3306;52.9
2009;F;T55;1265;58.7
2009;F;T5564;1568;38.5
2009;F;T60;303;15.8
2009;F;T65;41;3.0
2009;F;T70;13;0.3
2009;E;T;28828;56.4
2009;E;T15;615;15.9
2009;E;T1524;3019;39.2
2009;E;T1564;28689;69.9
2009;E;T20;2404;62.6
2009;E;T25;3423;86.9
2009;E;T2549;18834;88.8
2009;E;T30;3415;87.9
2009;E;T35;4007;89.5
2009;E;T40;4024;90.0
2009;E;T45;3965;89.4
2009;E;T50;3587;84.7
2009;E;T5064;6835;56.4
2009;E;T55;2580;61.8
2009;E;T5564;3248;41.2
2009;E;T60;668;18.0
2009;E;T65;98;3.8
2009;E;T70;41;0.6
2010;H;T;15191;62.0
2010;H;T15;378;19.4
2010;H;T1524;1630;42.3
2010;H;T1564;15093;74.7
2010;H;T20;1253;65.8
2010;H;T25;1778;93.0
2010;H;T2549;9821;94.6
2010;H;T30;1826;95.4
2010;H;T35;2069;94.9
2010;H;T40;2080;95.0
2010;H;T45;2069;94.6
2010;H;T50;1877;90.7
2010;H;T5064;3641;61.0
2010;H;T55;1376;68.8
2010;H;T5564;1765;45.2
2010;H;T60;388;20.4
2010;H;T65;66;5.4
2010;H;T70;33;1.1
2010;F;T;13770;51.3
2010;F;T15;227;12.0
2010;F;T1524;1328;34.8
2010;F;T1564;13709;65.4
2010;F;T20;1101;56.8
2010;F;T25;1624;81.3
2010;F;T2549;8965;83.3
2010;F;T30;1607;80.7
2010;F;T35;1858;83.6
2010;F;T40;1921;84.9
2010;F;T45;1955;85.6
2010;F;T50;1764;80.5
2010;F;T5064;3417;53.6
2010;F;T55;1296;60.5
2010;F;T5564;1653;39.5
2010;F;T60;356;17.5
2010;F;T65;43;3.1
2010;F;T70;17;0.4
2010;E;T;28961;56.4
2010;E;T15;604;15.8
2010;E;T1524;2958;38.6
2010;E;T1564;28802;70.0
2010;E;T20;2354;61.3
2010;E;T25;3402;87.0
2010;E;T2549;18786;88.9
2010;E;T30;3432;87.9
2010;E;T35;3927;89.2
2010;E;T40;4001;89.9
2010;E;T45;4023;90.0
2010;E;T50;3641;85.5
2010;E;T5064;7058;57.2
2010;E;T55;2672;64.5
2010;E;T5564;3417;42.3
2010;E;T60;745;18.9
2010;E;T65;110;4.2
2010;E;T70;50;0.7
2011;H;T;15181;61.6
2011;H;T15;341;17.7
2011;H;T1524;1570;41.0
2011;H;T1564;15060;74.5
2011;H;T20;1228;64.8
2011;H;T25;1748;92.0
2011;H;T2549;9754;94.1
2011;H;T30;1835;94.5
2011;H;T35;2026;95.2
2011;H;T40;2069;94.6
2011;H;T45;2076;94.3
2011;H;T50;1878;90.1
2011;H;T5064;3736;61.9
2011;H;T55;1438;72.2
2011;H;T5564;1858;47.1
2011;H;T60;420;21.4
2011;H;T65;84;6.4
2011;H;T70;38;1.2
2011;F;T;13804;51.2
2011;F;T15;224;12.0
2011;F;T1524;1294;34.1
2011;F;T1564;13721;65.4
2011;F;T20;1070;55.6
2011;F;T25;1605;80.7
2011;F;T2549;8909;83.0
2011;F;T30;1616;79.8
2011;F;T35;1800;82.9
2011;F;T40;1929;85.3
2011;F;T45;1959;85.5
2011;F;T50;1766;80.1
2011;F;T5064;3517;54.5
2011;F;T55;1370;64.3
2011;F;T5564;1751;41.2
2011;F;T60;381;18.0
2011;F;T65;64;4.3
2011;F;T70;19;0.4
2011;E;T;28985;56.2
2011;E;T15;565;14.9
2011;E;T1524;2864;37.6
2011;E;T1564;28781;69.9
2011;E;T20;2299;60.2
2011;E;T25;3354;86.2
2011;E;T2549;18664;88.5
2011;E;T30;3450;87.0
2011;E;T35;3827;89.0
2011;E;T40;3998;89.9
2011;E;T45;4035;89.8
2011;E;T50;3644;85.0
2011;E;T5064;7253;58.1
2011;E;T55;2808;68.1
2011;E;T5564;3609;44.0
2011;E;T60;801;19.7
2011;E;T65;148;5.3
2011;E;T70;57;0.7
2012;H;T;15298;61.8
2012;H;T15;330;17.2
2012;H;T1524;1545;40.6
2012;H;T1564;15154;75.1
2012;H;T20;1216;64.2
2012;H;T25;1717;91.1
2012;H;T2549;9702;93.8
2012;H;T30;1849;93.8
2012;H;T35;1959;94.9
2012;H;T40;2097;94.8
2012;H;T45;2080;94.1
2012;H;T50;1891;90.3
2012;H;T5064;3907;64.7
2012;H;T55;1525;76.7
2012;H;T5564;2016;51.1
2012;H;T60;491;25.1
2012;H;T65;105;7.2
2012;H;T70;39;1.2
2012;F;T;13931;51.4
2012;F;T15;210;11.4
2012;F;T1524;1266;33.6
2012;F;T1564;13828;66.0
2012;F;T20;1056;55.1
2012;F;T25;1568;79.5
2012;F;T2549;8882;82.9
2012;F;T30;1672;81.1
2012;F;T35;1761;83.3
2012;F;T40;1946;85.4
2012;F;T45;1934;84.6
2012;F;T50;1797;81.0
2012;F;T5064;3680;56.8
2012;F;T55;1438;67.3
2012;F;T5564;1883;44.2
2012;F;T60;446;21.0
2012;F;T65;79;4.9
2012;F;T70;24;0.5
2012;E;T;29229;56.4
2012;E;T15;540;14.4
2012;E;T1524;2812;37.1
2012;E;T1564;28983;70.4
2012;E;T20;2272;59.6
2012;E;T25;3286;85.2
2012;E;T2549;18584;88.3
2012;E;T30;3521;87.3
2012;E;T35;3720;89.0
2012;E;T40;4042;90.0
2012;E;T45;4015;89.3
2012;E;T50;3688;85.5
2012;E;T5064;7587;60.6
2012;E;T55;2963;71.8
2012;E;T5564;3899;47.5
2012;E;T60;936;23.0
2012;E;T65;184;6.0
2012;E;T70;62;0.8
2013;H;T;15316;61.6
2013;H;T15;327;17.1
2013;H;T1524;1541;40.6
2013;H;T1564;15168;75.2
2013;H;T20;1213;64.8
2013;H;T25;1725;91.1
2013;H;T2549;9645;93.3
2013;H;T30;1874;94.0
2013;H;T35;1906;94.7
2013;H;T40;2097;94.0
2013;H;T45;2044;92.8
2013;H;T50;1917;90.3
2013;H;T5064;3982;65.9
2013;H;T55;1544;77.9
2013;H;T5564;2065;52.6
2013;H;T60;521;26.8
2013;H;T65;113;7.2
2013;H;T70;35;1.1
2013;F;T;14059;51.7
2013;F;T15;216;11.7
2013;F;T1524;1263;33.8
2013;F;T1564;13954;66.7
2013;F;T20;1047;55.5
2013;F;T25;1595;80.9
2013;F;T2549;8925;83.6
2013;F;T30;1700;81.8
2013;F;T35;1729;84.0
2013;F;T40;1950;85.0
2013;F;T45;1952;85.6
2013;F;T50;1805;81.0
2013;F;T5064;3766;58.0
2013;F;T55;1468;68.3
2013;F;T5564;1960;46.0
2013;F;T60;493;23.3
2013;F;T65;79;4.5
2013;F;T70;26;0.6
2013;E;T;29375;56.4
2013;E;T15;544;14.4
2013;E;T1524;2804;37.2
2013;E;T1564;29123;70.9
2013;E;T20;2260;60.1
2013;E;T25;3320;85.9
2013;E;T2549;18571;88.4
2013;E;T30;3574;87.7
2013;E;T35;3634;89.3
2013;E;T40;4047;89.4
2013;E;T45;3996;89.2
2013;E;T50;3722;85.5
2013;E;T5064;7748;61.8
2013;E;T55;3012;72.9
2013;E;T5564;4026;49.2
2013;E;T60;1013;25.0
2013;E;T65;192;5.8
2013;E;T70;61;0.8
2014;H;T;15267;61.0
2014;H;T15;320;16.5
2014;H;T1524;1503;39.7
2014;H;T1564;15103;75.1
2014;H;T20;1182;64.3
2014;H;T25;1727;91.6
2014;H;T2549;9571;93.4
2014;H;T30;1873;94.5
2014;H;T35;1866;94.7
2014;H;T40;2104;94.5
2014;H;T45;2001;91.7
2014;H;T50;1935;90.4
2014;H;T5064;4029;66.2
2014;H;T55;1563;77.5
2014;H;T5564;2094;53.1
2014;H;T60;531;27.5
2014;H;T65;123;7.3
2014;H;T70;41;1.3
2014;F;T;14129;51.6
2014;F;T15;212;11.3
2014;F;T1524;1234;33.2
2014;F;T1564;14018;67.1
2014;F;T20;1022;55.3
2014;F;T25;1587;80.0
2014;F;T2549;8879;83.3
2014;F;T30;1691;81.1
2014;F;T35;1708;84.1
2014;F;T40;1956;85.6
2014;F;T45;1938;85.4
2014;F;T50;1835;81.5
2014;F;T5064;3904;59.9
2014;F;T55;1507;69.8
2014;F;T5564;2069;48.5
2014;F;T60;562;26.7
2014;F;T65;83;4.5
2014;F;T70;28;0.6
2014;E;T;29396;56.1
2014;E;T15;533;13.9
2014;E;T1524;2737;36.5
2014;E;T1564;29121;71.0
2014;E;T20;2204;59.8
2014;E;T25;3313;85.7
2014;E;T2549;18450;88.3
2014;E;T30;3564;87.6
2014;E;T35;3573;89.3
2014;E;T40;4061;90.0
2014;E;T45;3939;88.5
2014;E;T50;3771;85.8
2014;E;T5064;7934;63.0
2014;E;T55;3069;73.5
2014;E;T5564;4163;50.7
2014;E;T60;1094;27.1
2014;E;T65;206;5.8
2014;E;T70;69;0.9
2015;H;T;15302;60.8
2015;H;T15;323;16.3
2015;H;T1524;1532;40.4
2015;H;T1564;15117;75.3
2015;H;T20;1209;66.7
2015;H;T25;1714;91.0
2015;H;T2549;9472;93.0
2015;H;T30;1842;93.7
2015;H;T35;1851;94.3
2015;H;T40;2065;94.0
2015;H;T45;2000;91.7
2015;H;T50;1941;90.1
2015;H;T5064;4113;67.5
2015;H;T55;1585;78.5
2015;H;T5564;2172;55.1
2015;H;T60;587;30.5
2015;H;T65;133;7.4
2015;H;T70;52;1.6
2015;F;T;14193;51.6
2015;F;T15;206;10.8
2015;F;T1524;1266;33.9
2015;F;T1564;14065;67.3
2015;F;T20;1060;58.0
2015;F;T25;1558;78.8
2015;F;T2549;8809;83.0
2015;F;T30;1683;81.0
2015;F;T35;1705;83.4
2015;F;T40;1943;86.3
2015;F;T45;1920;85.1
2015;F;T50;1837;81.1
2015;F;T5064;3990;61.0
2015;F;T55;1539;70.9
2015;F;T5564;2153;50.3
2015;F;T60;614;29.1
2015;F;T65;96;4.8
2015;F;T70;31;0.7
2015;E;T;29494;56.0
2015;E;T15;529;13.6
2015;E;T1524;2798;37.2
2015;E;T1564;29182;71.3
2015;E;T20;2269;62.3
2015;E;T25;3272;84.7
2015;E;T2549;18281;87.9
2015;E;T30;3525;87.2
2015;E;T35;3556;88.7
2015;E;T40;4008;90.1
2015;E;T45;3920;88.4
2015;E;T50;3778;85.5
2015;E;T5064;8103;64.1
2015;E;T55;3124;74.5
2015;E;T5564;4325;52.6
2015;E;T60;1200;29.8
2015;E;T65;229;6.1
2015;E;T70;84;1.1
2016;H;T;15304;60.5
2016;H;T15;328;16.3
2016;H;T1524;1517;39.9
2016;H;T1564;15099;75.3
2016;H;T20;1189;66.1
2016;H;T25;1708;91.0
2016;H;T2549;9421;93.1
2016;H;T30;1809;93.3
2016;H;T35;1877;94.1
2016;H;T40;2014;94.5
2016;H;T45;2013;92.2
2016;H;T50;1942;89.5
2016;H;T5064;4161;68.0
2016;H;T55;1632;80.0
2016;H;T5564;2219;56.2
2016;H;T60;587;30.8
2016;H;T65;151;8.2
2016;H;T70;53;1.6
2016;F;T;14261;51.6
2016;F;T15;221;11.5
2016;F;T1524;1277;34.2
2016;F;T1564;14115;67.6
2016;F;T20;1056;58.3
2016;F;T25;1570;80.1
2016;F;T2549;8758;82.9
2016;F;T30;1650;79.8
2016;F;T35;1728;82.9
2016;F;T40;1889;86.0
2016;F;T45;1920;85.2
2016;F;T50;1875;82.3
2016;F;T5064;4080;62.2
2016;F;T55;1568;71.8
2016;F;T5564;2205;51.5
2016;F;T60;637;30.4
2016;F;T65;104;5.1
2016;F;T70;42;0.9
2016;E;T;29565;55.8
2016;E;T15;549;14.0
2016;E;T1524;2795;37.0
2016;E;T1564;29214;71.4
2016;E;T20;2245;62.2
2016;E;T25;3278;85.5
2016;E;T2549;18179;87.9
2016;E;T30;3460;86.3
2016;E;T35;3605;88.4
2016;E;T40;3903;90.1
2016;E;T45;3933;88.7
2016;E;T50;3817;85.8
2016;E;T5064;8241;65.0
2016;E;T55;3199;75.8
2016;E;T5564;4424;53.7
2016;E;T60;1225;30.6
2016;E;T65;255;6.5
2016;E;T70;95;1.2
2017;H;T;15345;60.4
2017;H;T15;346;17.0
2017;H;T1524;1539;40.3
2017;H;T1564;15134;75.6
2017;H;T20;1194;66.6
2017;H;T25;1682;90.6
2017;H;T2549;9382;93.2
2017;H;T30;1804;93.6
2017;H;T35;1902;94.2
2017;H;T40;1950;94.4
2017;H;T45;2044;92.9
2017;H;T50;1955;89.9
2017;H;T5064;4212;68.6
2017;H;T55;1655;80.7
2017;H;T5564;2256;56.9
2017;H;T60;601;31.4
2017;H;T65;152;8.3
2017;H;T70;60;1.7
2017;F;T;14273;51.4
2017;F;T15;219;11.2
2017;F;T1524;1257;33.5
2017;F;T1564;14104;67.6
2017;F;T20;1039;57.6
2017;F;T25;1546;79.8
2017;F;T2549;8702;82.7
2017;F;T30;1661;80.9
2017;F;T35;1754;82.5
2017;F;T40;1812;84.8
2017;F;T45;1928;85.0
2017;F;T50;1860;81.7
2017;F;T5064;4145;63.0
2017;F;T55;1612;73.4
2017;F;T5564;2285;53.1
2017;F;T60;673;31.9
2017;F;T65;120;5.8
2017;F;T70;50;1.0
2017;E;T;29619;55.7
2017;E;T15;564;14.2
2017;E;T1524;2797;36.9
2017;E;T1564;29238;71.5
2017;E;T20;2232;62.1
2017;E;T25;3228;85.1
2017;E;T2549;18084;87.8
2017;E;T30;3465;87.0
2017;E;T35;3656;88.2
2017;E;T40;3762;89.5
2017;E;T45;3973;88.9
2017;E;T50;3816;85.7
2017;E;T5064;8357;65.7
2017;E;T55;3267;76.9
2017;E;T5564;4541;54.9
2017;E;T60;1274;31.7
2017;E;T65;272;7.0
2017;E;T70;110;1.3
2018;H;T;15371;60.2
2018;H;T15;354;17.3
2018;H;T1524;1580;41.1
2018;H;T1564;15151;75.7
2018;H;T20;1226;68.1
2018;H;T25;1651;90.4
2018;H;T2549;9278;92.7
2018;H;T30;1800;93.1
2018;H;T35;1893;93.8
2018;H;T40;1889;93.6
2018;H;T45;2047;92.6
2018;H;T50;1969;90.6
2018;H;T5064;4293;69.8
2018;H;T55;1672;81.0
2018;H;T5564;2323;58.4
2018;H;T60;651;34.0
2018;H;T65;148;8.1
2018;H;T70;72;2.0
2018;F;T;14374;51.5
2018;F;T15;223;11.3
2018;F;T1524;1281;33.9
2018;F;T1564;14209;68.1
2018;F;T20;1058;58.9
2018;F;T25;1563;81.2
2018;F;T2549;8745;83.4
2018;F;T30;1659;80.9
2018;F;T35;1783;83.3
2018;F;T40;1777;85.2
2018;F;T45;1964;86.0
2018;F;T50;1852;81.5
2018;F;T5064;4183;63.4
2018;F;T55;1623;73.5
2018;F;T5564;2331;53.9
2018;F;T60;708;33.5
2018;F;T65;111;5.4
2018;F;T70;53;1.1
2018;E;T;29745;55.7
2018;E;T15;577;14.3
2018;E;T1524;2860;37.5
2018;E;T1564;29360;71.9
2018;E;T20;2283;63.5
2018;E;T25;3213;85.7
2018;E;T2549;18024;88.0
2018;E;T30;3458;86.8
2018;E;T35;3676;88.4
2018;E;T40;3666;89.3
2018;E;T45;4011;89.2
2018;E;T50;3821;86.0
2018;E;T5064;8476;66.5
2018;E;T55;3296;77.2
2018;E;T5564;4655;56.1
2018;E;T60;1359;33.7
2018;E;T65;260;6.7
2018;E;T70;125;1.4
2019;H;T;15292;59.7
2019;H;T15;332;16.2
2019;H;T1524;1539;39.8
2019;H;T1564;15035;75.3
2019;H;T20;1207;66.5
2019;H;T25;1623;90.0
2019;H;T2549;9178;92.4
2019;H;T30;1789;92.9
2019;H;T35;1886;93.4
2019;H;T40;1851;93.5
2019;H;T45;2029;91.8
2019;H;T50;1937;89.7
2019;H;T5064;4318;70.0
2019;H;T55;1678;80.5
2019;H;T5564;2381;59.4
2019;H;T60;704;36.5
2019;H;T65;169;9.3
2019;H;T70;88;2.3
2019;F;T;14390;51.3
2019;F;T15;236;11.9
2019;F;T1524;1294;34.0
2019;F;T1564;14211;68.2
2019;F;T20;1059;58.0
2019;F;T25;1530;81.2
2019;F;T2549;8688;83.3
2019;F;T30;1673;81.4
2019;F;T35;1777;82.7
2019;F;T40;1759;85.8
2019;F;T45;1949;85.3
2019;F;T50;1853;82.2
2019;F;T5064;4228;64.0
2019;F;T55;1645;73.9
2019;F;T5564;2376;54.6
2019;F;T60;731;34.3
2019;F;T65;133;6.5
2019;F;T70;46;0.9
2019;E;T;29682;55.3
2019;E;T15;567;14.1
2019;E;T1524;2833;36.9
2019;E;T1564;29246;71.7
2019;E;T20;2266;62.2
2019;E;T25;3153;85.5
2019;E;T2549;17866;87.8
2019;E;T30;3462;87.0
2019;E;T35;3663;87.9
2019;E;T40;3609;89.6
2019;E;T45;3977;88.5
2019;E;T50;3790;85.9
2019;E;T5064;8547;66.9
2019;E;T55;3323;77.1
2019;E;T5564;4757;56.9
2019;E;T60;1434;35.4
2019;E;T65;302;7.8
2019;E;T70;134;1.5
