TXEMPBIT;ANNEE5;SEXE;DDIPL;AGEREG
69.0;1988;E;7;T25
69.4;1989;E;7;T25
69.6;1990;E;7;T25
69.8;1991;E;7;T25
69.6;1992;E;7;T25
68.7;1993;E;7;T25
68.1;1994;E;7;T25
68.8;1995;E;7;T25
68.6;1996;E;7;T25
68.0;1997;E;7;T25
67.9;1998;E;7;T25
67.4;1999;E;7;T25
67.8;2000;E;7;T25
68.3;2001;E;7;T25
68.0;2002;E;7;T25
66.7;2003;E;7;T25
66.5;2004;E;7;T25
65.8;2005;E;7;T25
65.6;2006;E;7;T25
65.5;2007;E;7;T25
66.2;2008;E;7;T25
64.1;2009;E;7;T25
62.9;2010;E;7;T25
62.2;2011;E;7;T25
60.6;2012;E;7;T25
58.4;2013;E;7;T25
58.3;2014;E;7;T25
56.6;2015;E;7;T25
53.9;2016;E;7;T25
55.3;2017;E;7;T25
56.6;2018;E;7;T25
56.7;2019;E;7;T25
55.6;2020;E;7;T25
78.5;1982;E;T;T25
78.8;1983;E;T;T25
78.6;1984;E;T;T25
78.4;1985;E;T;T25
78.7;1986;E;T;T25
78.4;1987;E;T;T25
78.7;1988;E;T;T25
79.2;1989;E;T;T25
79.6;1990;E;T;T25
79.8;1991;E;T;T25
79.4;1992;E;T;T25
78.9;1993;E;T;T25
78.6;1994;E;T;T25
79.2;1995;E;T;T25
79.1;1996;E;T;T25
78.4;1997;E;T;T25
78.9;1998;E;T;T25
79.2;1999;E;T;T25
80.2;2000;E;T;T25
81.0;2001;E;T;T25
81.0;2002;E;T;T25
80.4;2003;E;T;T25
80.4;2004;E;T;T25
80.5;2005;E;T;T25
81.0;2006;E;T;T25
81.8;2007;E;T;T25
82.9;2008;E;T;T25
81.6;2009;E;T;T25
81.4;2010;E;T;T25
80.9;2011;E;T;T25
80.3;2012;E;T;T25
79.9;2013;E;T;T25
79.7;2014;E;T;T25
79.4;2015;E;T;T25
79.7;2016;E;T;T25
80.1;2017;E;T;T25
80.5;2018;E;T;T25
81.0;2019;E;T;T25
80.6;2020;E;T;T25
53.6;1982;E;1;T50
53.8;1983;E;1;T50
51.6;1984;E;1;T50
50.1;1985;E;1;T50
48.3;1986;E;1;T50
47.0;1987;E;1;T50
48.7;1988;E;1;T50
48.9;1989;E;1;T50
49.7;1990;E;1;T50
50.1;1991;E;1;T50
50.3;1992;E;1;T50
49.7;1993;E;1;T50
48.9;1994;E;1;T50
49.3;1995;E;1;T50
52.7;1996;E;1;T50
52.9;1997;E;1;T50
52.0;1998;E;1;T50
52.3;1999;E;1;T50
52.9;2000;E;1;T50
53.8;2001;E;1;T50
54.9;2002;E;1;T50
54.8;2003;E;1;T50
54.1;2004;E;1;T50
53.8;2005;E;1;T50
51.3;2006;E;1;T50
51.6;2007;E;1;T50
52.5;2008;E;1;T50
51.2;2009;E;1;T50
49.9;2010;E;1;T50
49.0;2011;E;1;T50
51.6;2012;E;1;T50
49.3;2013;E;1;T50
48.3;2014;E;1;T50
49.9;2015;E;1;T50
49.1;2016;E;1;T50
48.9;2017;E;1;T50
49.8;2018;E;1;T50
50.5;2019;E;1;T50
51.0;2020;E;1;T50
41.1;1982;E;3;T50
39.0;1983;E;3;T50
37.8;1984;E;3;T50
38.4;1985;E;3;T50
38.7;1986;E;3;T50
34.8;1987;E;3;T50
36.5;1988;E;3;T50
40.8;1989;E;3;T50
41.7;1990;E;3;T50
40.8;1991;E;3;T50
40.6;1992;E;3;T50
41.8;1993;E;3;T50
40.2;1994;E;3;T50
42.4;1995;E;3;T50
44.3;1996;E;3;T50
45.1;1997;E;3;T50
45.8;1998;E;3;T50
46.6;1999;E;3;T50
47.5;2000;E;3;T50
48.0;2001;E;3;T50
49.9;2002;E;3;T50
50.6;2003;E;3;T50
51.2;2004;E;3;T50
50.1;2005;E;3;T50
49.7;2006;E;3;T50
49.8;2007;E;3;T50
49.8;2008;E;3;T50
47.9;2009;E;3;T50
48.6;2010;E;3;T50
50.1;2011;E;3;T50
51.2;2012;E;3;T50
49.9;2013;E;3;T50
48.0;2014;E;3;T50
48.5;2015;E;3;T50
47.3;2016;E;3;T50
46.6;2017;E;3;T50
47.2;2018;E;3;T50
47.5;2019;E;3;T50
46.5;2020;E;3;T50
42.9;1982;E;4;T50
39.8;1983;E;4;T50
37.7;1984;E;4;T50
36.6;1985;E;4;T50
36.7;1986;E;4;T50
35.6;1987;E;4;T50
33.6;1988;E;4;T50
33.7;1989;E;4;T50
32.6;1990;E;4;T50
31.8;1991;E;4;T50
31.2;1992;E;4;T50
30.4;1993;E;4;T50
30.8;1994;E;4;T50
31.2;1995;E;4;T50
32.0;1996;E;4;T50
33.5;1997;E;4;T50
33.5;1998;E;4;T50
35.0;1999;E;4;T50
35.6;2000;E;4;T50
36.4;2001;E;4;T50
35.3;2002;E;4;T50
36.6;2003;E;4;T50
36.4;2004;E;4;T50
37.1;2005;E;4;T50
37.6;2006;E;4;T50
38.5;2007;E;4;T50
39.0;2008;E;4;T50
38.2;2009;E;4;T50
38.3;2010;E;4;T50
39.6;2011;E;4;T50
39.7;2012;E;4;T50
39.6;2013;E;4;T50
40.0;2014;E;4;T50
39.7;2015;E;4;T50
39.1;2016;E;4;T50
38.6;2017;E;4;T50
39.1;2018;E;4;T50
39.9;2019;E;4;T50
38.5;2020;E;4;T50
49.0;1982;E;5;T50
45.5;1983;E;5;T50
45.7;1984;E;5;T50
45.6;1985;E;5;T50
44.4;1986;E;5;T50
44.3;1987;E;5;T50
44.1;1988;E;5;T50
42.8;1989;E;5;T50
41.9;1990;E;5;T50
40.0;1991;E;5;T50
38.8;1992;E;5;T50
38.5;1993;E;5;T50
38.1;1994;E;5;T50
38.0;1995;E;5;T50
37.3;1996;E;5;T50
37.9;1997;E;5;T50
38.4;1998;E;5;T50
39.2;1999;E;5;T50
38.9;2000;E;5;T50
39.7;2001;E;5;T50
40.4;2002;E;5;T50
41.2;2003;E;5;T50
41.1;2004;E;5;T50
41.4;2005;E;5;T50
41.0;2006;E;5;T50
40.6;2007;E;5;T50
39.6;2008;E;5;T50
39.6;2009;E;5;T50
39.5;2010;E;5;T50
39.2;2011;E;5;T50
39.4;2012;E;5;T50
39.2;2013;E;5;T50
39.3;2014;E;5;T50
39.1;2015;E;5;T50
39.6;2016;E;5;T50
39.3;2017;E;5;T50
38.3;2018;E;5;T50
37.2;2019;E;5;T50
36.7;2020;E;5;T50
32.3;1982;E;6;T50
29.8;1983;E;6;T50
29.1;1984;E;6;T50
29.1;1985;E;6;T50
28.5;1986;E;6;T50
27.4;1987;E;6;T50
26.4;1988;E;6;T50
26.5;1989;E;6;T50
25.8;1990;E;6;T50
24.8;1991;E;6;T50
24.5;1992;E;6;T50
25.6;1993;E;6;T50
25.7;1994;E;6;T50
27.2;1995;E;6;T50
27.0;1996;E;6;T50
27.8;1997;E;6;T50
27.4;1998;E;6;T50
29.4;1999;E;6;T50
31.0;2000;E;6;T50
30.5;2001;E;6;T50
31.3;2002;E;6;T50
32.1;2003;E;6;T50
31.0;2004;E;6;T50
33.1;2005;E;6;T50
32.4;2006;E;6;T50
33.8;2007;E;6;T50
33.0;2008;E;6;T50
32.6;2009;E;6;T50
33.3;2010;E;6;T50
33.9;2011;E;6;T50
34.4;2012;E;6;T50
33.5;2013;E;6;T50
32.3;2014;E;6;T50
32.4;2015;E;6;T50
31.2;2016;E;6;T50
30.5;2017;E;6;T50
29.6;2018;E;6;T50
27.9;2019;E;6;T50
27.8;2020;E;6;T50
27.1;1982;E;7;T50
25.5;1983;E;7;T50
24.8;1984;E;7;T50
23.9;1985;E;7;T50
23.2;1986;E;7;T50
22.3;1987;E;7;T50
21.8;1988;E;7;T50
21.3;1989;E;7;T50
20.5;1990;E;7;T50
19.4;1991;E;7;T50
18.4;1992;E;7;T50
17.6;1993;E;7;T50
16.8;1994;E;7;T50
16.3;1995;E;7;T50
16.2;1996;E;7;T50
15.9;1997;E;7;T50
15.9;1998;E;7;T50
16.2;1999;E;7;T50
16.5;2000;E;7;T50
16.7;2001;E;7;T50
17.2;2002;E;7;T50
17.6;2003;E;7;T50
17.9;2004;E;7;T50
17.4;2005;E;7;T50
17.5;2006;E;7;T50
17.0;2007;E;7;T50
16.7;2008;E;7;T50
17.3;2009;E;7;T50
17.3;2010;E;7;T50
17.3;2011;E;7;T50
17.8;2012;E;7;T50
17.2;2013;E;7;T50
16.5;2014;E;7;T50
16.0;2015;E;7;T50
16.0;2016;E;7;T50
16.6;2017;E;7;T50
16.3;2018;E;7;T50
15.9;2019;E;7;T50
15.6;2020;E;7;T50
30.6;1982;E;T;T50
29.0;1983;E;T;T50
28.3;1984;E;T;T50
27.5;1985;E;T;T50
27.1;1986;E;T;T50
26.3;1987;E;T;T50
26.0;1988;E;T;T50
25.7;1989;E;T;T50
25.2;1990;E;T;T50
24.3;1991;E;T;T50
23.6;1992;E;T;T50
23.4;1993;E;T;T50
23.1;1994;E;T;T50
23.1;1995;E;T;T50
23.6;1996;E;T;T50
23.9;1997;E;T;T50
24.3;1998;E;T;T50
25.3;1999;E;T;T50
26.1;2000;E;T;T50
26.8;2001;E;T;T50
27.6;2002;E;T;T50
28.5;2003;E;T;T50
28.8;2004;E;T;T50
29.1;2005;E;T;T50
29.1;2006;E;T;T50
29.4;2007;E;T;T50
29.6;2008;E;T;T50
29.8;2009;E;T;T50
30.2;2010;E;T;T50
30.7;2011;E;T;T50
31.7;2012;E;T;T50
31.7;2013;E;T;T50
31.9;2014;E;T;T50
32.1;2015;E;T;T50
32.3;2016;E;T;T50
32.5;2017;E;T;T50
32.7;2018;E;T;T50
32.8;2019;E;T;T50
32.9;2020;E;T;T50
76.0;1982;E;1;T
76.6;1983;E;1;T
77.3;1984;E;1;T
75.7;1985;E;1;T
75.8;1986;E;1;T
75.7;1987;E;1;T
76.1;1988;E;1;T
76.2;1989;E;1;T
76.0;1990;E;1;T
75.8;1991;E;1;T
74.8;1992;E;1;T
73.0;1993;E;1;T
72.1;1994;E;1;T
71.4;1995;E;1;T
71.7;1996;E;1;T
71.0;1997;E;1;T
71.4;1998;E;1;T
71.8;1999;E;1;T
72.9;2000;E;1;T
73.4;2001;E;1;T
73.2;2002;E;1;T
72.9;2003;E;1;T
72.4;2004;E;1;T
72.8;2005;E;1;T
72.5;2006;E;1;T
73.2;2007;E;1;T
74.8;2008;E;1;T
73.6;2009;E;1;T
73.8;2010;E;1;T
73.4;2011;E;1;T
74.0;2012;E;1;T
72.6;2013;E;1;T
72.0;2014;E;1;T
72.6;2015;E;1;T
73.2;2016;E;1;T
73.4;2017;E;1;T
73.3;2018;E;1;T
73.9;2019;E;1;T
73.2;2020;E;1;T
73.2;1982;E;3;T
73.3;1983;E;3;T
75.6;1984;E;3;T
76.5;1985;E;3;T
74.3;1986;E;3;T
74.2;1987;E;3;T
73.9;1988;E;3;T
75.8;1989;E;3;T
75.8;1990;E;3;T
75.5;1991;E;3;T
75.2;1992;E;3;T
73.0;1993;E;3;T
71.6;1994;E;3;T
72.6;1995;E;3;T
72.5;1996;E;3;T
72.1;1997;E;3;T
72.1;1998;E;3;T
72.7;1999;E;3;T
73.9;2000;E;3;T
74.5;2001;E;3;T
75.6;2002;E;3;T
75.6;2003;E;3;T
75.2;2004;E;3;T
75.3;2005;E;3;T
75.7;2006;E;3;T
76.5;2007;E;3;T
76.9;2008;E;3;T
76.0;2009;E;3;T
75.7;2010;E;3;T
75.8;2011;E;3;T
75.5;2012;E;3;T
74.6;2013;E;3;T
73.2;2014;E;3;T
72.7;2015;E;3;T
72.2;2016;E;3;T
71.5;2017;E;3;T
71.1;2018;E;3;T
71.0;2019;E;3;T
69.5;2020;E;3;T
63.3;1982;E;4;T
61.5;1983;E;4;T
61.9;1984;E;4;T
62.2;1985;E;4;T
63.1;1986;E;4;T
62.6;1987;E;4;T
60.7;1988;E;4;T
59.0;1989;E;4;T
57.6;1990;E;4;T
56.5;1991;E;4;T
55.8;1992;E;4;T
55.1;1993;E;4;T
53.9;1994;E;4;T
54.7;1995;E;4;T
55.0;1996;E;4;T
54.7;1997;E;4;T
55.5;1998;E;4;T
56.2;1999;E;4;T
58.0;2000;E;4;T
58.1;2001;E;4;T
57.8;2002;E;4;T
57.7;2003;E;4;T
56.9;2004;E;4;T
56.8;2005;E;4;T
56.9;2006;E;4;T
57.8;2007;E;4;T
58.5;2008;E;4;T
57.3;2009;E;4;T
56.8;2010;E;4;T
56.7;2011;E;4;T
55.7;2012;E;4;T
55.7;2013;E;4;T
55.1;2014;E;4;T
56.0;2015;E;4;T
55.2;2016;E;4;T
55.1;2017;E;4;T
55.7;2018;E;4;T
55.3;2019;E;4;T
53.4;2020;E;4;T
77.6;1982;E;5;T
76.7;1983;E;5;T
75.6;1984;E;5;T
74.8;1985;E;5;T
74.7;1986;E;5;T
74.3;1987;E;5;T
74.1;1988;E;5;T
74.5;1989;E;5;T
74.1;1990;E;5;T
73.0;1991;E;5;T
71.7;1992;E;5;T
70.3;1993;E;5;T
69.3;1994;E;5;T
69.7;1995;E;5;T
68.5;1996;E;5;T
68.0;1997;E;5;T
67.7;1998;E;5;T
67.6;1999;E;5;T
67.8;2000;E;5;T
67.9;2001;E;5;T
67.4;2002;E;5;T
66.6;2003;E;5;T
66.2;2004;E;5;T
65.6;2005;E;5;T
64.6;2006;E;5;T
64.6;2007;E;5;T
64.0;2008;E;5;T
62.2;2009;E;5;T
61.4;2010;E;5;T
60.1;2011;E;5;T
59.1;2012;E;5;T
57.7;2013;E;5;T
56.6;2014;E;5;T
55.4;2015;E;5;T
55.3;2016;E;5;T
54.8;2017;E;5;T
53.8;2018;E;5;T
52.5;2019;E;5;T
50.9;2020;E;5;T
43.6;1982;E;6;T
43.4;1983;E;6;T
41.4;1984;E;6;T
42.9;1985;E;6;T
41.8;1986;E;6;T
41.8;1987;E;6;T
42.3;1988;E;6;T
41.7;1989;E;6;T
41.7;1990;E;6;T
40.5;1991;E;6;T
40.1;1992;E;6;T
40.1;1993;E;6;T
39.8;1994;E;6;T
39.4;1995;E;6;T
39.9;1996;E;6;T
38.2;1997;E;6;T
38.1;1998;E;6;T
37.8;1999;E;6;T
38.5;2000;E;6;T
38.6;2001;E;6;T
38.6;2002;E;6;T
38.3;2003;E;6;T
37.4;2004;E;6;T
37.1;2005;E;6;T
37.3;2006;E;6;T
38.2;2007;E;6;T
37.9;2008;E;6;T
36.5;2009;E;6;T
35.3;2010;E;6;T
34.9;2011;E;6;T
33.9;2012;E;6;T
30.8;2013;E;6;T
28.4;2014;E;6;T
27.4;2015;E;6;T
26.6;2016;E;6;T
26.6;2017;E;6;T
25.3;2018;E;6;T
24.0;2019;E;6;T
24.6;2020;E;6;T
44.3;1982;E;7;T
43.1;1983;E;7;T
41.5;1984;E;7;T
40.4;1985;E;7;T
39.9;1986;E;7;T
38.6;1987;E;7;T
37.7;1988;E;7;T
37.8;1989;E;7;T
37.1;1990;E;7;T
36.6;1991;E;7;T
36.0;1992;E;7;T
34.8;1993;E;7;T
34.0;1994;E;7;T
33.8;1995;E;7;T
33.5;1996;E;7;T
32.6;1997;E;7;T
32.2;1998;E;7;T
31.8;1999;E;7;T
32.0;2000;E;7;T
31.7;2001;E;7;T
31.5;2002;E;7;T
31.2;2003;E;7;T
31.0;2004;E;7;T
30.4;2005;E;7;T
29.7;2006;E;7;T
29.2;2007;E;7;T
28.7;2008;E;7;T
28.1;2009;E;7;T
28.1;2010;E;7;T
27.8;2011;E;7;T
27.5;2012;E;7;T
26.4;2013;E;7;T
25.3;2014;E;7;T
24.2;2015;E;7;T
23.7;2016;E;7;T
24.5;2017;E;7;T
24.4;2018;E;7;T
24.0;2019;E;7;T
23.6;2020;E;7;T
54.1;1982;E;T;T
53.4;1983;E;T;T
52.5;1984;E;T;T
52.1;1985;E;T;T
52.2;1986;E;T;T
51.7;1987;E;T;T
51.4;1988;E;T;T
51.7;1989;E;T;T
51.5;1990;E;T;T
51.1;1991;E;T;T
50.8;1992;E;T;T
50.2;1993;E;T;T
49.7;1994;E;T;T
50.0;1995;E;T;T
50.0;1996;E;T;T
49.6;1997;E;T;T
49.8;1998;E;T;T
50.1;1999;E;T;T
51.1;2000;E;T;T
51.5;2001;E;T;T
51.5;2002;E;T;T
51.4;2003;E;T;T
51.2;2004;E;T;T
51.1;2005;E;T;T
51.1;2006;E;T;T
51.6;2007;E;T;T
52.1;2008;E;T;T
51.3;2009;E;T;T
51.2;2010;E;T;T
51.0;2011;E;T;T
50.9;2012;E;T;T
50.6;2013;E;T;T
50.3;2014;E;T;T
50.2;2015;E;T;T
50.2;2016;E;T;T
50.4;2017;E;T;T
50.6;2018;E;T;T
50.6;2019;E;T;T
50.2;2020;E;T;T
