TypeRecrutement;GrandeDisciplineCNU;GroupeCNU;SousGroupeCNU;SectionCNU;SectionCNU.ID;Annee;QualificationDossiers.MCF;QualificationQualifies.MCF;PostesPublies.MCF;Candidatures.MCF;Candidats.MCF;PostesPourvus.MCF;Candidatures.MCF.F;Candidatures.MCF.H;Candidats.MCF.F;Candidats.MCF.H;Recrutes.MCF.F;Recrutes.MCF.H
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;70 Sciences de l éducation;70;2006;274;93;;;;;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;70 Sciences de l éducation;70;2005;285;101;;;;;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;71 Sciences de l information et de la communication;71;2019;191;75;26;923;249;26;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;71 Sciences de l information et de la communication;71;2018;178;71;36;1075;310;34;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;71 Sciences de l information et de la communication;71;2017;208;67;43;1356;353;40;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;71 Sciences de l information et de la communication;71;2016;217;73;29;908;265;25;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;71 Sciences de l information et de la communication;71;2015;228;84;30;1099;380;30;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;71 Sciences de l information et de la communication;71;2014;236;69;32;1147;288;29;652;495;161;127;11;18
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;71 Sciences de l information et de la communication;71;2013;258;85;40;1310;311;;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;71 Sciences de l information et de la communication;71;2012;224;70;36;;300;;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;71 Sciences de l information et de la communication;71;2011;220;71;45;;305;;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;71 Sciences de l information et de la communication;71;2010;203;60;42;;269;;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;71 Sciences de l information et de la communication;71;2009;257;71;46;;269;;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;71 Sciences de l information et de la communication;71;2008;263;100;;;;;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;71 Sciences de l information et de la communication;71;2007;237;74;;;;;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;71 Sciences de l information et de la communication;71;2006;230;60;;;;;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;71 Sciences de l information et de la communication;71;2005;264;73;;;;;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;72 Épistémologie, histoire des sciences et des techniques;72;2019;130;105;1;28;28;1;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;72 Épistémologie, histoire des sciences et des techniques;72;2018;104;86;1;42;42;1;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;72 Épistémologie, histoire des sciences et des techniques;72;2017;97;86;2;90;75;2;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;72 Épistémologie, histoire des sciences et des techniques;72;2016;82;71;2;96;89;2;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;72 Épistémologie, histoire des sciences et des techniques;72;2015;88;82;1;37;37;1;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;72 Épistémologie, histoire des sciences et des techniques;72;2014;88;75;1;54;54;1;17;37;17;37;;1
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;72 Épistémologie, histoire des sciences et des techniques;72;2013;78;66;3;84;70;;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;72 Épistémologie, histoire des sciences et des techniques;72;2012;89;81;3;;57;;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;72 Épistémologie, histoire des sciences et des techniques;72;2011;102;67;4;;93;;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;72 Épistémologie, histoire des sciences et des techniques;72;2010;89;48;4;;55;;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;72 Épistémologie, histoire des sciences et des techniques;72;2009;113;72;4;;57;;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;72 Épistémologie, histoire des sciences et des techniques;72;2008;106;80;;;;;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;72 Épistémologie, histoire des sciences et des techniques;72;2007;81;60;;;;;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;72 Épistémologie, histoire des sciences et des techniques;72;2006;77;42;;;;;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;72 Épistémologie, histoire des sciences et des techniques;72;2005;83;50;;;;;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;73 Cultures et langues régionales;73;2019;19;16;3;14;12;3;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;73 Cultures et langues régionales;73;2018;27;19;1;7;7;1;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;73 Cultures et langues régionales;73;2017;22;20;4;15;15;4;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;73 Cultures et langues régionales;73;2016;19;16;1;4;4;1;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;73 Cultures et langues régionales;73;2015;22;14;2;9;9;2;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;73 Cultures et langues régionales;73;2014;24;17;1;8;8;1;;8;;8;;1
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;73 Cultures et langues régionales;73;2013;25;19;0;0;0;;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;73 Cultures et langues régionales;73;2012;30;22;3;9;;;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;73 Cultures et langues régionales;73;2011;22;9;2;6;;;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;73 Cultures et langues régionales;73;2010;30;13;4;18;;;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;73 Cultures et langues régionales;73;2009;47;25;2;14;;;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;73 Cultures et langues régionales;73;2008;27;14;;;;;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;73 Cultures et langues régionales;73;2007;24;12;;;;;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;73 Cultures et langues régionales;73;2006;21;8;;;;;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;73 Cultures et langues régionales;73;2005;24;15;;;;;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;STAPS;74 Sciences et techniques des activités physiques et sportives;74;2019;163;98;48;680;238;42;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;STAPS;74 Sciences et techniques des activités physiques et sportives;74;2018;152;86;50;840;244;47;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;STAPS;74 Sciences et techniques des activités physiques et sportives;74;2017;122;66;29;422;217;27;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;STAPS;74 Sciences et techniques des activités physiques et sportives;74;2016;137;78;29;441;221;27;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;STAPS;74 Sciences et techniques des activités physiques et sportives;74;2015;143;86;36;627;269;34;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;STAPS;74 Sciences et techniques des activités physiques et sportives;74;2014;139;81;34;709;269;30;210;499;92;177;11;19
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;STAPS;74 Sciences et techniques des activités physiques et sportives;74;2013;146;89;39;730;229;;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;STAPS;74 Sciences et techniques des activités physiques et sportives;74;2012;160;77;43;;239;;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;STAPS;74 Sciences et techniques des activités physiques et sportives;74;2011;153;91;43;;245;;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;STAPS;74 Sciences et techniques des activités physiques et sportives;74;2010;168;86;36;;233;;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;STAPS;74 Sciences et techniques des activités physiques et sportives;74;2009;207;98;41;;235;;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;STAPS;74 Sciences et techniques des activités physiques et sportives;74;2008;220;111;;;;;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;STAPS;74 Sciences et techniques des activités physiques et sportives;74;2007;211;106;;;;;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;STAPS;74 Sciences et techniques des activités physiques et sportives;74;2006;211;84;;;;;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;STAPS;74 Sciences et techniques des activités physiques et sportives;74;2005;251;116;;;;;;;;;;
CNU;Lettres et sciences humaines;Théologie;Théologie;76 Théologie catholique;76;2019;14;9;;0;;;;;;;;
CNU;Lettres et sciences humaines;Théologie;Théologie;76 Théologie catholique;76;2018;10;7;3;53;46;3;;;;;;
CNU;Lettres et sciences humaines;Théologie;Théologie;76 Théologie catholique;76;2017;25;15;2;8;8;1;;;;;;
CNU;Lettres et sciences humaines;Théologie;Théologie;76 Théologie catholique;76;2016;11;4;2;15;15;2;;;;;;
CNU;Lettres et sciences humaines;Théologie;Théologie;76 Théologie catholique;76;2015;13;8;1;3;3;1;;;;;;
CNU;Lettres et sciences humaines;Théologie;Théologie;76 Théologie catholique;76;2014;13;5;2;15;13;2;1;14;1;12;;2
CNU;Lettres et sciences humaines;Théologie;Théologie;76 Théologie catholique;76;2013;18;9;1;9;9;;;;;;;
CNU;Lettres et sciences humaines;Théologie;Théologie;76 Théologie catholique;76;2012;11;6;1;;10;;;;;;;
CNU;Lettres et sciences humaines;Théologie;Théologie;76 Théologie catholique;76;2011;16;10;;;;;;;;;;
CNU;Lettres et sciences humaines;Théologie;Théologie;76 Théologie catholique;76;2010;11;4;;;;;;;;;;
CNU;Lettres et sciences humaines;Théologie;Théologie;76 Théologie catholique;76;2009;11;5;1;;3;;;;;;;
CNU;Lettres et sciences humaines;Théologie;Théologie;76 Théologie catholique;76;2008;;;;;;;;;;;;
CNU;Lettres et sciences humaines;Théologie;Théologie;76 Théologie catholique;76;2007;;;;;;;;;;;;
CNU;Lettres et sciences humaines;Théologie;Théologie;76 Théologie catholique;76;2006;11;7;;;;;;;;;;
CNU;Lettres et sciences humaines;Théologie;Théologie;76 Théologie catholique;76;2005;;;;;;;;;;;;
CNU;Lettres et sciences humaines;Théologie;Théologie;77 Théologie protestante;77;2019;7;0;;0;;;;;;;;
CNU;Lettres et sciences humaines;Théologie;Théologie;77 Théologie protestante;77;2018;7;5;;;;;;;;;;
CNU;Lettres et sciences humaines;Théologie;Théologie;77 Théologie protestante;77;2017;9;4;1;7;7;1;;;;;;
CNU;Lettres et sciences humaines;Théologie;Théologie;77 Théologie protestante;77;2016;5;3;16;218;105;16;;;;;;
CNU;Lettres et sciences humaines;Théologie;Théologie;77 Théologie protestante;77;2015;7;2;;;;;;;;;;
CNU;Lettres et sciences humaines;Théologie;Théologie;77 Théologie protestante;77;2014;4;4;;0;0;0;;;;;;
CNU;Lettres et sciences humaines;Théologie;Théologie;77 Théologie protestante;77;2013;4;1;;;;;;;;;;
CNU;Lettres et sciences humaines;Théologie;Théologie;77 Théologie protestante;77;2012;5;4;;;;;;;;;;
CNU;Lettres et sciences humaines;Théologie;Théologie;77 Théologie protestante;77;2011;7;3;1;;6;;;;;;;
CNU;Lettres et sciences humaines;Théologie;Théologie;77 Théologie protestante;77;2010;11;7;1;;1;;;;;;;
CNU;Lettres et sciences humaines;Théologie;Théologie;77 Théologie protestante;77;2009;7;5;1;;5;;;;;;;
CNU;Lettres et sciences humaines;Théologie;Théologie;77 Théologie protestante;77;2008;5;3;;;;;;;;;;
CNU;Lettres et sciences humaines;Théologie;Théologie;77 Théologie protestante;77;2007;16;6;;;;;;;;;;
CNU;Lettres et sciences humaines;Théologie;Théologie;77 Théologie protestante;77;2006;4;2;;;;;;;;;;
CNU;Lettres et sciences humaines;Théologie;Théologie;77 Théologie protestante;77;2005;5;2;;;;;;;;;;
CNU;Pharmacie;Pharmacie;Pharmacie;85 Sciences physico-chimiques et ingénierie appliquée à la santé;85;2019;63;51;13;183;131;13;;;;;;
CNU;Pharmacie;Pharmacie;Pharmacie;85 Sciences physico-chimiques et ingénierie appliquée à la santé;85;2018;72;46;7;105;71;6;;;;;;
CNU;Pharmacie;Pharmacie;Pharmacie;85 Sciences physico-chimiques et ingénierie appliquée à la santé;85;2017;80;64;9;136;75;9;;;;;;
CNU;Pharmacie;Pharmacie;Pharmacie;85 Sciences physico-chimiques et ingénierie appliquée à la santé;85;2016;97;75;15;330;149;14;;;;;;
CNU;Pharmacie;Pharmacie;Pharmacie;85 Sciences physico-chimiques et ingénierie appliquée à la santé;85;2015;83;65;17;228;122;16;;;;;;
CNU;Pharmacie;Pharmacie;Pharmacie;85 Sciences physico-chimiques et ingénierie appliquée à la santé;85;2014;103;78;9;127;87;9;64;63;41;46;5;4
CNU;Pharmacie;Pharmacie;Pharmacie;85 Sciences physico-chimiques et ingénierie appliquée à la santé;85;2013;91;74;9;123;76;;;;;;;
CNU;Pharmacie;Pharmacie;Pharmacie;85 Sciences physico-chimiques et ingénierie appliquée à la santé;85;2012;110;74;14;;89;;;;;;;
CNU;Pharmacie;Pharmacie;Pharmacie;85 Sciences physico-chimiques et ingénierie appliquée à la santé;85;2011;105;76;13;;79;;;;;;;
CNU;Pharmacie;Pharmacie;Pharmacie;85 Sciences physico-chimiques et ingénierie appliquée à la santé;85;2010;89;66;20;;105;;;;;;;
CNU;Pharmacie;Pharmacie;Pharmacie;85 Sciences physico-chimiques et ingénierie appliquée à la santé;85;2009;155;112;22;;115;;;;;;;
CNU;Pharmacie;Pharmacie;Pharmacie;85 Sciences physico-chimiques et ingénierie appliquée à la santé;85;2008;178;105;;;;;;;;;;
CNU;Pharmacie;Pharmacie;Pharmacie;85 Sciences physico-chimiques et ingénierie appliquée à la santé;85;2007;165;107;;;;;;;;;;
CNU;Pharmacie;Pharmacie;Pharmacie;85 Sciences physico-chimiques et ingénierie appliquée à la santé;85;2006;187;108;;;;;;;;;;
CNU;Pharmacie;Pharmacie;Pharmacie;85 Sciences physico-chimiques et ingénierie appliquée à la santé;85;2005;183;110;;;;;;;;;;
CNU;Pharmacie;Pharmacie;Pharmacie;86 Sciences du médicament et des autres produits de santé;86;2019;60;48;9;167;78;8;;;;;;
CNU;Pharmacie;Pharmacie;Pharmacie;86 Sciences du médicament et des autres produits de santé;86;2018;107;90;15;175;117;14;;;;;;
CNU;Pharmacie;Pharmacie;Pharmacie;86 Sciences du médicament et des autres produits de santé;86;2017;105;81;15;239;138;14;;;;;;
CNU;Pharmacie;Pharmacie;Pharmacie;86 Sciences du médicament et des autres produits de santé;86;2016;107;89;11;231;137;11;;;;;;
CNU;Pharmacie;Pharmacie;Pharmacie;86 Sciences du médicament et des autres produits de santé;86;2015;122;89;11;183;129;11;;;;;;
CNU;Pharmacie;Pharmacie;Pharmacie;86 Sciences du médicament et des autres produits de santé;86;2014;119;104;23;520;225;20;212;308;110;115;11;9
CNU;Pharmacie;Pharmacie;Pharmacie;86 Sciences du médicament et des autres produits de santé;86;2013;102;84;11;225;142;;;;;;;
CNU;Pharmacie;Pharmacie;Pharmacie;86 Sciences du médicament et des autres produits de santé;86;2012;124;93;24;;221;;;;;;;
CNU;Pharmacie;Pharmacie;Pharmacie;86 Sciences du médicament et des autres produits de santé;86;2011;126;104;20;;164;;;;;;;
CNU;Pharmacie;Pharmacie;Pharmacie;86 Sciences du médicament et des autres produits de santé;86;2010;114;92;13;;117;;;;;;;
CNU;Pharmacie;Pharmacie;Pharmacie;86 Sciences du médicament et des autres produits de santé;86;2009;207;125;31;;200;;;;;;;
CNU;Pharmacie;Pharmacie;Pharmacie;86 Sciences du médicament et des autres produits de santé;86;2008;227;136;;;;;;;;;;
CNU;Pharmacie;Pharmacie;Pharmacie;86 Sciences du médicament et des autres produits de santé;86;2007;216;132;;;;;;;;;;
CNU;Pharmacie;Pharmacie;Pharmacie;86 Sciences du médicament et des autres produits de santé;86;2006;180;105;;;;;;;;;;
CNU;Pharmacie;Pharmacie;Pharmacie;86 Sciences du médicament et des autres produits de santé;86;2005;213;110;;;;;;;;;;
CNU;Pharmacie;Pharmacie;Pharmacie;87 Sciences biologiques, fondamentales et cliniques;87;2019;102;88;1;10;10;1;;;;;;
CNU;Pharmacie;Pharmacie;Pharmacie;87 Sciences biologiques, fondamentales et cliniques;87;2018;129;104;5;72;55;5;;;;;;
CNU;Pharmacie;Pharmacie;Pharmacie;87 Sciences biologiques, fondamentales et cliniques;87;2017;157;113;8;150;88;8;;;;;;
CNU;Pharmacie;Pharmacie;Pharmacie;87 Sciences biologiques, fondamentales et cliniques;87;2016;174;134;5;10;10;5;;;;;;
CNU;Pharmacie;Pharmacie;Pharmacie;87 Sciences biologiques, fondamentales et cliniques;87;2015;211;151;9;174;108;9;;;;;;
CNU;Pharmacie;Pharmacie;Pharmacie;87 Sciences biologiques, fondamentales et cliniques;87;2014;179;138;9;100;71;8;58;42;40;31;4;4
CNU;Pharmacie;Pharmacie;Pharmacie;87 Sciences biologiques, fondamentales et cliniques;87;2013;177;115;6;108;93;;;;;;;
CNU;Pharmacie;Pharmacie;Pharmacie;87 Sciences biologiques, fondamentales et cliniques;87;2012;211;156;12;;105;;;;;;;
CNU;Pharmacie;Pharmacie;Pharmacie;87 Sciences biologiques, fondamentales et cliniques;87;2011;204;160;18;;177;;;;;;;
CNU;Pharmacie;Pharmacie;Pharmacie;87 Sciences biologiques, fondamentales et cliniques;87;2010;150;116;29;;163;;;;;;;
CNU;Pharmacie;Pharmacie;Pharmacie;87 Sciences biologiques, fondamentales et cliniques;87;2009;306;198;17;;121;;;;;;;
CNU;Pharmacie;Pharmacie;Pharmacie;87 Sciences biologiques, fondamentales et cliniques;87;2008;286;136;;;;;;;;;;
CNU;Pharmacie;Pharmacie;Pharmacie;87 Sciences biologiques, fondamentales et cliniques;87;2007;294;164;;;;;;;;;;
CNU;Pharmacie;Pharmacie;Pharmacie;87 Sciences biologiques, fondamentales et cliniques;87;2006;332;179;;;;;;;;;;
CNU;Pharmacie;Pharmacie;Pharmacie;87 Sciences biologiques, fondamentales et cliniques;87;2005;343;169;;;;;;;;;;
