TypeRecrutement;GrandeDisciplineCNU;GroupeCNU;SousGroupeCNU;SectionCNU;SectionCNU.ID;Annee;QualificationDossiers.MCF;QualificationQualifies.MCF;PostesPublies.MCF;Candidatures.MCF;Candidats.MCF;PostesPourvus.MCF;Candidatures.MCF.F;Candidatures.MCF.H;Candidats.MCF.F;Candidats.MCF.H;Recrutes.MCF.F;Recrutes.MCF.H
CNU;Sciences et techniques;Sciences de la Terre;Sciences de la Terre;37 Météorologie, océanographie physique et physique de l environnement;37;2010;75;62;9;;56;;;;;;;
CNU;Sciences et techniques;Sciences de la Terre;Sciences de la Terre;37 Météorologie, océanographie physique et physique de l environnement;37;2009;113;93;10;;53;;;;;;;
CNU;Sciences et techniques;Sciences de la Terre;Sciences de la Terre;37 Météorologie, océanographie physique et physique de l environnement;37;2008;101;79;;;;;;;;;;
CNU;Sciences et techniques;Sciences de la Terre;Sciences de la Terre;37 Météorologie, océanographie physique et physique de l environnement;37;2007;119;88;;;;;;;;;;
CNU;Sciences et techniques;Sciences de la Terre;Sciences de la Terre;37 Météorologie, océanographie physique et physique de l environnement;37;2006;126;87;;;;;;;;;;
CNU;Sciences et techniques;Sciences de la Terre;Sciences de la Terre;37 Météorologie, océanographie physique et physique de l environnement;37;2005;123;76;;;;;;;;;;
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;60 Mécanique, génie mécanique, génie civil;60;2019;435;357;51;1417;372;49;;;;;;
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;60 Mécanique, génie mécanique, génie civil;60;2018;389;324;56;1313;416;53;;;;;;
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;60 Mécanique, génie mécanique, génie civil;60;2017;366;297;58;1476;441;51;;;;;;
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;60 Mécanique, génie mécanique, génie civil;60;2016;384;318;47;1671;439;44;;;;;;
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;60 Mécanique, génie mécanique, génie civil;60;2015;411;315;49;1412;454;47;;;;;;
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;60 Mécanique, génie mécanique, génie civil;60;2014;404;272;60;1418;420;53;236;1182;74;346;10;43
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;60 Mécanique, génie mécanique, génie civil;60;2013;454;321;73;1526;407;;;;;;;
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;60 Mécanique, génie mécanique, génie civil;60;2012;447;336;99;;410;;;;;;;
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;60 Mécanique, génie mécanique, génie civil;60;2011;501;362;83;;415;;;;;;;
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;60 Mécanique, génie mécanique, génie civil;60;2010;435;288;114;;378;;;;;;;
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;60 Mécanique, génie mécanique, génie civil;60;2009;448;311;118;;432;;;;;;;
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;60 Mécanique, génie mécanique, génie civil;60;2008;477;350;;;;;;;;;;
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;60 Mécanique, génie mécanique, génie civil;60;2007;510;350;;;;;;;;;;
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;60 Mécanique, génie mécanique, génie civil;60;2006;487;342;;;;;;;;;;
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;60 Mécanique, génie mécanique, génie civil;60;2005;529;324;;;;;;;;;;
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;61 Génie informatique, automatique et traitement du signal;61;2019;369;261;33;885;291;30;;;;;;
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;61 Génie informatique, automatique et traitement du signal;61;2018;352;242;27;636;239;23;;;;;;
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;61 Génie informatique, automatique et traitement du signal;61;2017;350;228;33;901;258;31;;;;;;
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;61 Génie informatique, automatique et traitement du signal;61;2016;357;230;30;993;366;30;;;;;;
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;61 Génie informatique, automatique et traitement du signal;61;2015;337;182;24;719;306;22;;;;;;
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;61 Génie informatique, automatique et traitement du signal;61;2014;394;227;29;787;330;28;136;651;71;259;1;27
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;61 Génie informatique, automatique et traitement du signal;61;2013;370;218;49;1042;341;;;;;;;
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;61 Génie informatique, automatique et traitement du signal;61;2012;396;268;51;;324;;;;;;;
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;61 Génie informatique, automatique et traitement du signal;61;2011;423;234;64;;392;;;;;;;
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;61 Génie informatique, automatique et traitement du signal;61;2010;370;220;56;;352;;;;;;;
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;61 Génie informatique, automatique et traitement du signal;61;2009;364;219;58;;349;;;;;;;
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;61 Génie informatique, automatique et traitement du signal;61;2008;417;259;;;;;;;;;;
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;61 Génie informatique, automatique et traitement du signal;61;2007;472;281;;;;;;;;;;
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;61 Génie informatique, automatique et traitement du signal;61;2006;492;262;;;;;;;;;;
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;61 Génie informatique, automatique et traitement du signal;61;2005;492;263;;;;;;;;;;
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;62 Énergétique, génie des procédés;62;2019;195;160;10;296;142;10;;;;;;
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;62 Énergétique, génie des procédés;62;2018;146;127;18;346;156;16;;;;;;
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;62 Énergétique, génie des procédés;62;2017;209;170;17;430;209;17;;;;;;
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;62 Énergétique, génie des procédés;62;2016;226;185;15;345;184;15;;;;;;
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;62 Énergétique, génie des procédés;62;2015;195;153;25;642;260;25;;;;;;
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;62 Énergétique, génie des procédés;62;2014;191;155;23;597;206;20;202;395;71;135;6;14
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;62 Énergétique, génie des procédés;62;2013;213;158;24;448;204;;;;;;;
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;62 Énergétique, génie des procédés;62;2012;314;189;40;;269;;;;;;;
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;62 Énergétique, génie des procédés;62;2011;236;184;44;;247;;;;;;;
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;62 Énergétique, génie des procédés;62;2010;293;175;41;;203;;;;;;;
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;62 Énergétique, génie des procédés;62;2009;302;185;45;;241;;;;;;;
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;62 Énergétique, génie des procédés;62;2008;306;198;;;;;;;;;;
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;62 Énergétique, génie des procédés;62;2007;307;190;;;;;;;;;;
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;62 Énergétique, génie des procédés;62;2006;341;213;;;;;;;;;;
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;62 Énergétique, génie des procédés;62;2005;344;202;;;;;;;;;;
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;63 Génie Électrique, Électronique, optronique et systèmes;63;2019;238;170;20;421;139;17;;;;;;
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;63 Génie Électrique, Électronique, optronique et systèmes;63;2018;207;176;22;556;194;20;;;;;;
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;63 Génie Électrique, Électronique, optronique et systèmes;63;2017;203;170;23;460;188;22;;;;;;
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;63 Génie Électrique, Électronique, optronique et systèmes;63;2016;231;171;18;500;187;17;;;;;;
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;63 Génie Électrique, Électronique, optronique et systèmes;63;2015;256;179;21;510;198;19;;;;;;
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;63 Génie Électrique, Électronique, optronique et systèmes;63;2014;261;156;20;468;207;18;73;395;39;168;2;16
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;63 Génie Électrique, Électronique, optronique et systèmes;63;2013;291;194;36;621;246;;;;;;;
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;63 Génie Électrique, Électronique, optronique et systèmes;63;2012;256;161;35;;196;;;;;;;
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;63 Génie Électrique, Électronique, optronique et systèmes;63;2011;341;165;56;;293;;;;;;;
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;63 Génie Électrique, Électronique, optronique et systèmes;63;2010;277;148;50;;265;;;;;;;
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;63 Génie Électrique, Électronique, optronique et systèmes;63;2009;368;156;52;;245;;;;;;;
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;63 Génie Électrique, Électronique, optronique et systèmes;63;2008;262;182;;;;;;;;;;
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;63 Génie Électrique, Électronique, optronique et systèmes;63;2007;380;225;;;;;;;;;;
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;63 Génie Électrique, Électronique, optronique et systèmes;63;2006;381;208;;;;;;;;;;
CNU;Sciences et techniques;Mécanique, génie mécanique, génie informatique, énergétique ;Mécanique, génie mécanique, génie informatique, énergétique ;63 Génie Électrique, Électronique, optronique et systèmes;63;2005;446;237;;;;;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;64 Biochimie et biologie moléculaire;64;2019;350;282;22;525;299;22;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;64 Biochimie et biologie moléculaire;64;2018;336;282;23;540;293;21;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;64 Biochimie et biologie moléculaire;64;2017;384;298;27;591;323;24;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;64 Biochimie et biologie moléculaire;64;2016;407;320;27;802;406;27;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;64 Biochimie et biologie moléculaire;64;2015;443;355;24;769;419;24;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;64 Biochimie et biologie moléculaire;64;2014;546;443;20;581;352;19;298;283;185;167;6;13
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;64 Biochimie et biologie moléculaire;64;2013;568;449;25;715;397;;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;64 Biochimie et biologie moléculaire;64;2012;547;418;36;;456;;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;64 Biochimie et biologie moléculaire;64;2011;770;443;54;;518;;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;64 Biochimie et biologie moléculaire;64;2010;747;372;46;;438;;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;64 Biochimie et biologie moléculaire;64;2009;942;514;48;;475;;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;64 Biochimie et biologie moléculaire;64;2008;831;453;;;;;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;64 Biochimie et biologie moléculaire;64;2007;809;411;;;;;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;64 Biochimie et biologie moléculaire;64;2006;867;413;;;;;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;64 Biochimie et biologie moléculaire;64;2005;1040;495;;;;;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;65 Biologie cellulaire;65;2019;393;318;13;324;193;11;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;65 Biologie cellulaire;65;2018;418;324;19;456;268;19;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;65 Biologie cellulaire;65;2017;462;334;11;215;152;11;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;65 Biologie cellulaire;65;2016;547;421;24;634;360;24;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;65 Biologie cellulaire;65;2015;618;443;17;669;389;17;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;65 Biologie cellulaire;65;2014;677;492;16;480;296;16;268;212;166;130;9;7
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;65 Biologie cellulaire;65;2013;689;485;21;449;297;;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;65 Biologie cellulaire;65;2012;708;465;35;;463;;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;65 Biologie cellulaire;65;2011;688;473;30;;383;;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;65 Biologie cellulaire;65;2010;675;490;45;;436;;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;65 Biologie cellulaire;65;2009;873;662;45;;417;;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;65 Biologie cellulaire;65;2008;755;509;;;;;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;65 Biologie cellulaire;65;2007;683;443;;;;;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;65 Biologie cellulaire;65;2006;794;522;;;;;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;65 Biologie cellulaire;65;2005;816;563;;;;;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;66 Physiologie;66;2019;181;161;5;59;47;5;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;66 Physiologie;66;2018;198;168;5;97;86;5;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;66 Physiologie;66;2017;223;188;11;320;210;11;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;66 Physiologie;66;2016;252;213;15;371;222;14;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;66 Physiologie;66;2015;255;208;11;173;120;11;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;66 Physiologie;66;2014;249;206;16;414;236;16;223;191;135;101;11;5
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;66 Physiologie;66;2013;294;247;7;135;107;;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;66 Physiologie;66;2012;252;193;20;;190;;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;66 Physiologie;66;2011;234;182;21;;251;;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;66 Physiologie;66;2010;264;202;33;;289;;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;66 Physiologie;66;2009;331;272;35;;303;;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;66 Physiologie;66;2008;300;259;;;;;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;66 Physiologie;66;2007;428;198;;;;;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;66 Physiologie;66;2006;472;223;;;;;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;66 Physiologie;66;2005;555;270;;;;;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;67 Biologie des populations et écologie;67;2019;300;214;8;150;125;8;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;67 Biologie des populations et écologie;67;2018;290;222;14;262;191;13;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;67 Biologie des populations et écologie;67;2017;277;204;12;186;142;12;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;67 Biologie des populations et écologie;67;2016;314;208;11;175;140;11;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;67 Biologie des populations et écologie;67;2015;321;219;12;264;174;12;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;67 Biologie des populations et écologie;67;2014;329;212;17;335;232;17;167;168;121;111;7;10
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;67 Biologie des populations et écologie;67;2013;369;249;13;273;176;;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;67 Biologie des populations et écologie;67;2012;302;208;26;;216;;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;67 Biologie des populations et écologie;67;2011;341;218;30;;245;;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;67 Biologie des populations et écologie;67;2010;274;138;41;;253;;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;67 Biologie des populations et écologie;67;2009;314;205;33;;259;;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;67 Biologie des populations et écologie;67;2008;329;238;;;;;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;67 Biologie des populations et écologie;67;2007;357;191;;;;;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;67 Biologie des populations et écologie;67;2006;413;206;;;;;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;67 Biologie des populations et écologie;67;2005;381;184;;;;;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;68 Biologie des organismes;68;2019;294;260;5;54;52;5;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;68 Biologie des organismes;68;2018;238;217;7;95;82;6;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;68 Biologie des organismes;68;2017;225;208;11;168;137;10;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;68 Biologie des organismes;68;2016;196;179;8;149;110;6;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;68 Biologie des organismes;68;2015;282;258;4;68;56;4;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;68 Biologie des organismes;68;2014;292;255;7;148;132;7;74;74;66;66;4;3
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;68 Biologie des organismes;68;2013;293;263;11;175;116;;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;68 Biologie des organismes;68;2012;301;269;16;;181;;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;68 Biologie des organismes;68;2011;283;246;15;;134;;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;68 Biologie des organismes;68;2010;282;249;12;;114;;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;68 Biologie des organismes;68;2009;332;256;21;;176;;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;68 Biologie des organismes;68;2008;424;266;;;;;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;68 Biologie des organismes;68;2007;411;253;;;;;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;68 Biologie des organismes;68;2006;441;256;;;;;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;68 Biologie des organismes;68;2005;418;274;;;;;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;69 Neurosciences;69;2019;166;138;9;142;96;9;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;69 Neurosciences;69;2018;179;150;6;105;85;5;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;69 Neurosciences;69;2017;187;165;8;168;111;8;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;69 Neurosciences;69;2016;210;175;9;120;92;8;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;69 Neurosciences;69;2015;235;182;6;108;77;5;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;69 Neurosciences;69;2014;257;193;4;52;46;4;33;19;29;17;3;1
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;69 Neurosciences;69;2013;202;167;7;123;87;;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;69 Neurosciences;69;2012;230;178;13;;98;;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;69 Neurosciences;69;2011;219;160;18;;153;;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;69 Neurosciences;69;2010;218;163;11;;116;;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;69 Neurosciences;69;2009;333;259;10;;119;;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;69 Neurosciences;69;2008;215;172;;;;;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;69 Neurosciences;69;2007;229;165;;;;;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;69 Neurosciences;69;2006;226;152;;;;;;;;;;
CNU;Sciences et techniques;Biologie et biochimie;Biologie et biochimie;69 Neurosciences;69;2005;279;185;;;;;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;70 Sciences de l éducation;70;2019;289;126;36;1161;407;31;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;70 Sciences de l éducation;70;2018;280;127;40;1074;388;37;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;70 Sciences de l éducation;70;2017;272;130;42;1477;482;40;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;70 Sciences de l éducation;70;2016;312;155;51;1722;544;47;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;70 Sciences de l éducation;70;2015;296;123;29;1222;486;29;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;70 Sciences de l éducation;70;2014;277;125;39;1356;467;36;726;630;262;205;21;15
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;70 Sciences de l éducation;70;2013;248;122;43;1287;393;;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;70 Sciences de l éducation;70;2012;261;76;37;;395;;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;70 Sciences de l éducation;70;2011;292;97;45;;349;;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;70 Sciences de l éducation;70;2010;264;87;47;;380;;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;70 Sciences de l éducation;70;2009;332;108;47;;381;;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;70 Sciences de l éducation;70;2008;300;105;;;;;;;;;;
CNU;Lettres et sciences humaines;Groupe interdisciplinaire et STAPS;Groupe interdisciplinaire;70 Sciences de l éducation;70;2007;288;116;;;;;;;;;;
