Annee;Academie.origine;Academie.recrutement;Groupe.CNU;MCF
2018;MONTPELLIER;PARIS;Droit;
2018;NANCY-METZ;PARIS;Droit;1
2018;NANTES;PARIS;Droit;1
2018;NICE;PARIS;Droit;
2018;ORLEANS-TOURS;PARIS;Droit;
2018;PARIS;PARIS;Droit;1
2018;POITIERS;PARIS;Droit;1
2018;REIMS;PARIS;Droit;
2018;RENNES;PARIS;Droit;
2018;ROUEN;PARIS;Droit;1
2018;STRASBOURG;PARIS;Droit;
2018;TOULOUSE;PARIS;Droit;
2018;VERSAILLES;PARIS;Droit;
2018;AIX-MARSEILLE;RENNES;Droit;
2018;AMIENS;RENNES;Droit;
2018;BESANCON;RENNES;Droit;
2018;BORDEAUX;RENNES;Droit;
2018;CAEN;RENNES;Droit;1
2018;CLERMONT-FERRAND;RENNES;Droit;
2018;CORSE;RENNES;Droit;
2018;CRETEIL;RENNES;Droit;1
2018;DIJON;RENNES;Droit;
2018;GRENOBLE;RENNES;Droit;
2018;LA REUNION;RENNES;Droit;
2018;LILLE;RENNES;Droit;
2018;LIMOGES;RENNES;Droit;
2018;LYON;RENNES;Droit;
2018;MONTPELLIER;RENNES;Droit;
2018;NANCY-METZ;RENNES;Droit;
2018;NANTES;RENNES;Droit;1
2018;NICE;RENNES;Droit;
2018;ORLEANS-TOURS;RENNES;Droit;
2018;PARIS;RENNES;Droit;
2018;POITIERS;RENNES;Droit;
2018;REIMS;RENNES;Droit;
2018;RENNES;RENNES;Droit;
2018;ROUEN;RENNES;Droit;
2018;STRASBOURG;RENNES;Droit;
2018;TOULOUSE;RENNES;Droit;
2018;VERSAILLES;RENNES;Droit;
2018;AIX-MARSEILLE;ROUEN;Droit;
2018;AMIENS;ROUEN;Droit;1
2018;BESANCON;ROUEN;Droit;
2018;BORDEAUX;ROUEN;Droit;
2018;CAEN;ROUEN;Droit;
2018;CLERMONT-FERRAND;ROUEN;Droit;
2018;CORSE;ROUEN;Droit;
2018;CRETEIL;ROUEN;Droit;
2018;DIJON;ROUEN;Droit;
2018;GRENOBLE;ROUEN;Droit;
2018;LA REUNION;ROUEN;Droit;
2018;LILLE;ROUEN;Droit;
2018;LIMOGES;ROUEN;Droit;
2018;LYON;ROUEN;Droit;
2018;MONTPELLIER;ROUEN;Droit;
2018;NANCY-METZ;ROUEN;Droit;
2018;NANTES;ROUEN;Droit;
2018;NICE;ROUEN;Droit;
2018;ORLEANS-TOURS;ROUEN;Droit;
2018;PARIS;ROUEN;Droit;
2018;POITIERS;ROUEN;Droit;
2018;REIMS;ROUEN;Droit;
2018;RENNES;ROUEN;Droit;
2018;ROUEN;ROUEN;Droit;
2018;STRASBOURG;ROUEN;Droit;
2018;TOULOUSE;ROUEN;Droit;
2018;VERSAILLES;ROUEN;Droit;
2018;AIX-MARSEILLE;STRASBOURG;Droit;
2018;AMIENS;STRASBOURG;Droit;
2018;BESANCON;STRASBOURG;Droit;
2018;BORDEAUX;STRASBOURG;Droit;
2018;CAEN;STRASBOURG;Droit;
2018;CLERMONT-FERRAND;STRASBOURG;Droit;
2018;CORSE;STRASBOURG;Droit;
2018;CRETEIL;STRASBOURG;Droit;
2018;DIJON;STRASBOURG;Droit;
2018;GRENOBLE;STRASBOURG;Droit;
2018;LA REUNION;STRASBOURG;Droit;
2018;LILLE;STRASBOURG;Droit;
2018;LIMOGES;STRASBOURG;Droit;
2018;LYON;STRASBOURG;Droit;
2018;MONTPELLIER;STRASBOURG;Droit;
2018;NANCY-METZ;STRASBOURG;Droit;1
2018;NANTES;STRASBOURG;Droit;
2018;NICE;STRASBOURG;Droit;
2018;ORLEANS-TOURS;STRASBOURG;Droit;
2018;PARIS;STRASBOURG;Droit;
2018;POITIERS;STRASBOURG;Droit;
2018;REIMS;STRASBOURG;Droit;
2018;RENNES;STRASBOURG;Droit;
2018;ROUEN;STRASBOURG;Droit;
2018;STRASBOURG;STRASBOURG;Droit;1
2018;TOULOUSE;STRASBOURG;Droit;
2018;VERSAILLES;STRASBOURG;Droit;
2018;AIX-MARSEILLE;TOULOUSE;Droit;
2018;AMIENS;TOULOUSE;Droit;
2018;BESANCON;TOULOUSE;Droit;
2018;BORDEAUX;TOULOUSE;Droit;
2018;CAEN;TOULOUSE;Droit;
2018;CLERMONT-FERRAND;TOULOUSE;Droit;
2018;CORSE;TOULOUSE;Droit;2
2018;CRETEIL;TOULOUSE;Droit;1
2018;DIJON;TOULOUSE;Droit;
2018;GRENOBLE;TOULOUSE;Droit;
2018;LA REUNION;TOULOUSE;Droit;
2018;LILLE;TOULOUSE;Droit;
2018;LIMOGES;TOULOUSE;Droit;
2018;LYON;TOULOUSE;Droit;
2018;MONTPELLIER;TOULOUSE;Droit;
2018;NANCY-METZ;TOULOUSE;Droit;
2018;NANTES;TOULOUSE;Droit;
2018;NICE;TOULOUSE;Droit;
2018;ORLEANS-TOURS;TOULOUSE;Droit;
2018;PARIS;TOULOUSE;Droit;
2018;POITIERS;TOULOUSE;Droit;
2018;REIMS;TOULOUSE;Droit;
2018;RENNES;TOULOUSE;Droit;
2018;ROUEN;TOULOUSE;Droit;
2018;STRASBOURG;TOULOUSE;Droit;
2018;TOULOUSE;TOULOUSE;Droit;
2018;VERSAILLES;TOULOUSE;Droit;
2018;AIX-MARSEILLE;AIX-MARSEILLE;Lettres;
2018;AMIENS;AIX-MARSEILLE;Lettres;
2018;BESANCON;AIX-MARSEILLE;Lettres;
2018;BORDEAUX;AIX-MARSEILLE;Lettres;
2018;CAEN;AIX-MARSEILLE;Lettres;
2018;CLERMONT-FERRAND;AIX-MARSEILLE;Lettres;
2018;CORSE;AIX-MARSEILLE;Lettres;
2018;CRETEIL;AIX-MARSEILLE;Lettres;
2018;DIJON;AIX-MARSEILLE;Lettres;
2018;GRENOBLE;AIX-MARSEILLE;Lettres;
2018;LA REUNION;AIX-MARSEILLE;Lettres;
2018;LILLE;AIX-MARSEILLE;Lettres;
2018;LIMOGES;AIX-MARSEILLE;Lettres;
2018;LYON;AIX-MARSEILLE;Lettres;
2018;MONTPELLIER;AIX-MARSEILLE;Lettres;
2018;NANCY-METZ;AIX-MARSEILLE;Lettres;
2018;NANTES;AIX-MARSEILLE;Lettres;
2018;NICE;AIX-MARSEILLE;Lettres;
2018;ORLEANS-TOURS;AIX-MARSEILLE;Lettres;
2018;PARIS;AIX-MARSEILLE;Lettres;
2018;POITIERS;AIX-MARSEILLE;Lettres;
2018;REIMS;AIX-MARSEILLE;Lettres;
2018;RENNES;AIX-MARSEILLE;Lettres;
2018;ROUEN;AIX-MARSEILLE;Lettres;
2018;STRASBOURG;AIX-MARSEILLE;Lettres;
2018;TOULOUSE;AIX-MARSEILLE;Lettres;
2018;VERSAILLES;AIX-MARSEILLE;Lettres;
2018;AIX-MARSEILLE;BESANCON;Lettres;
2018;AMIENS;BESANCON;Lettres;
2018;BESANCON;BESANCON;Lettres;
2018;BORDEAUX;BESANCON;Lettres;
2018;CAEN;BESANCON;Lettres;
2018;CLERMONT-FERRAND;BESANCON;Lettres;
2018;CORSE;BESANCON;Lettres;
2018;CRETEIL;BESANCON;Lettres;
2018;DIJON;BESANCON;Lettres;
2018;GRENOBLE;BESANCON;Lettres;
2018;LA REUNION;BESANCON;Lettres;
2018;LILLE;BESANCON;Lettres;
2018;LIMOGES;BESANCON;Lettres;
2018;LYON;BESANCON;Lettres;
2018;MONTPELLIER;BESANCON;Lettres;
2018;NANCY-METZ;BESANCON;Lettres;
2018;NANTES;BESANCON;Lettres;
2018;NICE;BESANCON;Lettres;
2018;ORLEANS-TOURS;BESANCON;Lettres;
2018;PARIS;BESANCON;Lettres;
2018;POITIERS;BESANCON;Lettres;
2018;REIMS;BESANCON;Lettres;
2018;RENNES;BESANCON;Lettres;
2018;ROUEN;BESANCON;Lettres;
2018;STRASBOURG;BESANCON;Lettres;
2018;TOULOUSE;BESANCON;Lettres;
2018;VERSAILLES;BESANCON;Lettres;
2018;AIX-MARSEILLE;BORDEAUX;Lettres;
2018;AMIENS;BORDEAUX;Lettres;
2018;BESANCON;BORDEAUX;Lettres;
2018;BORDEAUX;BORDEAUX;Lettres;
2018;CAEN;BORDEAUX;Lettres;
2018;CLERMONT-FERRAND;BORDEAUX;Lettres;
2018;CORSE;BORDEAUX;Lettres;
2018;CRETEIL;BORDEAUX;Lettres;
2018;DIJON;BORDEAUX;Lettres;
2018;GRENOBLE;BORDEAUX;Lettres;
2018;LA REUNION;BORDEAUX;Lettres;
2018;LILLE;BORDEAUX;Lettres;
2018;LIMOGES;BORDEAUX;Lettres;
2018;LYON;BORDEAUX;Lettres;
2018;MONTPELLIER;BORDEAUX;Lettres;
2018;NANCY-METZ;BORDEAUX;Lettres;
2018;NANTES;BORDEAUX;Lettres;
2018;NICE;BORDEAUX;Lettres;
2018;ORLEANS-TOURS;BORDEAUX;Lettres;
2018;PARIS;BORDEAUX;Lettres;
2018;POITIERS;BORDEAUX;Lettres;
2018;REIMS;BORDEAUX;Lettres;
2018;RENNES;BORDEAUX;Lettres;
2018;ROUEN;BORDEAUX;Lettres;
2018;STRASBOURG;BORDEAUX;Lettres;
2018;TOULOUSE;BORDEAUX;Lettres;
2018;VERSAILLES;BORDEAUX;Lettres;
2018;AIX-MARSEILLE;CLERMONT-FERRAND;Lettres;
2018;AMIENS;CLERMONT-FERRAND;Lettres;
2018;BESANCON;CLERMONT-FERRAND;Lettres;
2018;BORDEAUX;CLERMONT-FERRAND;Lettres;
2018;CAEN;CLERMONT-FERRAND;Lettres;
2018;CLERMONT-FERRAND;CLERMONT-FERRAND;Lettres;
2018;CORSE;CLERMONT-FERRAND;Lettres;
2018;CRETEIL;CLERMONT-FERRAND;Lettres;
2018;DIJON;CLERMONT-FERRAND;Lettres;
2018;GRENOBLE;CLERMONT-FERRAND;Lettres;
2018;LA REUNION;CLERMONT-FERRAND;Lettres;
2018;LILLE;CLERMONT-FERRAND;Lettres;
2018;LIMOGES;CLERMONT-FERRAND;Lettres;
2018;LYON;CLERMONT-FERRAND;Lettres;
2018;MONTPELLIER;CLERMONT-FERRAND;Lettres;
2018;NANCY-METZ;CLERMONT-FERRAND;Lettres;
2018;NANTES;CLERMONT-FERRAND;Lettres;
2018;NICE;CLERMONT-FERRAND;Lettres;
2018;ORLEANS-TOURS;CLERMONT-FERRAND;Lettres;
2018;PARIS;CLERMONT-FERRAND;Lettres;
2018;POITIERS;CLERMONT-FERRAND;Lettres;
2018;REIMS;CLERMONT-FERRAND;Lettres;
2018;RENNES;CLERMONT-FERRAND;Lettres;
2018;ROUEN;CLERMONT-FERRAND;Lettres;
2018;STRASBOURG;CLERMONT-FERRAND;Lettres;
2018;TOULOUSE;CLERMONT-FERRAND;Lettres;
2018;VERSAILLES;CLERMONT-FERRAND;Lettres;
2018;AIX-MARSEILLE;CRETEIL;Lettres;
2018;AMIENS;CRETEIL;Lettres;
2018;BESANCON;CRETEIL;Lettres;
2018;BORDEAUX;CRETEIL;Lettres;
2018;CAEN;CRETEIL;Lettres;
2018;CLERMONT-FERRAND;CRETEIL;Lettres;
2018;CORSE;CRETEIL;Lettres;
2018;CRETEIL;CRETEIL;Lettres;
2018;DIJON;CRETEIL;Lettres;
2018;GRENOBLE;CRETEIL;Lettres;
2018;LA REUNION;CRETEIL;Lettres;
2018;LILLE;CRETEIL;Lettres;
2018;LIMOGES;CRETEIL;Lettres;
2018;LYON;CRETEIL;Lettres;
2018;MONTPELLIER;CRETEIL;Lettres;
2018;NANCY-METZ;CRETEIL;Lettres;
2018;NANTES;CRETEIL;Lettres;
2018;NICE;CRETEIL;Lettres;
2018;ORLEANS-TOURS;CRETEIL;Lettres;
2018;PARIS;CRETEIL;Lettres;
2018;POITIERS;CRETEIL;Lettres;
2018;REIMS;CRETEIL;Lettres;
2018;RENNES;CRETEIL;Lettres;
2018;ROUEN;CRETEIL;Lettres;
2018;STRASBOURG;CRETEIL;Lettres;
2018;TOULOUSE;CRETEIL;Lettres;
2018;VERSAILLES;CRETEIL;Lettres;
2018;AIX-MARSEILLE;DIJON;Lettres;
2018;AMIENS;DIJON;Lettres;
2018;BESANCON;DIJON;Lettres;
2018;BORDEAUX;DIJON;Lettres;
2018;CAEN;DIJON;Lettres;
2018;CLERMONT-FERRAND;DIJON;Lettres;
2018;CORSE;DIJON;Lettres;
2018;CRETEIL;DIJON;Lettres;
2018;DIJON;DIJON;Lettres;
2018;GRENOBLE;DIJON;Lettres;
2018;LA REUNION;DIJON;Lettres;
2018;LILLE;DIJON;Lettres;
2018;LIMOGES;DIJON;Lettres;
2018;LYON;DIJON;Lettres;
2018;MONTPELLIER;DIJON;Lettres;
2018;NANCY-METZ;DIJON;Lettres;
2018;NANTES;DIJON;Lettres;
2018;NICE;DIJON;Lettres;
2018;ORLEANS-TOURS;DIJON;Lettres;
2018;PARIS;DIJON;Lettres;
2018;POITIERS;DIJON;Lettres;
2018;REIMS;DIJON;Lettres;
2018;RENNES;DIJON;Lettres;
2018;ROUEN;DIJON;Lettres;
2018;STRASBOURG;DIJON;Lettres;
2018;TOULOUSE;DIJON;Lettres;
2018;VERSAILLES;DIJON;Lettres;
2018;AIX-MARSEILLE;GRENOBLE;Lettres;
2018;AMIENS;GRENOBLE;Lettres;
2018;BESANCON;GRENOBLE;Lettres;
2018;BORDEAUX;GRENOBLE;Lettres;
2018;CAEN;GRENOBLE;Lettres;
2018;CLERMONT-FERRAND;GRENOBLE;Lettres;
2018;CORSE;GRENOBLE;Lettres;
2018;CRETEIL;GRENOBLE;Lettres;
2018;DIJON;GRENOBLE;Lettres;
2018;GRENOBLE;GRENOBLE;Lettres;
2018;LA REUNION;GRENOBLE;Lettres;
2018;LILLE;GRENOBLE;Lettres;
2018;LIMOGES;GRENOBLE;Lettres;
2018;LYON;GRENOBLE;Lettres;
2018;MONTPELLIER;GRENOBLE;Lettres;
2018;NANCY-METZ;GRENOBLE;Lettres;
2018;NANTES;GRENOBLE;Lettres;
2018;NICE;GRENOBLE;Lettres;
2018;ORLEANS-TOURS;GRENOBLE;Lettres;
2018;PARIS;GRENOBLE;Lettres;
2018;POITIERS;GRENOBLE;Lettres;
2018;REIMS;GRENOBLE;Lettres;
2018;RENNES;GRENOBLE;Lettres;
2018;ROUEN;GRENOBLE;Lettres;
2018;STRASBOURG;GRENOBLE;Lettres;
2018;TOULOUSE;GRENOBLE;Lettres;
2018;VERSAILLES;GRENOBLE;Lettres;
2018;AIX-MARSEILLE;LILLE;Lettres;
2018;AMIENS;LILLE;Lettres;
2018;BESANCON;LILLE;Lettres;
2018;BORDEAUX;LILLE;Lettres;
2018;CAEN;LILLE;Lettres;
2018;CLERMONT-FERRAND;LILLE;Lettres;
2018;CORSE;LILLE;Lettres;
2018;CRETEIL;LILLE;Lettres;
2018;DIJON;LILLE;Lettres;
2018;GRENOBLE;LILLE;Lettres;
2018;LA REUNION;LILLE;Lettres;
2018;LILLE;LILLE;Lettres;
2018;LIMOGES;LILLE;Lettres;
2018;LYON;LILLE;Lettres;
2018;MONTPELLIER;LILLE;Lettres;
2018;NANCY-METZ;LILLE;Lettres;
2018;NANTES;LILLE;Lettres;
2018;NICE;LILLE;Lettres;
2018;ORLEANS-TOURS;LILLE;Lettres;
2018;PARIS;LILLE;Lettres;
2018;POITIERS;LILLE;Lettres;
2018;REIMS;LILLE;Lettres;
2018;RENNES;LILLE;Lettres;
2018;ROUEN;LILLE;Lettres;
2018;STRASBOURG;LILLE;Lettres;
2018;TOULOUSE;LILLE;Lettres;
2018;VERSAILLES;LILLE;Lettres;
2018;AIX-MARSEILLE;LYON;Lettres;
2018;AMIENS;LYON;Lettres;
2018;BESANCON;LYON;Lettres;
2018;BORDEAUX;LYON;Lettres;
2018;CAEN;LYON;Lettres;
2018;CLERMONT-FERRAND;LYON;Lettres;
2018;CORSE;LYON;Lettres;
2018;CRETEIL;LYON;Lettres;
2018;DIJON;LYON;Lettres;
2018;GRENOBLE;LYON;Lettres;
2018;LA REUNION;LYON;Lettres;
2018;LILLE;LYON;Lettres;
2018;LIMOGES;LYON;Lettres;
2018;LYON;LYON;Lettres;
2018;MONTPELLIER;LYON;Lettres;
2018;NANCY-METZ;LYON;Lettres;
2018;NANTES;LYON;Lettres;
2018;NICE;LYON;Lettres;
2018;ORLEANS-TOURS;LYON;Lettres;
2018;PARIS;LYON;Lettres;
2018;POITIERS;LYON;Lettres;
2018;REIMS;LYON;Lettres;
2018;RENNES;LYON;Lettres;
2018;ROUEN;LYON;Lettres;
2018;STRASBOURG;LYON;Lettres;
2018;TOULOUSE;LYON;Lettres;
2018;VERSAILLES;LYON;Lettres;
2018;AIX-MARSEILLE;MONTPELLIER;Lettres;
2018;AMIENS;MONTPELLIER;Lettres;
2018;BESANCON;MONTPELLIER;Lettres;
2018;BORDEAUX;MONTPELLIER;Lettres;
2018;CAEN;MONTPELLIER;Lettres;
2018;CLERMONT-FERRAND;MONTPELLIER;Lettres;
2018;CORSE;MONTPELLIER;Lettres;
2018;CRETEIL;MONTPELLIER;Lettres;
2018;DIJON;MONTPELLIER;Lettres;
2018;GRENOBLE;MONTPELLIER;Lettres;
2018;LA REUNION;MONTPELLIER;Lettres;
2018;LILLE;MONTPELLIER;Lettres;
2018;LIMOGES;MONTPELLIER;Lettres;
2018;LYON;MONTPELLIER;Lettres;
2018;MONTPELLIER;MONTPELLIER;Lettres;
2018;NANCY-METZ;MONTPELLIER;Lettres;
2018;NANTES;MONTPELLIER;Lettres;
2018;NICE;MONTPELLIER;Lettres;
2018;ORLEANS-TOURS;MONTPELLIER;Lettres;
2018;PARIS;MONTPELLIER;Lettres;
2018;POITIERS;MONTPELLIER;Lettres;
2018;REIMS;MONTPELLIER;Lettres;
2018;RENNES;MONTPELLIER;Lettres;
2018;ROUEN;MONTPELLIER;Lettres;
2018;STRASBOURG;MONTPELLIER;Lettres;
2018;TOULOUSE;MONTPELLIER;Lettres;
2018;VERSAILLES;MONTPELLIER;Lettres;
2018;AIX-MARSEILLE;NANTES;Lettres;
2018;AMIENS;NANTES;Lettres;
2018;BESANCON;NANTES;Lettres;
2018;BORDEAUX;NANTES;Lettres;
2018;CAEN;NANTES;Lettres;
2018;CLERMONT-FERRAND;NANTES;Lettres;
2018;CORSE;NANTES;Lettres;
2018;CRETEIL;NANTES;Lettres;
2018;DIJON;NANTES;Lettres;
2018;GRENOBLE;NANTES;Lettres;
2018;LA REUNION;NANTES;Lettres;
2018;LILLE;NANTES;Lettres;
2018;LIMOGES;NANTES;Lettres;
2018;LYON;NANTES;Lettres;
2018;MONTPELLIER;NANTES;Lettres;
2018;NANCY-METZ;NANTES;Lettres;
2018;NANTES;NANTES;Lettres;
2018;NICE;NANTES;Lettres;
2018;ORLEANS-TOURS;NANTES;Lettres;
2018;PARIS;NANTES;Lettres;
2018;POITIERS;NANTES;Lettres;
2018;REIMS;NANTES;Lettres;
2018;RENNES;NANTES;Lettres;
2018;ROUEN;NANTES;Lettres;
2018;STRASBOURG;NANTES;Lettres;
2018;TOULOUSE;NANTES;Lettres;
2018;VERSAILLES;NANTES;Lettres;
2018;AIX-MARSEILLE;NICE;Lettres;
2018;AMIENS;NICE;Lettres;
2018;BESANCON;NICE;Lettres;
2018;BORDEAUX;NICE;Lettres;
2018;CAEN;NICE;Lettres;
2018;CLERMONT-FERRAND;NICE;Lettres;
2018;CORSE;NICE;Lettres;
2018;CRETEIL;NICE;Lettres;
2018;DIJON;NICE;Lettres;
2018;GRENOBLE;NICE;Lettres;
2018;LA REUNION;NICE;Lettres;
2018;LILLE;NICE;Lettres;
2018;LIMOGES;NICE;Lettres;
2018;LYON;NICE;Lettres;
2018;MONTPELLIER;NICE;Lettres;
2018;NANCY-METZ;NICE;Lettres;
2018;NANTES;NICE;Lettres;
2018;NICE;NICE;Lettres;
2018;ORLEANS-TOURS;NICE;Lettres;
2018;PARIS;NICE;Lettres;
2018;POITIERS;NICE;Lettres;
2018;REIMS;NICE;Lettres;
2018;RENNES;NICE;Lettres;
2018;ROUEN;NICE;Lettres;
2018;STRASBOURG;NICE;Lettres;
2018;TOULOUSE;NICE;Lettres;
2018;VERSAILLES;NICE;Lettres;
2018;AIX-MARSEILLE;ORLEANS-TOURS;Lettres;
2018;AMIENS;ORLEANS-TOURS;Lettres;
2018;BESANCON;ORLEANS-TOURS;Lettres;
2018;BORDEAUX;ORLEANS-TOURS;Lettres;
2018;CAEN;ORLEANS-TOURS;Lettres;
2018;CLERMONT-FERRAND;ORLEANS-TOURS;Lettres;
2018;CORSE;ORLEANS-TOURS;Lettres;
2018;CRETEIL;ORLEANS-TOURS;Lettres;
2018;DIJON;ORLEANS-TOURS;Lettres;
2018;GRENOBLE;ORLEANS-TOURS;Lettres;
2018;LA REUNION;ORLEANS-TOURS;Lettres;
2018;LILLE;ORLEANS-TOURS;Lettres;
2018;LIMOGES;ORLEANS-TOURS;Lettres;
2018;LYON;ORLEANS-TOURS;Lettres;
2018;MONTPELLIER;ORLEANS-TOURS;Lettres;
2018;NANCY-METZ;ORLEANS-TOURS;Lettres;
2018;NANTES;ORLEANS-TOURS;Lettres;
2018;NICE;ORLEANS-TOURS;Lettres;
2018;ORLEANS-TOURS;ORLEANS-TOURS;Lettres;
2018;PARIS;ORLEANS-TOURS;Lettres;
2018;POITIERS;ORLEANS-TOURS;Lettres;
2018;REIMS;ORLEANS-TOURS;Lettres;
2018;RENNES;ORLEANS-TOURS;Lettres;
2018;ROUEN;ORLEANS-TOURS;Lettres;
2018;STRASBOURG;ORLEANS-TOURS;Lettres;
2018;TOULOUSE;ORLEANS-TOURS;Lettres;
2018;VERSAILLES;ORLEANS-TOURS;Lettres;
2018;AIX-MARSEILLE;PARIS;Lettres;
2018;AMIENS;PARIS;Lettres;
2018;BESANCON;PARIS;Lettres;
2018;BORDEAUX;PARIS;Lettres;
2018;CAEN;PARIS;Lettres;
2018;CLERMONT-FERRAND;PARIS;Lettres;
2018;CORSE;PARIS;Lettres;
2018;CRETEIL;PARIS;Lettres;
2018;DIJON;PARIS;Lettres;
2018;GRENOBLE;PARIS;Lettres;
2018;LA REUNION;PARIS;Lettres;
2018;LILLE;PARIS;Lettres;
2018;LIMOGES;PARIS;Lettres;
2018;LYON;PARIS;Lettres;
2018;MONTPELLIER;PARIS;Lettres;
2018;NANCY-METZ;PARIS;Lettres;
2018;NANTES;PARIS;Lettres;
2018;NICE;PARIS;Lettres;
2018;ORLEANS-TOURS;PARIS;Lettres;
2018;PARIS;PARIS;Lettres;
2018;POITIERS;PARIS;Lettres;
2018;REIMS;PARIS;Lettres;
2018;RENNES;PARIS;Lettres;
2018;ROUEN;PARIS;Lettres;
2018;STRASBOURG;PARIS;Lettres;
2018;TOULOUSE;PARIS;Lettres;
2018;VERSAILLES;PARIS;Lettres;
2018;AIX-MARSEILLE;RENNES;Lettres;
2018;AMIENS;RENNES;Lettres;
2018;BESANCON;RENNES;Lettres;
2018;BORDEAUX;RENNES;Lettres;
2018;CAEN;RENNES;Lettres;
2018;CLERMONT-FERRAND;RENNES;Lettres;
2018;CORSE;RENNES;Lettres;
2018;CRETEIL;RENNES;Lettres;
2018;DIJON;RENNES;Lettres;
2018;GRENOBLE;RENNES;Lettres;
2018;LA REUNION;RENNES;Lettres;
2018;LILLE;RENNES;Lettres;
2018;LIMOGES;RENNES;Lettres;
2018;LYON;RENNES;Lettres;
2018;MONTPELLIER;RENNES;Lettres;
2018;NANCY-METZ;RENNES;Lettres;
2018;NANTES;RENNES;Lettres;
2018;NICE;RENNES;Lettres;
2018;ORLEANS-TOURS;RENNES;Lettres;
2018;PARIS;RENNES;Lettres;
2018;POITIERS;RENNES;Lettres;
2018;REIMS;RENNES;Lettres;
2018;RENNES;RENNES;Lettres;
2018;ROUEN;RENNES;Lettres;
2018;STRASBOURG;RENNES;Lettres;
2018;TOULOUSE;RENNES;Lettres;
2018;VERSAILLES;RENNES;Lettres;
2018;AIX-MARSEILLE;STRASBOURG;Lettres;
2018;AMIENS;STRASBOURG;Lettres;
2018;BESANCON;STRASBOURG;Lettres;
2018;BORDEAUX;STRASBOURG;Lettres;
2018;CAEN;STRASBOURG;Lettres;
2018;CLERMONT-FERRAND;STRASBOURG;Lettres;
2018;CORSE;STRASBOURG;Lettres;
2018;CRETEIL;STRASBOURG;Lettres;
2018;DIJON;STRASBOURG;Lettres;
2018;GRENOBLE;STRASBOURG;Lettres;
2018;LA REUNION;STRASBOURG;Lettres;
2018;LILLE;STRASBOURG;Lettres;
2018;LIMOGES;STRASBOURG;Lettres;
2018;LYON;STRASBOURG;Lettres;
2018;MONTPELLIER;STRASBOURG;Lettres;
2018;NANCY-METZ;STRASBOURG;Lettres;
2018;NANTES;STRASBOURG;Lettres;
2018;NICE;STRASBOURG;Lettres;
2018;ORLEANS-TOURS;STRASBOURG;Lettres;
2018;PARIS;STRASBOURG;Lettres;
2018;POITIERS;STRASBOURG;Lettres;
2018;REIMS;STRASBOURG;Lettres;
2018;RENNES;STRASBOURG;Lettres;
2018;ROUEN;STRASBOURG;Lettres;
2018;STRASBOURG;STRASBOURG;Lettres;
2018;TOULOUSE;STRASBOURG;Lettres;
2018;VERSAILLES;STRASBOURG;Lettres;
2018;AIX-MARSEILLE;VERSAILLES;Lettres;
2018;AMIENS;VERSAILLES;Lettres;
2018;BESANCON;VERSAILLES;Lettres;
2018;BORDEAUX;VERSAILLES;Lettres;
2018;CAEN;VERSAILLES;Lettres;
2018;CLERMONT-FERRAND;VERSAILLES;Lettres;
2018;CORSE;VERSAILLES;Lettres;
2018;CRETEIL;VERSAILLES;Lettres;
2018;DIJON;VERSAILLES;Lettres;
2018;GRENOBLE;VERSAILLES;Lettres;
2018;LA REUNION;VERSAILLES;Lettres;
2018;LILLE;VERSAILLES;Lettres;
2018;LIMOGES;VERSAILLES;Lettres;
2018;LYON;VERSAILLES;Lettres;
2018;MONTPELLIER;VERSAILLES;Lettres;
2018;NANCY-METZ;VERSAILLES;Lettres;
2018;NANTES;VERSAILLES;Lettres;
2018;NICE;VERSAILLES;Lettres;
2018;ORLEANS-TOURS;VERSAILLES;Lettres;
2018;PARIS;VERSAILLES;Lettres;
2018;POITIERS;VERSAILLES;Lettres;
2018;REIMS;VERSAILLES;Lettres;
2018;RENNES;VERSAILLES;Lettres;
2018;ROUEN;VERSAILLES;Lettres;
2018;STRASBOURG;VERSAILLES;Lettres;
2018;TOULOUSE;VERSAILLES;Lettres;
2018;VERSAILLES;VERSAILLES;Lettres;
2018;AIX-MARSEILLE;AIX-MARSEILLE;Sciences;
2018;AMIENS;AIX-MARSEILLE;Sciences;
2018;BESANCON;AIX-MARSEILLE;Sciences;
2018;BORDEAUX;AIX-MARSEILLE;Sciences;
2018;CAEN;AIX-MARSEILLE;Sciences;
2018;CLERMONT-FERRAND;AIX-MARSEILLE;Sciences;
2018;CORSE;AIX-MARSEILLE;Sciences;
2018;CRETEIL;AIX-MARSEILLE;Sciences;
2018;DIJON;AIX-MARSEILLE;Sciences;
2018;GRENOBLE;AIX-MARSEILLE;Sciences;
2018;LA REUNION;AIX-MARSEILLE;Sciences;
2018;LILLE;AIX-MARSEILLE;Sciences;
2018;LIMOGES;AIX-MARSEILLE;Sciences;
2018;LYON;AIX-MARSEILLE;Sciences;
2018;MONTPELLIER;AIX-MARSEILLE;Sciences;
2018;NANCY-METZ;AIX-MARSEILLE;Sciences;
2018;NANTES;AIX-MARSEILLE;Sciences;
2018;NICE;AIX-MARSEILLE;Sciences;
2018;ORLEANS-TOURS;AIX-MARSEILLE;Sciences;
2018;PARIS;AIX-MARSEILLE;Sciences;3
2018;POITIERS;AIX-MARSEILLE;Sciences;
2018;REIMS;AIX-MARSEILLE;Sciences;
2018;RENNES;AIX-MARSEILLE;Sciences;
2018;ROUEN;AIX-MARSEILLE;Sciences;
