Annee;Academie.origine;Academie.recrutement;Groupe.CNU;MCF
2016;LA REUNION;CRETEIL;Lettres;
2016;LILLE;CRETEIL;Lettres;1
2016;LIMOGES;CRETEIL;Lettres;
2016;LYON;CRETEIL;Lettres;
2016;MONTPELLIER;CRETEIL;Lettres;
2016;NANCY-METZ;CRETEIL;Lettres;
2016;NANTES;CRETEIL;Lettres;
2016;NICE;CRETEIL;Lettres;
2016;ORLEANS-TOURS;CRETEIL;Lettres;
2016;PARIS;CRETEIL;Lettres;
2016;POITIERS;CRETEIL;Lettres;
2016;REIMS;CRETEIL;Lettres;
2016;RENNES;CRETEIL;Lettres;1
2016;ROUEN;CRETEIL;Lettres;
2016;STRASBOURG;CRETEIL;Lettres;
2016;TOULOUSE;CRETEIL;Lettres;
2016;VERSAILLES;CRETEIL;Lettres;
2016;AIX-MARSEILLE;DIJON;Lettres;
2016;AMIENS;DIJON;Lettres;
2016;BESANCON;DIJON;Lettres;
2016;BORDEAUX;DIJON;Lettres;
2016;CAEN;DIJON;Lettres;
2016;CLERMONT-FERRAND;DIJON;Lettres;
2016;CRETEIL;DIJON;Lettres;
2016;DIJON;DIJON;Lettres;
2016;GRENOBLE;DIJON;Lettres;
2016;GUADELOUPE;DIJON;Lettres;
2016;LA REUNION;DIJON;Lettres;
2016;LILLE;DIJON;Lettres;1
2016;LIMOGES;DIJON;Lettres;
2016;LYON;DIJON;Lettres;
2016;MONTPELLIER;DIJON;Lettres;
2016;NANCY-METZ;DIJON;Lettres;
2016;NANTES;DIJON;Lettres;
2016;NICE;DIJON;Lettres;
2016;ORLEANS-TOURS;DIJON;Lettres;
2016;PARIS;DIJON;Lettres;1
2016;POITIERS;DIJON;Lettres;
2016;REIMS;DIJON;Lettres;
2016;RENNES;DIJON;Lettres;
2016;ROUEN;DIJON;Lettres;
2016;STRASBOURG;DIJON;Lettres;
2016;TOULOUSE;DIJON;Lettres;
2016;VERSAILLES;DIJON;Lettres;
2016;AIX-MARSEILLE;GRENOBLE;Lettres;
2016;AMIENS;GRENOBLE;Lettres;
2016;BESANCON;GRENOBLE;Lettres;
2016;BORDEAUX;GRENOBLE;Lettres;
2016;CAEN;GRENOBLE;Lettres;
2016;CLERMONT-FERRAND;GRENOBLE;Lettres;
2016;CRETEIL;GRENOBLE;Lettres;
2016;DIJON;GRENOBLE;Lettres;
2016;GRENOBLE;GRENOBLE;Lettres;
2016;GUADELOUPE;GRENOBLE;Lettres;
2016;LA REUNION;GRENOBLE;Lettres;
2016;LILLE;GRENOBLE;Lettres;
2016;LIMOGES;GRENOBLE;Lettres;
2016;LYON;GRENOBLE;Lettres;
2016;MONTPELLIER;GRENOBLE;Lettres;
2016;NANCY-METZ;GRENOBLE;Lettres;1
2016;NANTES;GRENOBLE;Lettres;
2016;NICE;GRENOBLE;Lettres;
2016;ORLEANS-TOURS;GRENOBLE;Lettres;1
2016;PARIS;GRENOBLE;Lettres;1
2016;POITIERS;GRENOBLE;Lettres;
2016;REIMS;GRENOBLE;Lettres;
2016;RENNES;GRENOBLE;Lettres;
2016;ROUEN;GRENOBLE;Lettres;
2016;STRASBOURG;GRENOBLE;Lettres;
2016;TOULOUSE;GRENOBLE;Lettres;
2016;VERSAILLES;GRENOBLE;Lettres;1
2016;AIX-MARSEILLE;GUADELOUPE;Lettres;
2016;AMIENS;GUADELOUPE;Lettres;
2016;BESANCON;GUADELOUPE;Lettres;
2016;BORDEAUX;GUADELOUPE;Lettres;
2016;CAEN;GUADELOUPE;Lettres;
2016;CLERMONT-FERRAND;GUADELOUPE;Lettres;
2016;CRETEIL;GUADELOUPE;Lettres;
2016;DIJON;GUADELOUPE;Lettres;
2016;GRENOBLE;GUADELOUPE;Lettres;
2016;GUADELOUPE;GUADELOUPE;Lettres;
2016;LA REUNION;GUADELOUPE;Lettres;
2016;LILLE;GUADELOUPE;Lettres;
2016;LIMOGES;GUADELOUPE;Lettres;1
2016;LYON;GUADELOUPE;Lettres;
2016;MONTPELLIER;GUADELOUPE;Lettres;
2016;NANCY-METZ;GUADELOUPE;Lettres;
2016;NANTES;GUADELOUPE;Lettres;
2016;NICE;GUADELOUPE;Lettres;
2016;ORLEANS-TOURS;GUADELOUPE;Lettres;
2016;PARIS;GUADELOUPE;Lettres;
2016;POITIERS;GUADELOUPE;Lettres;
2016;REIMS;GUADELOUPE;Lettres;
2016;RENNES;GUADELOUPE;Lettres;
2016;ROUEN;GUADELOUPE;Lettres;
2016;STRASBOURG;GUADELOUPE;Lettres;
2016;TOULOUSE;GUADELOUPE;Lettres;
2016;VERSAILLES;GUADELOUPE;Lettres;
2016;AIX-MARSEILLE;LA REUNION;Lettres;
2016;AMIENS;LA REUNION;Lettres;
2016;BESANCON;LA REUNION;Lettres;
2016;BORDEAUX;LA REUNION;Lettres;
2016;CAEN;LA REUNION;Lettres;
2016;CLERMONT-FERRAND;LA REUNION;Lettres;
2016;CRETEIL;LA REUNION;Lettres;
2016;DIJON;LA REUNION;Lettres;
2016;GRENOBLE;LA REUNION;Lettres;
2016;GUADELOUPE;LA REUNION;Lettres;1
2016;LA REUNION;LA REUNION;Lettres;
2016;LILLE;LA REUNION;Lettres;
2016;LIMOGES;LA REUNION;Lettres;
2016;LYON;LA REUNION;Lettres;
2016;MONTPELLIER;LA REUNION;Lettres;1
2016;NANCY-METZ;LA REUNION;Lettres;
2016;NANTES;LA REUNION;Lettres;
2016;NICE;LA REUNION;Lettres;
2016;ORLEANS-TOURS;LA REUNION;Lettres;
2016;PARIS;LA REUNION;Lettres;
2016;POITIERS;LA REUNION;Lettres;
2016;REIMS;LA REUNION;Lettres;
2016;RENNES;LA REUNION;Lettres;
2016;ROUEN;LA REUNION;Lettres;
2016;STRASBOURG;LA REUNION;Lettres;
2016;TOULOUSE;LA REUNION;Lettres;
2016;VERSAILLES;LA REUNION;Lettres;
2016;AIX-MARSEILLE;LILLE;Lettres;
2016;AMIENS;LILLE;Lettres;
2016;BESANCON;LILLE;Lettres;
2016;BORDEAUX;LILLE;Lettres;
2016;CAEN;LILLE;Lettres;
2016;CLERMONT-FERRAND;LILLE;Lettres;
2016;CRETEIL;LILLE;Lettres;
2016;DIJON;LILLE;Lettres;
2016;GRENOBLE;LILLE;Lettres;
2016;GUADELOUPE;LILLE;Lettres;
2016;LA REUNION;LILLE;Lettres;
2016;LILLE;LILLE;Lettres;2
2016;LIMOGES;LILLE;Lettres;
2016;LYON;LILLE;Lettres;
2016;MONTPELLIER;LILLE;Lettres;
2016;NANCY-METZ;LILLE;Lettres;
2016;NANTES;LILLE;Lettres;
2016;NICE;LILLE;Lettres;
2016;ORLEANS-TOURS;LILLE;Lettres;
2016;PARIS;LILLE;Lettres;
2016;POITIERS;LILLE;Lettres;
2016;REIMS;LILLE;Lettres;
2016;RENNES;LILLE;Lettres;
2016;ROUEN;LILLE;Lettres;
2016;STRASBOURG;LILLE;Lettres;1
2016;TOULOUSE;LILLE;Lettres;
2016;VERSAILLES;LILLE;Lettres;
2016;AIX-MARSEILLE;LYON;Lettres;
2016;AMIENS;LYON;Lettres;
2016;BESANCON;LYON;Lettres;
2016;BORDEAUX;LYON;Lettres;
2016;CAEN;LYON;Lettres;
2016;CLERMONT-FERRAND;LYON;Lettres;
2016;CRETEIL;LYON;Lettres;
2016;DIJON;LYON;Lettres;
2016;GRENOBLE;LYON;Lettres;
2016;GUADELOUPE;LYON;Lettres;
2016;LA REUNION;LYON;Lettres;
2016;LILLE;LYON;Lettres;
2016;LIMOGES;LYON;Lettres;
2016;LYON;LYON;Lettres;2
2016;MONTPELLIER;LYON;Lettres;
2016;NANCY-METZ;LYON;Lettres;
2016;NANTES;LYON;Lettres;
2016;NICE;LYON;Lettres;
2016;ORLEANS-TOURS;LYON;Lettres;
2016;PARIS;LYON;Lettres;2
2016;POITIERS;LYON;Lettres;1
2016;REIMS;LYON;Lettres;
2016;RENNES;LYON;Lettres;
2016;ROUEN;LYON;Lettres;
2016;STRASBOURG;LYON;Lettres;
2016;TOULOUSE;LYON;Lettres;
2016;VERSAILLES;LYON;Lettres;
2016;AIX-MARSEILLE;MONTPELLIER;Lettres;
2016;AMIENS;MONTPELLIER;Lettres;
2016;BESANCON;MONTPELLIER;Lettres;
2016;BORDEAUX;MONTPELLIER;Lettres;1
2016;CAEN;MONTPELLIER;Lettres;
2016;CLERMONT-FERRAND;MONTPELLIER;Lettres;
2016;CRETEIL;MONTPELLIER;Lettres;1
2016;DIJON;MONTPELLIER;Lettres;
2016;GRENOBLE;MONTPELLIER;Lettres;
2016;GUADELOUPE;MONTPELLIER;Lettres;
2016;LA REUNION;MONTPELLIER;Lettres;1
2016;LILLE;MONTPELLIER;Lettres;
2016;LIMOGES;MONTPELLIER;Lettres;
2016;LYON;MONTPELLIER;Lettres;
2016;MONTPELLIER;MONTPELLIER;Lettres;
2016;NANCY-METZ;MONTPELLIER;Lettres;
2016;NANTES;MONTPELLIER;Lettres;
2016;NICE;MONTPELLIER;Lettres;
2016;ORLEANS-TOURS;MONTPELLIER;Lettres;
2016;PARIS;MONTPELLIER;Lettres;
2016;POITIERS;MONTPELLIER;Lettres;
2016;REIMS;MONTPELLIER;Lettres;
2016;RENNES;MONTPELLIER;Lettres;
2016;ROUEN;MONTPELLIER;Lettres;
2016;STRASBOURG;MONTPELLIER;Lettres;
2016;TOULOUSE;MONTPELLIER;Lettres;
2016;VERSAILLES;MONTPELLIER;Lettres;
2016;AIX-MARSEILLE;NANCY-METZ;Lettres;
2016;AMIENS;NANCY-METZ;Lettres;
2016;BESANCON;NANCY-METZ;Lettres;
2016;BORDEAUX;NANCY-METZ;Lettres;
2016;CAEN;NANCY-METZ;Lettres;
2016;CLERMONT-FERRAND;NANCY-METZ;Lettres;
2016;CRETEIL;NANCY-METZ;Lettres;
2016;DIJON;NANCY-METZ;Lettres;
2016;GRENOBLE;NANCY-METZ;Lettres;
2016;GUADELOUPE;NANCY-METZ;Lettres;
2016;LA REUNION;NANCY-METZ;Lettres;
2016;LILLE;NANCY-METZ;Lettres;
2016;LIMOGES;NANCY-METZ;Lettres;
2016;LYON;NANCY-METZ;Lettres;1
2016;MONTPELLIER;NANCY-METZ;Lettres;
2016;NANCY-METZ;NANCY-METZ;Lettres;
2016;NANTES;NANCY-METZ;Lettres;
2016;NICE;NANCY-METZ;Lettres;
2016;ORLEANS-TOURS;NANCY-METZ;Lettres;
2016;PARIS;NANCY-METZ;Lettres;
2016;POITIERS;NANCY-METZ;Lettres;
2016;REIMS;NANCY-METZ;Lettres;
2016;RENNES;NANCY-METZ;Lettres;
2016;ROUEN;NANCY-METZ;Lettres;
2016;STRASBOURG;NANCY-METZ;Lettres;
2016;TOULOUSE;NANCY-METZ;Lettres;
2016;VERSAILLES;NANCY-METZ;Lettres;
2016;AIX-MARSEILLE;NANTES;Lettres;
2016;AMIENS;NANTES;Lettres;
2016;BESANCON;NANTES;Lettres;
2016;BORDEAUX;NANTES;Lettres;
2016;CAEN;NANTES;Lettres;
2016;CLERMONT-FERRAND;NANTES;Lettres;
2016;CRETEIL;NANTES;Lettres;
2016;DIJON;NANTES;Lettres;1
2016;GRENOBLE;NANTES;Lettres;
2016;GUADELOUPE;NANTES;Lettres;
2016;LA REUNION;NANTES;Lettres;
2016;LILLE;NANTES;Lettres;
2016;LIMOGES;NANTES;Lettres;
2016;LYON;NANTES;Lettres;
2016;MONTPELLIER;NANTES;Lettres;
2016;NANCY-METZ;NANTES;Lettres;
2016;NANTES;NANTES;Lettres;
2016;NICE;NANTES;Lettres;
2016;ORLEANS-TOURS;NANTES;Lettres;
2016;PARIS;NANTES;Lettres;1
2016;POITIERS;NANTES;Lettres;
2016;REIMS;NANTES;Lettres;
2016;RENNES;NANTES;Lettres;
2016;ROUEN;NANTES;Lettres;
2016;STRASBOURG;NANTES;Lettres;
2016;TOULOUSE;NANTES;Lettres;
2016;VERSAILLES;NANTES;Lettres;
2016;AIX-MARSEILLE;NICE;Lettres;
2016;AMIENS;NICE;Lettres;
2016;BESANCON;NICE;Lettres;
2016;BORDEAUX;NICE;Lettres;
2016;CAEN;NICE;Lettres;
2016;CLERMONT-FERRAND;NICE;Lettres;
2016;CRETEIL;NICE;Lettres;
2016;DIJON;NICE;Lettres;
2016;GRENOBLE;NICE;Lettres;1
2016;GUADELOUPE;NICE;Lettres;1
2016;LA REUNION;NICE;Lettres;
2016;LILLE;NICE;Lettres;
2016;LIMOGES;NICE;Lettres;
2016;LYON;NICE;Lettres;
2016;MONTPELLIER;NICE;Lettres;
2016;NANCY-METZ;NICE;Lettres;
2016;NANTES;NICE;Lettres;
2016;NICE;NICE;Lettres;
2016;ORLEANS-TOURS;NICE;Lettres;
2016;PARIS;NICE;Lettres;
2016;POITIERS;NICE;Lettres;
2016;REIMS;NICE;Lettres;
2016;RENNES;NICE;Lettres;
2016;ROUEN;NICE;Lettres;
2016;STRASBOURG;NICE;Lettres;
2016;TOULOUSE;NICE;Lettres;
2016;VERSAILLES;NICE;Lettres;
2016;AIX-MARSEILLE;ORLEANS-TOURS;Lettres;
2016;AMIENS;ORLEANS-TOURS;Lettres;
2016;BESANCON;ORLEANS-TOURS;Lettres;
2016;BORDEAUX;ORLEANS-TOURS;Lettres;
2016;CAEN;ORLEANS-TOURS;Lettres;
2016;CLERMONT-FERRAND;ORLEANS-TOURS;Lettres;
2016;CRETEIL;ORLEANS-TOURS;Lettres;
2016;DIJON;ORLEANS-TOURS;Lettres;
2016;GRENOBLE;ORLEANS-TOURS;Lettres;1
2016;GUADELOUPE;ORLEANS-TOURS;Lettres;
2016;LA REUNION;ORLEANS-TOURS;Lettres;1
2016;LILLE;ORLEANS-TOURS;Lettres;
2016;LIMOGES;ORLEANS-TOURS;Lettres;
2016;LYON;ORLEANS-TOURS;Lettres;
2016;MONTPELLIER;ORLEANS-TOURS;Lettres;
2016;NANCY-METZ;ORLEANS-TOURS;Lettres;
2016;NANTES;ORLEANS-TOURS;Lettres;
2016;NICE;ORLEANS-TOURS;Lettres;
2016;ORLEANS-TOURS;ORLEANS-TOURS;Lettres;
2016;PARIS;ORLEANS-TOURS;Lettres;
2016;POITIERS;ORLEANS-TOURS;Lettres;
2016;REIMS;ORLEANS-TOURS;Lettres;1
2016;RENNES;ORLEANS-TOURS;Lettres;
2016;ROUEN;ORLEANS-TOURS;Lettres;
2016;STRASBOURG;ORLEANS-TOURS;Lettres;
2016;TOULOUSE;ORLEANS-TOURS;Lettres;
2016;VERSAILLES;ORLEANS-TOURS;Lettres;
2016;AIX-MARSEILLE;PARIS;Lettres;
2016;AMIENS;PARIS;Lettres;1
2016;BESANCON;PARIS;Lettres;1
2016;BORDEAUX;PARIS;Lettres;
2016;CAEN;PARIS;Lettres;
2016;CLERMONT-FERRAND;PARIS;Lettres;
2016;CRETEIL;PARIS;Lettres;1
2016;DIJON;PARIS;Lettres;1
2016;GRENOBLE;PARIS;Lettres;
2016;GUADELOUPE;PARIS;Lettres;
2016;LA REUNION;PARIS;Lettres;
2016;LILLE;PARIS;Lettres;1
2016;LIMOGES;PARIS;Lettres;
2016;LYON;PARIS;Lettres;
2016;MONTPELLIER;PARIS;Lettres;
2016;NANCY-METZ;PARIS;Lettres;
2016;NANTES;PARIS;Lettres;
2016;NICE;PARIS;Lettres;
2016;ORLEANS-TOURS;PARIS;Lettres;
2016;PARIS;PARIS;Lettres;
2016;POITIERS;PARIS;Lettres;1
2016;REIMS;PARIS;Lettres;
2016;RENNES;PARIS;Lettres;
2016;ROUEN;PARIS;Lettres;1
2016;STRASBOURG;PARIS;Lettres;
2016;TOULOUSE;PARIS;Lettres;
2016;VERSAILLES;PARIS;Lettres;
2016;AIX-MARSEILLE;POITIERS;Lettres;
2016;AMIENS;POITIERS;Lettres;
2016;BESANCON;POITIERS;Lettres;
2016;BORDEAUX;POITIERS;Lettres;
2016;CAEN;POITIERS;Lettres;1
2016;CLERMONT-FERRAND;POITIERS;Lettres;
2016;CRETEIL;POITIERS;Lettres;
2016;DIJON;POITIERS;Lettres;
2016;GRENOBLE;POITIERS;Lettres;
2016;GUADELOUPE;POITIERS;Lettres;
2016;LA REUNION;POITIERS;Lettres;
2016;LILLE;POITIERS;Lettres;
2016;LIMOGES;POITIERS;Lettres;
2016;LYON;POITIERS;Lettres;
2016;MONTPELLIER;POITIERS;Lettres;
2016;NANCY-METZ;POITIERS;Lettres;
2016;NANTES;POITIERS;Lettres;
2016;NICE;POITIERS;Lettres;
2016;ORLEANS-TOURS;POITIERS;Lettres;
2016;PARIS;POITIERS;Lettres;1
2016;POITIERS;POITIERS;Lettres;
2016;REIMS;POITIERS;Lettres;
2016;RENNES;POITIERS;Lettres;
2016;ROUEN;POITIERS;Lettres;
2016;STRASBOURG;POITIERS;Lettres;
2016;TOULOUSE;POITIERS;Lettres;
2016;VERSAILLES;POITIERS;Lettres;
2016;AIX-MARSEILLE;RENNES;Lettres;
2016;AMIENS;RENNES;Lettres;
2016;BESANCON;RENNES;Lettres;1
2016;BORDEAUX;RENNES;Lettres;
2016;CAEN;RENNES;Lettres;1
2016;CLERMONT-FERRAND;RENNES;Lettres;
2016;CRETEIL;RENNES;Lettres;
2016;DIJON;RENNES;Lettres;
2016;GRENOBLE;RENNES;Lettres;1
2016;GUADELOUPE;RENNES;Lettres;
2016;LA REUNION;RENNES;Lettres;
2016;LILLE;RENNES;Lettres;
2016;LIMOGES;RENNES;Lettres;
2016;LYON;RENNES;Lettres;
2016;MONTPELLIER;RENNES;Lettres;1
2016;NANCY-METZ;RENNES;Lettres;
2016;NANTES;RENNES;Lettres;
2016;NICE;RENNES;Lettres;
2016;ORLEANS-TOURS;RENNES;Lettres;
2016;PARIS;RENNES;Lettres;
2016;POITIERS;RENNES;Lettres;
2016;REIMS;RENNES;Lettres;
2016;RENNES;RENNES;Lettres;
2016;ROUEN;RENNES;Lettres;
2016;STRASBOURG;RENNES;Lettres;
2016;TOULOUSE;RENNES;Lettres;
2016;VERSAILLES;RENNES;Lettres;
2016;AIX-MARSEILLE;ROUEN;Lettres;
2016;AMIENS;ROUEN;Lettres;
2016;BESANCON;ROUEN;Lettres;
2016;BORDEAUX;ROUEN;Lettres;
2016;CAEN;ROUEN;Lettres;
2016;CLERMONT-FERRAND;ROUEN;Lettres;
2016;CRETEIL;ROUEN;Lettres;
2016;DIJON;ROUEN;Lettres;
2016;GRENOBLE;ROUEN;Lettres;
2016;GUADELOUPE;ROUEN;Lettres;
2016;LA REUNION;ROUEN;Lettres;
2016;LILLE;ROUEN;Lettres;
2016;LIMOGES;ROUEN;Lettres;
2016;LYON;ROUEN;Lettres;
2016;MONTPELLIER;ROUEN;Lettres;
2016;NANCY-METZ;ROUEN;Lettres;
2016;NANTES;ROUEN;Lettres;
2016;NICE;ROUEN;Lettres;
2016;ORLEANS-TOURS;ROUEN;Lettres;
2016;PARIS;ROUEN;Lettres;
2016;POITIERS;ROUEN;Lettres;
2016;REIMS;ROUEN;Lettres;
2016;RENNES;ROUEN;Lettres;
2016;ROUEN;ROUEN;Lettres;
2016;STRASBOURG;ROUEN;Lettres;
2016;TOULOUSE;ROUEN;Lettres;
2016;VERSAILLES;ROUEN;Lettres;1
2016;AIX-MARSEILLE;STRASBOURG;Lettres;
2016;AMIENS;STRASBOURG;Lettres;
2016;BESANCON;STRASBOURG;Lettres;
2016;BORDEAUX;STRASBOURG;Lettres;
2016;CAEN;STRASBOURG;Lettres;
2016;CLERMONT-FERRAND;STRASBOURG;Lettres;
2016;CRETEIL;STRASBOURG;Lettres;
2016;DIJON;STRASBOURG;Lettres;
2016;GRENOBLE;STRASBOURG;Lettres;
2016;GUADELOUPE;STRASBOURG;Lettres;1
2016;LA REUNION;STRASBOURG;Lettres;
2016;LILLE;STRASBOURG;Lettres;
2016;LIMOGES;STRASBOURG;Lettres;
2016;LYON;STRASBOURG;Lettres;
2016;MONTPELLIER;STRASBOURG;Lettres;
2016;NANCY-METZ;STRASBOURG;Lettres;
2016;NANTES;STRASBOURG;Lettres;
2016;NICE;STRASBOURG;Lettres;
2016;ORLEANS-TOURS;STRASBOURG;Lettres;
2016;PARIS;STRASBOURG;Lettres;
2016;POITIERS;STRASBOURG;Lettres;
2016;REIMS;STRASBOURG;Lettres;
2016;RENNES;STRASBOURG;Lettres;
2016;ROUEN;STRASBOURG;Lettres;
2016;STRASBOURG;STRASBOURG;Lettres;
2016;TOULOUSE;STRASBOURG;Lettres;
2016;VERSAILLES;STRASBOURG;Lettres;
2016;AIX-MARSEILLE;TOULOUSE;Lettres;
2016;AMIENS;TOULOUSE;Lettres;1
2016;BESANCON;TOULOUSE;Lettres;
2016;BORDEAUX;TOULOUSE;Lettres;1
2016;CAEN;TOULOUSE;Lettres;
2016;CLERMONT-FERRAND;TOULOUSE;Lettres;
2016;CRETEIL;TOULOUSE;Lettres;
2016;DIJON;TOULOUSE;Lettres;
2016;GRENOBLE;TOULOUSE;Lettres;
2016;GUADELOUPE;TOULOUSE;Lettres;
2016;LA REUNION;TOULOUSE;Lettres;
2016;LILLE;TOULOUSE;Lettres;
2016;LIMOGES;TOULOUSE;Lettres;
2016;LYON;TOULOUSE;Lettres;
2016;MONTPELLIER;TOULOUSE;Lettres;1
2016;NANCY-METZ;TOULOUSE;Lettres;
2016;NANTES;TOULOUSE;Lettres;1
2016;NICE;TOULOUSE;Lettres;
2016;ORLEANS-TOURS;TOULOUSE;Lettres;
2016;PARIS;TOULOUSE;Lettres;
2016;POITIERS;TOULOUSE;Lettres;
2016;REIMS;TOULOUSE;Lettres;
2016;RENNES;TOULOUSE;Lettres;1
2016;ROUEN;TOULOUSE;Lettres;
2016;STRASBOURG;TOULOUSE;Lettres;
2016;TOULOUSE;TOULOUSE;Lettres;
2016;VERSAILLES;TOULOUSE;Lettres;1
2016;AIX-MARSEILLE;VERSAILLES;Lettres;
2016;AMIENS;VERSAILLES;Lettres;1
2016;BESANCON;VERSAILLES;Lettres;
2016;BORDEAUX;VERSAILLES;Lettres;
2016;CAEN;VERSAILLES;Lettres;
2016;CLERMONT-FERRAND;VERSAILLES;Lettres;
2016;CRETEIL;VERSAILLES;Lettres;
2016;DIJON;VERSAILLES;Lettres;
2016;GRENOBLE;VERSAILLES;Lettres;
2016;GUADELOUPE;VERSAILLES;Lettres;
2016;LA REUNION;VERSAILLES;Lettres;
2016;LILLE;VERSAILLES;Lettres;1
2016;LIMOGES;VERSAILLES;Lettres;
2016;LYON;VERSAILLES;Lettres;
2016;MONTPELLIER;VERSAILLES;Lettres;
2016;NANCY-METZ;VERSAILLES;Lettres;
2016;NANTES;VERSAILLES;Lettres;
2016;NICE;VERSAILLES;Lettres;
2016;ORLEANS-TOURS;VERSAILLES;Lettres;
2016;PARIS;VERSAILLES;Lettres;
2016;POITIERS;VERSAILLES;Lettres;
2016;REIMS;VERSAILLES;Lettres;1
2016;RENNES;VERSAILLES;Lettres;
2016;ROUEN;VERSAILLES;Lettres;
2016;STRASBOURG;VERSAILLES;Lettres;
2016;TOULOUSE;VERSAILLES;Lettres;
2016;VERSAILLES;VERSAILLES;Lettres;
2016;AIX-MARSEILLE;AIX-MARSEILLE;Sciences;
2016;AMIENS;AIX-MARSEILLE;Sciences;
2016;BESANCON;AIX-MARSEILLE;Sciences;
2016;BORDEAUX;AIX-MARSEILLE;Sciences;
2016;CAEN;AIX-MARSEILLE;Sciences;
2016;CLERMONT-FERRAND;AIX-MARSEILLE;Sciences;
2016;CRETEIL;AIX-MARSEILLE;Sciences;
2016;DIJON;AIX-MARSEILLE;Sciences;
2016;GRENOBLE;AIX-MARSEILLE;Sciences;
2016;GUADELOUPE;AIX-MARSEILLE;Sciences;
2016;LA REUNION;AIX-MARSEILLE;Sciences;
2016;LILLE;AIX-MARSEILLE;Sciences;
2016;LIMOGES;AIX-MARSEILLE;Sciences;
2016;LYON;AIX-MARSEILLE;Sciences;
2016;MONTPELLIER;AIX-MARSEILLE;Sciences;
2016;NANCY-METZ;AIX-MARSEILLE;Sciences;
2016;NANTES;AIX-MARSEILLE;Sciences;
2016;NICE;AIX-MARSEILLE;Sciences;
2016;ORLEANS-TOURS;AIX-MARSEILLE;Sciences;
2016;PARIS;AIX-MARSEILLE;Sciences;
2016;POITIERS;AIX-MARSEILLE;Sciences;
2016;REIMS;AIX-MARSEILLE;Sciences;
2016;RENNES;AIX-MARSEILLE;Sciences;
2016;ROUEN;AIX-MARSEILLE;Sciences;
2016;STRASBOURG;AIX-MARSEILLE;Sciences;
2016;TOULOUSE;AIX-MARSEILLE;Sciences;1
2016;VERSAILLES;AIX-MARSEILLE;Sciences;
2016;AIX-MARSEILLE;BESANCON;Sciences;
2016;AMIENS;BESANCON;Sciences;
2016;BESANCON;BESANCON;Sciences;
2016;BORDEAUX;BESANCON;Sciences;
2016;CAEN;BESANCON;Sciences;
2016;CLERMONT-FERRAND;BESANCON;Sciences;
2016;CRETEIL;BESANCON;Sciences;
2016;DIJON;BESANCON;Sciences;1
2016;GRENOBLE;BESANCON;Sciences;
2016;GUADELOUPE;BESANCON;Sciences;
2016;LA REUNION;BESANCON;Sciences;
2016;LILLE;BESANCON;Sciences;
2016;LIMOGES;BESANCON;Sciences;
2016;LYON;BESANCON;Sciences;
2016;MONTPELLIER;BESANCON;Sciences;
2016;NANCY-METZ;BESANCON;Sciences;
2016;NANTES;BESANCON;Sciences;
2016;NICE;BESANCON;Sciences;
2016;ORLEANS-TOURS;BESANCON;Sciences;
2016;PARIS;BESANCON;Sciences;
2016;POITIERS;BESANCON;Sciences;
2016;REIMS;BESANCON;Sciences;
2016;RENNES;BESANCON;Sciences;
2016;ROUEN;BESANCON;Sciences;
2016;STRASBOURG;BESANCON;Sciences;
2016;TOULOUSE;BESANCON;Sciences;
2016;VERSAILLES;BESANCON;Sciences;
2016;AIX-MARSEILLE;BORDEAUX;Sciences;
2016;AMIENS;BORDEAUX;Sciences;
2016;BESANCON;BORDEAUX;Sciences;
2016;BORDEAUX;BORDEAUX;Sciences;1
2016;CAEN;BORDEAUX;Sciences;
2016;CLERMONT-FERRAND;BORDEAUX;Sciences;
2016;CRETEIL;BORDEAUX;Sciences;
2016;DIJON;BORDEAUX;Sciences;
2016;GRENOBLE;BORDEAUX;Sciences;
2016;GUADELOUPE;BORDEAUX;Sciences;
2016;LA REUNION;BORDEAUX;Sciences;
2016;LILLE;BORDEAUX;Sciences;
2016;LIMOGES;BORDEAUX;Sciences;
2016;LYON;BORDEAUX;Sciences;
2016;MONTPELLIER;BORDEAUX;Sciences;
2016;NANCY-METZ;BORDEAUX;Sciences;
2016;NANTES;BORDEAUX;Sciences;
2016;NICE;BORDEAUX;Sciences;
2016;ORLEANS-TOURS;BORDEAUX;Sciences;
2016;PARIS;BORDEAUX;Sciences;1
2016;POITIERS;BORDEAUX;Sciences;
2016;REIMS;BORDEAUX;Sciences;
2016;RENNES;BORDEAUX;Sciences;
2016;ROUEN;BORDEAUX;Sciences;
2016;STRASBOURG;BORDEAUX;Sciences;
2016;TOULOUSE;BORDEAUX;Sciences;
2016;VERSAILLES;BORDEAUX;Sciences;
2016;AIX-MARSEILLE;CLERMONT-FERRAND;Sciences;
2016;AMIENS;CLERMONT-FERRAND;Sciences;
2016;BESANCON;CLERMONT-FERRAND;Sciences;
2016;BORDEAUX;CLERMONT-FERRAND;Sciences;
2016;CAEN;CLERMONT-FERRAND;Sciences;
2016;CLERMONT-FERRAND;CLERMONT-FERRAND;Sciences;
2016;CRETEIL;CLERMONT-FERRAND;Sciences;
2016;DIJON;CLERMONT-FERRAND;Sciences;
2016;GRENOBLE;CLERMONT-FERRAND;Sciences;1
2016;GUADELOUPE;CLERMONT-FERRAND;Sciences;
2016;LA REUNION;CLERMONT-FERRAND;Sciences;
2016;LILLE;CLERMONT-FERRAND;Sciences;
