Etablissement,Typologie,PerimEx,Indicateur,Valeur100,Valeur,Rentrée.référence,Rentrée,Rang,Rang_Valeur100,Rang_Typologie
Université de Nîmes,Université pluridisciplinaire hors santé,NINI,SCSP,180.0820117872483,24290011,2014,2024,67,1,17
Université de Nîmes,Université pluridisciplinaire hors santé,NINI,SCSP/E-EC,118.77749713627014,172269.5815602837,2014,2024,7,14,3
Université de Nîmes,Université pluridisciplinaire hors santé,NINI,SCSP/Etudiant,122.82749991984817,4382.896246842295,2014,2024,65,14,17
Université de Nîmes,Université pluridisciplinaire hors santé,NINI,SCSP/Etudiant(hors doc.),123.71022042247068,4415.562806762407,2014,2024,65,12,17
Université de Nîmes,Université pluridisciplinaire hors santé,NINI,Ressources/Etudiant(hors doc.),138.48550770460636,5703.7211416106165,2014,2024,65,8,17
Université de Pau et des Pays de l'Adour,Université pluridisciplinaire hors santé,ISITE,SCSP,120.96186406096166,105128100,2014,2024,43,20,3
Université de Pau et des Pays de l'Adour,Université pluridisciplinaire hors santé,ISITE,SCSP/E-EC,106.44644037364625,123680.11764705883,2014,2024,60,40,15
Université de Pau et des Pays de l'Adour,Université pluridisciplinaire hors santé,ISITE,SCSP/Etudiant,113.79853724470266,8634.751540041068,2014,2024,16,24,7
Université de Pau et des Pays de l'Adour,Université pluridisciplinaire hors santé,ISITE,SCSP/Etudiant(hors doc.),113.16053585501666,8968.443951544104,2014,2024,15,24,7
Université de Pau et des Pays de l'Adour,Université pluridisciplinaire hors santé,ISITE,Ressources/Etudiant(hors doc.),139.2110111566728,13179.389012113974,2014,2024,12,7,6
Université de Perpignan Via Domitia,Université pluridisciplinaire hors santé,NINI,SCSP,118.13630847172666,67399552,2014,2024,60,30,14
Université de Perpignan Via Domitia,Université pluridisciplinaire hors santé,NINI,SCSP/E-EC,106.68804765075521,138968.14845360824,2014,2024,36,39,14
Université de Perpignan Via Domitia,Université pluridisciplinaire hors santé,NINI,SCSP/Etudiant,127.47020866826102,8386.15801916138,2014,2024,20,6,9
Université de Perpignan Via Domitia,Université pluridisciplinaire hors santé,NINI,SCSP/Etudiant(hors doc.),126.58764500161344,8672.09881626351,2014,2024,19,6,8
Université de Perpignan Via Domitia,Université pluridisciplinaire hors santé,NINI,Ressources/Etudiant(hors doc.),135.60964982557945,10753.718219248585,2014,2024,26,12,9
Université de Picardie Jules-Verne,Université pluridisciplinaire avec santé,NINI,SCSP,121.95972231745118,184936641,2014,2024,27,12,20
Université de Picardie Jules-Verne,Université pluridisciplinaire avec santé,NINI,SCSP/E-EC,118.75769099791964,142808.216988417,2014,2024,25,15,11
Université de Picardie Jules-Verne,Université pluridisciplinaire avec santé,NINI,SCSP/Etudiant,107.83983249238051,6680.512986309287,2014,2024,49,31,29
Université de Picardie Jules-Verne,Université pluridisciplinaire avec santé,NINI,SCSP/Etudiant(hors doc.),107.62312997794206,6802.142158305134,2014,2024,50,30,29
Université de Picardie Jules-Verne,Université pluridisciplinaire avec santé,NINI,Ressources/Etudiant(hors doc.),113.82744002583021,8391.971237310578,2014,2024,51,30,29
Université de Poitiers,Université pluridisciplinaire avec santé,NINI,SCSP,115.9132239033952,225558526,2014,2024,17,41,12
Université de Poitiers,Université pluridisciplinaire avec santé,NINI,SCSP/E-EC,106.88571425359808,140534.90716510903,2014,2024,34,38,18
Université de Poitiers,Université pluridisciplinaire avec santé,NINI,SCSP/Etudiant,104.6727866035176,8419.190250457243,2014,2024,17,36,8
Université de Poitiers,Université pluridisciplinaire avec santé,NINI,SCSP/Etudiant(hors doc.),104.25165646328298,8651.370282295182,2014,2024,20,34,10
Université de Poitiers,Université pluridisciplinaire avec santé,NINI,Ressources/Etudiant(hors doc.),110.82466598884626,10532.296026388463,2014,2024,28,36,14
Université de Reims Champagne-Ardenne,Université pluridisciplinaire avec santé,NINI,SCSP,117.64487650797206,189630300,2014,2024,24,36,17
Université de Reims Champagne-Ardenne,Université pluridisciplinaire avec santé,NINI,SCSP/E-EC,118.0998064248629,146659.16473317865,2014,2024,18,16,8
Université de Reims Champagne-Ardenne,Université pluridisciplinaire avec santé,NINI,SCSP/Etudiant,114.26220964646878,7834.020490787408,2014,2024,26,22,13
Université de Reims Champagne-Ardenne,Université pluridisciplinaire avec santé,NINI,SCSP/Etudiant(hors doc.),114.17642628872511,7986.787684791307,2014,2024,28,21,13
Université de Reims Champagne-Ardenne,Université pluridisciplinaire avec santé,NINI,Ressources/Etudiant(hors doc.),122.85858524901944,9936.403403108285,2014,2024,34,24,17
Université de Rouen Normandie,Université pluridisciplinaire avec santé,NINI,SCSP,118.27753326071154,203550000,2014,2024,21,29,16
Université de Rouen Normandie,Université pluridisciplinaire avec santé,NINI,SCSP/E-EC,115.89058234591636,141649.2693110647,2014,2024,30,20,14
Université de Rouen Normandie,Université pluridisciplinaire avec santé,NINI,SCSP/Etudiant,101.20588494149119,6521.530180699731,2014,2024,51,42,30
Université de Rouen Normandie,Université pluridisciplinaire avec santé,NINI,SCSP/Etudiant(hors doc.),100.24881811111544,6680.999113795254,2014,2024,51,42,30
Université de Rouen Normandie,Université pluridisciplinaire avec santé,NINI,Ressources/Etudiant(hors doc.),105.1659164183913,8197.014835723898,2014,2024,54,52,31
Université de Strasbourg,Université pluridisciplinaire avec santé,IDEx,SCSP,115.55303274658313,377122164,2014,2024,7,45,6
Université de Strasbourg,Université pluridisciplinaire avec santé,IDEx,SCSP/E-EC,99.20013182800366,121848.84135702746,2014,2024,62,52,31
Université de Strasbourg,Université pluridisciplinaire avec santé,IDEx,SCSP/Etudiant,102.59038839252538,7250.257887147938,2014,2024,38,40,21
Université de Strasbourg,Université pluridisciplinaire avec santé,IDEx,SCSP/Etudiant(hors doc.),100.9922417549455,7539.427508996401,2014,2024,37,41,19
Université de Strasbourg,Université pluridisciplinaire avec santé,IDEx,Ressources/Etudiant(hors doc.),114.9221596016304,11195.44100359856,2014,2024,23,26,12
Université de Toulon,Université pluridisciplinaire hors santé,NINI,SCSP,117.05197683296464,78654443,2014,2024,55,37,10
Université de Toulon,Université pluridisciplinaire hors santé,NINI,SCSP/E-EC,107.72174679555442,142489.9329710145,2014,2024,28,36,12
Université de Toulon,Université pluridisciplinaire hors santé,NINI,SCSP/Etudiant,99.43425211628222,7819.310368823939,2014,2024,27,45,11
Université de Toulon,Université pluridisciplinaire hors santé,NINI,SCSP/Etudiant(hors doc.),98.81350730916904,7989.2781107161,2014,2024,27,45,11
Université de Toulon,Université pluridisciplinaire hors santé,NINI,Ressources/Etudiant(hors doc.),105.41579794003472,9565.75154900965,2014,2024,41,50,15
Université de Tours,Université pluridisciplinaire avec santé,NINI,SCSP,118.46307177559086,185022231,2014,2024,26,27,19
Université de Tours,Université pluridisciplinaire avec santé,NINI,SCSP/E-EC,108.30183616939291,132253.20300214438,2014,2024,46,33,25
Université de Tours,Université pluridisciplinaire avec santé,NINI,SCSP/Etudiant,110.55800053393841,7353.532490759509,2014,2024,35,27,18
Université de Tours,Université pluridisciplinaire avec santé,NINI,SCSP/Etudiant(hors doc.),109.93130533403905,7515.729588106264,2014,2024,38,27,20
Université de Tours,Université pluridisciplinaire avec santé,NINI,Ressources/Etudiant(hors doc.),112.49670055306488,9377.322934438216,2014,2024,43,33,22
Université de Versailles Saint-Quentin-en-Yvelines,Université pluridisciplinaire avec santé,NINI,SCSP,115.147305118278,123006818,2014,2024,38,46,26
Université de Versailles Saint-Quentin-en-Yvelines,Université pluridisciplinaire avec santé,NINI,SCSP/E-EC,112.93026915932198,148022.64500601686,2014,2024,16,25,6
Université de Versailles Saint-Quentin-en-Yvelines,Université pluridisciplinaire avec santé,NINI,SCSP/Etudiant,136.61603721997645,9303.896679524998,2014,2024,10,4,5
Université de Versailles Saint-Quentin-en-Yvelines,Université pluridisciplinaire avec santé,NINI,SCSP/Etudiant(hors doc.),131.09546817966734,9304.60045385779,2014,2024,13,5,6
Université de Versailles Saint-Quentin-en-Yvelines,Université pluridisciplinaire avec santé,NINI,Ressources/Etudiant(hors doc.),157.29117640300373,13748.817549167927,2014,2024,8,2,5
Université de la Nouvelle-Calédonie,Université pluridisciplinaire hors santé,NINI,SCSP,140.85878730352286,32861555,2014,2024,64,4,16
Université de la Nouvelle-Calédonie,Université pluridisciplinaire hors santé,NINI,SCSP/E-EC,104.30001807970777,250851.5648854962,2014,2024,2,46,1
Université de la Nouvelle-Calédonie,Université pluridisciplinaire hors santé,NINI,SCSP/Etudiant,141.35407136577155,11554.695850914206,2014,2024,4,2,2
Université de la Nouvelle-Calédonie,Université pluridisciplinaire hors santé,NINI,SCSP/Etudiant(hors doc.),140.80849855403926,11732.079614423421,2014,2024,4,2,2
Université de la Nouvelle-Calédonie,Université pluridisciplinaire hors santé,NINI,Ressources/Etudiant(hors doc.),154.86470930972365,15298.431988575509,2014,2024,4,3,2
Université de la Polynésie Française,Université pluridisciplinaire avec santé,NINI,SCSP,143.11501422678822,30963782,2014,2024,65,3,32
Université de la Polynésie Française,Université pluridisciplinaire avec santé,NINI,SCSP/E-EC,135.83797960508716,262404.9322033898,2014,2024,1,3,1
Université de la Polynésie Française,Université pluridisciplinaire avec santé,NINI,SCSP/Etudiant,192.17986887310622,11927.4969183359,2014,2024,1,1,1
Université de la Polynésie Française,Université pluridisciplinaire avec santé,NINI,SCSP/Etudiant(hors doc.),195.558426642303,12253.178472497031,2014,2024,1,1,1
Université de la Polynésie Française,Université pluridisciplinaire avec santé,NINI,Ressources/Etudiant(hors doc.),203.71209664919604,14378.928373565494,2014,2024,5,1,3
Université des Antilles,Université pluridisciplinaire avec santé,NINI,SCSP,125.08656009045731,98300000,2014,2024,47,8,29
Université des Antilles,Université pluridisciplinaire avec santé,NINI,SCSP/E-EC,132.9867638856441,172456.1403508772,2014,2024,6,4,4
Université des Antilles,Université pluridisciplinaire avec santé,NINI,SCSP/Etudiant,117.24800782990408,8651.645837000528,2014,2024,15,18,7
Université des Antilles,Université pluridisciplinaire avec santé,NINI,SCSP/Etudiant(hors doc.),115.54387406293787,8812.191842223217,2014,2024,16,19,7
Université des Antilles,Université pluridisciplinaire avec santé,NINI,Ressources/Etudiant(hors doc.),114.81179928816294,9695.954280591663,2014,2024,38,27,19
Université du Littoral Côte d’Opale,Université pluridisciplinaire hors santé,NINI,SCSP,118.494800053191,80100000,2014,2024,53,26,8
Université du Littoral Côte d’Opale,Université pluridisciplinaire hors santé,NINI,SCSP/E-EC,110.89085566475094,142780.7486631016,2014,2024,26,28,11
Université du Littoral Côte d’Opale,Université pluridisciplinaire hors santé,NINI,SCSP/Etudiant,133.39460026944974,9325.881942018861,2014,2024,9,5,4
Université du Littoral Côte d’Opale,Université pluridisciplinaire hors santé,NINI,SCSP/Etudiant(hors doc.),134.5117952379554,9514.194084808172,2014,2024,10,4,5
Université du Littoral Côte d’Opale,Université pluridisciplinaire hors santé,NINI,Ressources/Etudiant(hors doc.),137.1322833813118,12224.588312151087,2014,2024,16,9,7
CY Cergy Paris Université,Université pluridisciplinaire hors santé,ISITE,SCSP,NA,142996510,2024,2024,33,54,2
CY Cergy Paris Université,Université pluridisciplinaire hors santé,ISITE,SCSP/E-EC,NA,148645.0207900208,2024,2024,15,54,8
CY Cergy Paris Université,Université pluridisciplinaire hors santé,ISITE,SCSP/Etudiant,NA,5612.3281918442635,2024,2024,58,54,16
CY Cergy Paris Université,Université pluridisciplinaire hors santé,ISITE,SCSP/Etudiant(hors doc.),NA,5751.609283243504,2024,2024,58,54,16
CY Cergy Paris Université,Université pluridisciplinaire hors santé,ISITE,Ressources/Etudiant(hors doc.),NA,8842.053294183896,2024,2024,50,54,16
Centre universitaire de Mayotte,Université pluridisciplinaire hors santé,NINI,SCSP,NA,3901399,2024,2024,69,55,19
Centre universitaire de Mayotte,Université pluridisciplinaire hors santé,NINI,SCSP/E-EC,NA,63957.360655737706,2024,2024,68,55,18
Centre universitaire de Mayotte,Université pluridisciplinaire hors santé,NINI,SCSP/Etudiant,NA,3169.2924451665313,2024,2024,68,55,18
Centre universitaire de Mayotte,Université pluridisciplinaire hors santé,NINI,SCSP/Etudiant(hors doc.),NA,3169.2924451665313,2024,2024,68,55,18
Centre universitaire de Mayotte,Université pluridisciplinaire hors santé,NINI,Ressources/Etudiant(hors doc.),NA,5056.142160844842,2024,2024,67,55,18
Nantes Université,Université pluridisciplinaire avec santé,ISITE,SCSP,NA,277606799,2024,2024,13,56,9
Nantes Université,Université pluridisciplinaire avec santé,ISITE,SCSP/E-EC,NA,133272.58713394144,2024,2024,44,56,23
Nantes Université,Université pluridisciplinaire avec santé,ISITE,SCSP/Etudiant,NA,6747.85607681089,2024,2024,46,56,27
Nantes Université,Université pluridisciplinaire avec santé,ISITE,SCSP/Etudiant(hors doc.),NA,6937.2216557962865,2024,2024,46,56,27
Nantes Université,Université pluridisciplinaire avec santé,ISITE,Ressources/Etudiant(hors doc.),NA,9720.867006522229,2024,2024,37,56,18
Sorbonne Université,Université pluridisciplinaire avec santé,IDEx,SCSP,NA,533453833,2024,2024,4,57,3
Sorbonne Université,Université pluridisciplinaire avec santé,IDEx,SCSP/E-EC,NA,126440.82318084854,2024,2024,57,57,30
Sorbonne Université,Université pluridisciplinaire avec santé,IDEx,SCSP/Etudiant,NA,10425.536135866167,2024,2024,5,57,3
Sorbonne Université,Université pluridisciplinaire avec santé,IDEx,SCSP/Etudiant(hors doc.),NA,11167.364462308191,2024,2024,5,57,3
Sorbonne Université,Université pluridisciplinaire avec santé,IDEx,Ressources/Etudiant(hors doc.),NA,16568.811844501663,2024,2024,3,57,2
Université Clermont Auvergne,Université pluridisciplinaire avec santé,ISITE,SCSP,NA,263159378,2024,2024,14,58,10
Université Clermont Auvergne,Université pluridisciplinaire avec santé,ISITE,SCSP/E-EC,NA,140877.6113490364,2024,2024,33,58,17
Université Clermont Auvergne,Université pluridisciplinaire avec santé,ISITE,SCSP/Etudiant,NA,7580.785216339229,2024,2024,30,58,14
Université Clermont Auvergne,Université pluridisciplinaire avec santé,ISITE,SCSP/Etudiant(hors doc.),NA,7801.244419411259,2024,2024,29,58,14
Université Clermont Auvergne,Université pluridisciplinaire avec santé,ISITE,Ressources/Etudiant(hors doc.),NA,9962.332285892153,2024,2024,33,58,16
Université Côte d'Azur,Université pluridisciplinaire avec santé,IDEx,SCSP,NA,221345603,2024,2024,18,59,13
Université Côte d'Azur,Université pluridisciplinaire avec santé,IDEx,SCSP/E-EC,NA,132462.95810891682,2024,2024,45,59,24
Université Côte d'Azur,Université pluridisciplinaire avec santé,IDEx,SCSP/Etudiant,NA,7392.972712090848,2024,2024,34,59,17
Université Côte d'Azur,Université pluridisciplinaire avec santé,IDEx,SCSP/Etudiant(hors doc.),NA,7698.709714444715,2024,2024,35,59,17
Université Côte d'Azur,Université pluridisciplinaire avec santé,IDEx,Ressources/Etudiant(hors doc.),NA,10247.926993843692,2024,2024,30,59,15
Université Grenoble Alpes,Université pluridisciplinaire avec santé,IDEx,SCSP,NA,387564516,2024,2024,6,60,5
Université Grenoble Alpes,Université pluridisciplinaire avec santé,IDEx,SCSP/E-EC,NA,121379.42875039148,2024,2024,64,60,32
Université Grenoble Alpes,Université pluridisciplinaire avec santé,IDEx,SCSP/Etudiant,NA,7272.880256713393,2024,2024,37,60,20
Université Grenoble Alpes,Université pluridisciplinaire avec santé,IDEx,SCSP/Etudiant(hors doc.),NA,7675.000811929422,2024,2024,36,60,18
Université Grenoble Alpes,Université pluridisciplinaire avec santé,IDEx,Ressources/Etudiant(hors doc.),NA,11629.551161455136,2024,2024,19,60,9
Université Gustave Eiffel,Université pluridisciplinaire hors santé,ISITE,SCSP,NA,174857382,2024,2024,29,61,1
Université Gustave Eiffel,Université pluridisciplinaire hors santé,ISITE,SCSP/E-EC,NA,246973.7033898305,2024,2024,3,61,2
Université Gustave Eiffel,Université pluridisciplinaire hors santé,ISITE,SCSP/Etudiant,NA,11713.383038585209,2024,2024,2,61,1
Université Gustave Eiffel,Université pluridisciplinaire hors santé,ISITE,SCSP/Etudiant(hors doc.),NA,12163.145659432388,2024,2024,2,61,1
Université Gustave Eiffel,Université pluridisciplinaire hors santé,ISITE,Ressources/Etudiant(hors doc.),NA,20777.699568725653,2024,2024,1,61,1
Université Panthéon-Assas,Université tertiaire - droit et économie,NINI,SCSP,NA,77200000,2024,2024,56,62,3
Université Panthéon-Assas,Université tertiaire - droit et économie,NINI,SCSP/E-EC,NA,106629.83425414364,2024,2024,65,62,3
Université Panthéon-Assas,Université tertiaire - droit et économie,NINI,SCSP/Etudiant,NA,3314.1581523139007,2024,2024,67,62,3
Université Panthéon-Assas,Université tertiaire - droit et économie,NINI,SCSP/Etudiant(hors doc.),NA,3419.2576844716095,2024,2024,67,62,3
Université Panthéon-Assas,Université tertiaire - droit et économie,NINI,Ressources/Etudiant(hors doc.),NA,4742.239348037913,2024,2024,69,62,3
Université Paris sciences et lettres,Université pluridisciplinaire hors santé,NINI,SCSP,NA,8094557,2024,2024,68,63,18
Université Paris sciences et lettres,Université pluridisciplinaire hors santé,NINI,SCSP/E-EC,NA,5374.871845949535,2024,2024,69,63,19
Université Paris sciences et lettres,Université pluridisciplinaire hors santé,NINI,SCSP/Etudiant,NA,415.7664492269762,2024,2024,69,63,19
Université Paris sciences et lettres,Université pluridisciplinaire hors santé,NINI,SCSP/Etudiant(hors doc.),NA,478.7129339405051,2024,2024,69,63,19
Université Paris sciences et lettres,Université pluridisciplinaire hors santé,NINI,Ressources/Etudiant(hors doc.),NA,4976.9362469690695,2024,2024,68,63,19
Université Paris-Saclay,Université scientifique et/ou médicale,IDEx,SCSP,NA,322119332,2024,2024,11,64,3
Université Paris-Saclay,Université scientifique et/ou médicale,IDEx,SCSP/E-EC,NA,137657.83418803418,2024,2024,40,64,3
Université Paris-Saclay,Université scientifique et/ou médicale,IDEx,SCSP/Etudiant,NA,7139.011369428869,2024,2024,42,64,4
Université Paris-Saclay,Université scientifique et/ou médicale,IDEx,SCSP/Etudiant(hors doc.),NA,8049.763394642143,2024,2024,24,64,4
Université Paris-Saclay,Université scientifique et/ou médicale,IDEx,Ressources/Etudiant(hors doc.),NA,12524.906512395042,2024,2024,14,64,2
Université Polytechnique Hauts-de-France,Université pluridisciplinaire avec santé,NINI,SCSP,NA,86019692,2024,2024,50,65,30
Université Polytechnique Hauts-de-France,Université pluridisciplinaire avec santé,NINI,SCSP/E-EC,NA,150121.6265270506,2024,2024,12,65,5
Université Polytechnique Hauts-de-France,Université pluridisciplinaire avec santé,NINI,SCSP/Etudiant,NA,7158.166930182242,2024,2024,41,65,24
Université Polytechnique Hauts-de-France,Université pluridisciplinaire avec santé,NINI,SCSP/Etudiant(hors doc.),NA,7303.420954321617,2024,2024,41,65,23
Université Polytechnique Hauts-de-France,Université pluridisciplinaire avec santé,NINI,Ressources/Etudiant(hors doc.),NA,9484.562998811343,2024,2024,42,65,21
Université de Lille,Université pluridisciplinaire avec santé,ISITE,SCSP,NA,527073114,2024,2024,5,66,4
Université de Lille,Université pluridisciplinaire avec santé,ISITE,SCSP/E-EC,NA,143421.2555102041,2024,2024,24,66,10
Université de Lille,Université pluridisciplinaire avec santé,ISITE,SCSP/Etudiant,NA,7031.954452063933,2024,2024,43,66,25
Université de Lille,Université pluridisciplinaire avec santé,ISITE,SCSP/Etudiant(hors doc.),NA,7211.190351753294,2024,2024,43,66,25
Université de Lille,Université pluridisciplinaire avec santé,ISITE,Ressources/Etudiant(hors doc.),NA,9153.60256392716,2024,2024,48,66,27
Université de Montpellier,Université pluridisciplinaire avec santé,ISITE,SCSP,NA,337538289,2024,2024,9,67,8
Université de Montpellier,Université pluridisciplinaire avec santé,ISITE,SCSP/E-EC,NA,138278.6927488734,2024,2024,37,67,19
Université de Montpellier,Université pluridisciplinaire avec santé,ISITE,SCSP/Etudiant,NA,7182.124156861076,2024,2024,39,67,22
Université de Montpellier,Université pluridisciplinaire avec santé,ISITE,SCSP/Etudiant(hors doc.),NA,7453.479861325796,2024,2024,40,67,22
Université de Montpellier,Université pluridisciplinaire avec santé,ISITE,Ressources/Etudiant(hors doc.),NA,11439.437309543788,2024,2024,20,67,10
Université de Paris,Université scientifique et/ou médicale,IDEx,SCSP,NA,540181916,2024,2024,2,68,1
Université de Paris,Université scientifique et/ou médicale,IDEx,SCSP/E-EC,NA,144086.9341157642,2024,2024,23,68,1
Université de Paris,Université scientifique et/ou médicale,IDEx,SCSP/Etudiant,NA,9038.281230130844,2024,2024,13,68,2
Université de Paris,Université scientifique et/ou médicale,IDEx,SCSP/Etudiant(hors doc.),NA,9503.886765896055,2024,2024,11,68,2
Université de Paris,Université scientifique et/ou médicale,IDEx,Ressources/Etudiant(hors doc.),NA,12511.641489848342,2024,2024,15,68,3
Université de Rennes 1,Université scientifique et/ou médicale,NINI,SCSP,NA,231858820,2024,2024,15,69,5
Université de Rennes 1,Université scientifique et/ou médicale,NINI,SCSP/E-EC,NA,127605.2944413869,2024,2024,54,69,5
Université de Rennes 1,Université scientifique et/ou médicale,NINI,SCSP/Etudiant,NA,6638.57355551738,2024,2024,50,69,5
Université de Rennes 1,Université scientifique et/ou médicale,NINI,SCSP/Etudiant(hors doc.),NA,6870.705268772595,2024,2024,47,69,5
Université de Rennes 1,Université scientifique et/ou médicale,NINI,Ressources/Etudiant(hors doc.),NA,9579.600160018965,2024,2024,40,69,5
