"link";"reference";"jobLocation";"datePosted";"employmentType";"duration.months";"workHours";"baseSalary";"educationRequirements";"experienceRequirements"
"https://emploi.cnrs.fr/Offres/CDD/USR3380-HELCOL-001/Default.aspx";"USR3380-HELCOL-001";"VILLENEUVE D ASCQ";"vendredi 4 décembre 2020";"CDD Technique/Administratif";"12";"Temps complet";"entre 1950 et 2386 € bruts mensuels selon expérience";"Bac+2";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR5560-FABSOL-002/Default.aspx";"UMR5560-FABSOL-002";"TOULOUSE";"vendredi 4 décembre 2020";"CDD Scientifique";"12";"Temps complet";"2648-3768 bruts selon expérience";"Doctorat";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UPR3407-DOMVRE0-001/Default.aspx";"UPR3407-DOMVRE0-001";"VILLETANEUSE";"vendredi 4 décembre 2020";"CDD Technique/Administratif";"12";"Temps complet";"de 2151 € à 2272 € brut mensuel";"Bac+3";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR5203-ANNCHA-019/Default.aspx";"UMR5203-ANNCHA-019";"MONTPELLIER";"vendredi 4 décembre 2020";"CDD Technique/Administratif";"12";"Temps complet";"1630 €  à 1720 € brut mensuel en fonction de l'expérience";"Bac / Bac pro";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR5800-MAGHIN-014/Default.aspx";"UMR5800-MAGHIN-014";"TALENCE";"vendredi 4 décembre 2020";"CDD Scientifique";"24";"Temps complet";"entre 2648€ et 3054€ bruts mensuels selon expérience";"Doctorat";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR8630-FRAPER-002/Default.aspx";"UMR8630-FRAPER-002";"PARIS 14";"vendredi 4 décembre 2020";"CDD Scientifique";"18";"Temps complet";"entre 2728€ et 3145€ bruts mensuels selon expérience";"Doctorat";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR9012-SOPHEB-023/Default.aspx";"UMR9012-SOPHEB-023";"ORSAY";"vendredi 4 décembre 2020";"CDD Technique/Administratif";"24";"Temps complet";"Entre 2151,32 et 2272,27 €";"Bac+5";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR5253-FREJAO-003/Default.aspx";"UMR5253-FREJAO-003";"MONTPELLIER";"vendredi 4 décembre 2020";"CDD Scientifique";"12";"Temps complet";"entre 2461,99 et 2642,32 euros brut mensuel";"Bac+5";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR5607-MARCHA-001/Default.aspx";"UMR5607-MARCHA-001";"PESSAC";"vendredi 4 décembre 2020";"CDD Scientifique";"23";"Temps complet";"entre 2648€ et 3054€ selon expérience";"Doctorat";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR5505-CHLBOU-033/Default.aspx";"UMR5505-CHLBOU-033";"TOULOUSE";"samedi 5 décembre 2020";"CDD Scientifique";"12";"Temps complet";"Entre 2 648 et 3 729 bruts mensuels selon expérience";"Doctorat";"1 à 4 années"
