"link";"reference";"jobLocation";"datePosted";"employmentType";"duration.months";"workHours";"baseSalary";"educationRequirements";"experienceRequirements"
"https://emploi.cnrs.fr/Offres/CDD/UMR5525-ELSGEN-019/Default.aspx";"UMR5525-ELSGEN-019";"LA TRONCHE";"vendredi 27 novembre 2020";"CDD Scientifique";"6";"Temps complet";"2648 euros bruts mensuels";"Doctorat";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR5256-DAVFAR-006/Default.aspx";"UMR5256-DAVFAR-006";"VILLEURBANNE";"vendredi 27 novembre 2020";"CDD Technique/Administratif";"12";"Temps complet";"entre 2109 et 2228€ brut mensuel selon expérience";"Supérieur à bac+5";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR5596-MARALL-001/Default.aspx";"UMR5596-MARALL-001";"LYON 07";"vendredi 27 novembre 2020";"CDD Scientifique";"24";"Temps complet";"entre 2648 euros et 2877 euros selon expérience";"Doctorat";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR5069-TSUKAT-005/Default.aspx";"UMR5069-TSUKAT-005";"TOULOUSE";"vendredi 27 novembre 2020";"CDD Scientifique";"12";"Temps complet";"entre 2648 et 3054 € bruts mensuels selon expérience";"Doctorat";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UPR3266-VIRLEF-012/Default.aspx";"UPR3266-VIRLEF-012";"CAEN";"vendredi 27 novembre 2020";"CDD Technique/Administratif";"12";"Temps complet";"a partir de 2100 euros ( selon expérience)";"Bac+3";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR5218-FABPRE-010/Default.aspx";"UMR5218-FABPRE-010";"TALENCE";"vendredi 27 novembre 2020";"CDD Technique/Administratif";"12";"Temps complet";"entre 2 089€  et 2 206€ bruts selon expérience";"Ingénieur";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR6614-THIBES-012/Default.aspx";"UMR6614-THIBES-012";"ST ETIENNE DU ROUVRAY CEDE";"vendredi 27 novembre 2020";"CDD Scientifique";"12";"Temps complet";"entre 2.650€ et 3.800€ brut mensuel selon expérience";"Doctorat";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR5218-FABPRE-011/Default.aspx";"UMR5218-FABPRE-011";"TALENCE";"vendredi 27 novembre 2020";"CDD Technique/Administratif";"12";"Temps complet";"entre 1 931€ ou 2 061€ slon expérience";"Bac+2";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR7356-PHITUR-001/Default.aspx";"UMR7356-PHITUR-001";"LA ROCHELLE";"lundi 30 novembre 2020";"CDD Scientifique";"12";"Temps complet";"Selon grille CNRS expérience inférieure à 2ans (entre 2648.79 et 3054.06 € bruts mensuels)";"Doctorat";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/ERL9002-ISALAN0-003/Default.aspx";"ERL9002-ISALAN0-003";"VILLENEUVE D ASCQ";"lundi 30 novembre 2020";"CDD Technique/Administratif";"6";"Temps incomplet";"entre 1629 et 1880 euros de salaire brut mensuel selon expérience";"Bac / Bac pro";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMS831-FRAAND-004/Default.aspx";"UMS831-FRAAND-004";"TOULOUSE";"lundi 30 novembre 2020";"CDD Technique/Administratif";"6";"Temps complet";"entre 2088 et 2206€ bruts mensuels selon expérience et diplôme";"Bac+3";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR6502-CHREWE-001/Default.aspx";"UMR6502-CHREWE-001";"NANTES";"lundi 30 novembre 2020";"CDD Scientifique";"12";"Temps complet";"2675 € bruts mensuels";"Doctorat";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR5513-CLALAM-001/Default.aspx";"UMR5513-CLALAM-001";"VAULX EN VELIN";"lundi 30 novembre 2020";"CDD Scientifique";"14";"Temps complet";"2150 à 2479€ net mensuel hors prélèvement à la source et selon expérience)";"Doctorat";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR7210-VALEMI-004/Default.aspx";"UMR7210-VALEMI-004";"PARIS 12";"lundi 30 novembre 2020";"CDD Technique/Administratif";"24";"Temps complet";"entre 2690 et 2890 €brus mensuels selon expérience";"Ingénieur";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR7583-GENTUA-025/Default.aspx";"UMR7583-GENTUA-025";"CRETEIL";"lundi 30 novembre 2020";"CDD Technique/Administratif";"10";"Temps complet";"1 661,97  et 1 756,74 euros bruts mensuels selon expérience";"Bac / Bac pro";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR9012-SOPHEB-021/Default.aspx";"UMR9012-SOPHEB-021";"ORSAY";"lundi 30 novembre 2020";"CDD Technique/Administratif";"6";"Temps complet";"2150 € bruts mensuels";"Bac+5";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR7341-OLIUTE-004/Default.aspx";"UMR7341-OLIUTE-004";"MARSEILLE 09";"lundi 30 novembre 2020";"CDD Technique/Administratif";"12";"Temps complet";"entre 2151,32 et 2272,27 euros bruts mensuels selon expérience";"Bac+3";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR7283-DELLER-036/Default.aspx";"UMR7283-DELLER-036";"MARSEILLE 09";"lundi 30 novembre 2020";"CDD Technique/Administratif";"24";"Temps complet";"entre 2151,31€ et 2272,27€ bruts";"Bac+3";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/USR2004-BRUCEN-001/Default.aspx";"USR2004-BRUCEN-001";"MARSEILLE 13";"lundi 30 novembre 2020";"CDD Technique/Administratif";"12";"Temps complet";"Entre 2151.32 et 2272.27 euros bruts mensuels selon grille CNRS basée sur diplôme et expérience";"Bac+3";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR7249-SOPBRA0-010/Default.aspx";"UMR7249-SOPBRA0-010";"MARSEILLE 13";"lundi 30 novembre 2020";"CDD Technique/Administratif";"24";"Temps complet";"montant BRUT/mois : 2510.74€ à 2694.64€)";"Doctorat";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR5669-MAGLEB-004/Default.aspx";"UMR5669-MAGLEB-004";"LYON 07";"lundi 30 novembre 2020";"CDD Scientifique";"24";"Temps complet";"2675 à 3805€ brut mensuel";"Bac+5";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR8109-SYLDES-022/Default.aspx";"UMR8109-SYLDES-022";"MEUDON";"lundi 30 novembre 2020";"CDD Technique/Administratif";"36";"Temps complet";"selon diplôme et expérience entre 2510€ et 3194€ bruts mensuels";"Supérieur à bac+5";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR5256-NOEPER-004/Default.aspx";"UMR5256-NOEPER-004";"VILLEURBANNE";"lundi 30 novembre 2020";"CDD Scientifique";"12";"Temps complet";"environ 2700 euro brut mensuels";"Doctorat";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR3589-SIMMUN-002/Default.aspx";"UMR3589-SIMMUN-002";"TOULOUSE";"lundi 30 novembre 2020";"CDD Scientifique";"18";"Temps complet";"entre 2648 et 3768 euros bruts mensuels selon expérience";"Doctorat";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/MOY400-NATSEN-057/Default.aspx";"MOY400-NATSEN-057";"GIF SUR YVETTE";"lundi 30 novembre 2020";"CDD Technique/Administratif";"24";"Temps complet";"Selon expérience";"Bac+3";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR8612-SIMMUR-008/Default.aspx";"UMR8612-SIMMUR-008";"CHATENAY MALABRY";"lundi 30 novembre 2020";"CDD Scientifique";"12";"Temps complet";"entre 2500 et 3500 € bruts mensuels selon expérience";"Doctorat";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR6614-THIBES-014/Default.aspx";"UMR6614-THIBES-014";"ST ETIENNE DU ROUVRAY CEDE";"lundi 30 novembre 2020";"CDD Scientifique";"18";"Temps complet";"2.675€ salaire brut";"Doctorat";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR7031-SANGUE-019/Default.aspx";"UMR7031-SANGUE-019";"MARSEILLE 13";"mardi 1 décembre 2020";"CDD Scientifique";"12";"Temps complet";"Entre 2728,26 et 3881,29 € bruts mensuels selon expérience";"Doctorat";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR5048-FLOLEP-013/Default.aspx";"UMR5048-FLOLEP-013";"MONTPELLIER";"mardi 1 décembre 2020";"CDD Technique/Administratif";"24";"Temps complet";"Entre 2082 € et 2190 Euros/bruts par mois selon expérience";"Bac+2";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR8134-OZAKAR-003/Default.aspx";"UMR8134-OZAKAR-003";"MARNE LA VALLEE";"mardi 1 décembre 2020";"CDD Scientifique";"24";"Temps complet";"entre 2728 et 3881 €  brut mensuel selon expérience.";"Doctorat";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UPR2940-JEAPOI-001/Default.aspx";"UPR2940-JEAPOI-001";"GRENOBLE";"mardi 1 décembre 2020";"CDD Scientifique";"24";"Temps complet";"entre 2 648 et 3768 €  bruts mensuels selon expérience.";"Doctorat";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR7504-CHRBOE-003/Default.aspx";"UMR7504-CHRBOE-003";"STRASBOURG";"mardi 1 décembre 2020";"CDD Scientifique";"24";"Temps complet";"Rémunération brute mensuelle à partir de 2675.27 € (en fonction de l'expérience)";"Bac+5";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR7164-NADOKA-007/Default.aspx";"UMR7164-NADOKA-007";"PARIS 13";"mardi 1 décembre 2020";"CDD Scientifique";"12";"Temps complet";"entre 2728 et 3881 euros bruts mensuels selon l'expérience";"Doctorat";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UPR8001-BERTON-001/Default.aspx";"UPR8001-BERTON-001";"TOULOUSE";"mardi 1 décembre 2020";"CDD Scientifique";"15";"Temps complet";"entre 2648 et 3054 euros brut mensuels selon l'expérience";"Doctorat";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR6523-SOLGUE-012/Default.aspx";"UMR6523-SOLGUE-012";"PLOUZANE";"mardi 1 décembre 2020";"CDD Scientifique";"9";"Temps complet";"Entre 2675 et 3805 € bruts mensuels selon expérience";"Doctorat";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR5193-ADRDEF-001/Default.aspx";"UMR5193-ADRDEF-001";"TOULOUSE";"mardi 1 décembre 2020";"CDD Technique/Administratif";"20";"Temps complet";"2437 euros bruts mensuels";"Supérieur à bac+5";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR5204-CHRMAU-001/Default.aspx";"UMR5204-CHRMAU-001";"LE BOURGET DU LAC";"mardi 1 décembre 2020";"CDD Technique/Administratif";"3";"Temps complet";"brut 1 930,85 € / mois";"Bac+2";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR8212-MAUGRE-007/Default.aspx";"UMR8212-MAUGRE-007";"GIF SUR YVETTE";"mardi 1 décembre 2020";"CDD Technique/Administratif";"12";"Temps complet";"Entre 1 988 € et  2 123 € bruts mensuels selon expérience";"Bac+2";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/INS1650-SONVEL-021/Default.aspx";"INS1650-SONVEL-021";"PARIS 16";"mardi 1 décembre 2020";"CDD Technique/Administratif";"6";"Temps complet";"De 1988 à 2234 € bruts mensuels en fonction de l'expérience";"Bac+2";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR8001-VIVBAL-004/Default.aspx";"UMR8001-VIVBAL-004";"PARIS 05";"mardi 1 décembre 2020";"CDD Scientifique";"24";"Temps complet";"entre 3 800 et 4000 euros bruts mensuels selon expérience";"Doctorat";"5 à 10 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR5229-ANNBUS-004/Default.aspx";"UMR5229-ANNBUS-004";"BRON";"mardi 1 décembre 2020";"CDD Technique/Administratif";"3";"Temps complet";"entre 1629 et 1722€";"Bac / Bac pro";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR7317-NATBES-007/Default.aspx";"UMR7317-NATBES-007";"AIX EN PROVENCE";"mardi 1 décembre 2020";"CDD Scientifique";"6";"Temps complet";"entre 2728 et 3881 euros bruts mensuels selon expérience";"Doctorat";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR7592-ISALAD-028/Default.aspx";"UMR7592-ISALAD-028";"PARIS 13";"mardi 1 décembre 2020";"CDD Scientifique";"12";"Temps complet";"entre 2730 et 3880 € bruts, selon expérience";"Doctorat";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR6226-MARFOU-001/Default.aspx";"UMR6226-MARFOU-001";"RENNES";"mardi 1 décembre 2020";"CDD Technique/Administratif";"15";"Temps complet";"entre 1600 et 1700 € bruts mensuels";"Bac / Bac pro";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/MOY1692-VERVER-004/Default.aspx";"MOY1692-VERVER-004";"GIF SUR YVETTE";"mardi 1 décembre 2020";"CDD Technique/Administratif";"12";"Temps complet";"entre 1 988 et 2 123 € bruts mensuels selon expérience";"Bac+2";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR7010-LAULAB-003/Default.aspx";"UMR7010-LAULAB-003";"NICE";"mardi 1 décembre 2020";"CDD Scientifique";"12";"Temps complet";"2600 €";"Doctorat";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/MOY1500-FRADJI1-052/Default.aspx";"MOY1500-FRADJI1-052";"TALENCE";"mardi 1 décembre 2020";"CDD Technique/Administratif";"12";"Temps complet";"entre 2088€ et 2206€ bruts menseuls selon expérience";"Bac+5";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR168-CATVIL-002/Default.aspx";"UMR168-CATVIL-002";"PARIS 05";"mardi 1 décembre 2020";"CDD Scientifique";"4";"Temps complet";"de 2728 € à 3881 € brut selon expérience";"Doctorat";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR7361-SIMBEN-001/Default.aspx";"UMR7361-SIMBEN-001";"MULHOUSE";"mardi 1 décembre 2020";"CDD Scientifique";"12";"Temps complet";"à partir de 2 675,27 € brut mensuel selon expérience";"Doctorat";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UPR2357-MAGDAU-004/Default.aspx";"UPR2357-MAGDAU-004";"STRASBOURG";"mardi 1 décembre 2020";"CDD Technique/Administratif";"6";"Temps complet";"à partir de 1629,71 euros brut mensuels";"Bac / Bac pro";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR8564-NAZATT-002/Default.aspx";"UMR8564-NAZATT-002";"PARIS 06";"mardi 1 décembre 2020";"CDD Technique/Administratif";"4";"Temps complet";"entre 1622 et 1757€";"Bac / Bac pro";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UPR3407-GUILOM-002/Default.aspx";"UPR3407-GUILOM-002";"VILLETANEUSE";"mercredi 2 décembre 2020";"CDD Scientifique";"9";"Temps complet";"2728 euros bruts mensuels";"Doctorat";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UPR3079-DOMMAS-001/Default.aspx";"UPR3079-DOMMAS-001";"ORLEANS";"mercredi 2 décembre 2020";"CDD Scientifique";"12";"Temps complet";"Rémunération comprise entre 2648 € et 3768 € bruts mensuels selon expérience";"Doctorat";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR8630-MICLOU-003/Default.aspx";"UMR8630-MICLOU-003";"PARIS 14";"mercredi 2 décembre 2020";"CDD Technique/Administratif";"12";"Temps complet";"De 2510.74 à 3194.10 euros bruts mensuels selon expérience.";"Ingénieur";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR5554-ALLEVI-007/Default.aspx";"UMR5554-ALLEVI-007";"MONTPELLIER";"mercredi 2 décembre 2020";"CDD Technique/Administratif";"12";"Temps complet";"entre 1629 et 1722 € bruts mensuels selon expérience";"Bac / Bac pro";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UPR9022-BENSTE-010/Default.aspx";"UPR9022-BENSTE-010";"STRASBOURG";"mercredi 2 décembre 2020";"CDD Technique/Administratif";"6";"Temps incomplet";"325.93€ brut mensuel";"Bac / Bac pro";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/MOY500-BENBEN-010/Default.aspx";"MOY500-BENBEN-010";"MEUDON";"mercredi 2 décembre 2020";"CDD Technique/Administratif";"12";"Temps complet";"entre 1 988€ et 2 434€ bruts mensuels selon expérience";"Bac+2";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMS3426-EDIDEM0-026/Default.aspx";"UMS3426-EDIDEM0-026";"MONTPELLIER";"mercredi 2 décembre 2020";"CDD Technique/Administratif";"12";"Temps complet";"Entre  2 109 €  et 2 228 € brut mensuel";"Bac+3";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/INS1650-SONVEL-022/Default.aspx";"INS1650-SONVEL-022";"PARIS 16";"mercredi 2 décembre 2020";"CDD Technique/Administratif";"9";"Temps complet";"De 1661 à 1832 € bruts mensuels en fonction de l'expérience";"Bac / Bac pro";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/MOY1800-AURAVE-009/Default.aspx";"MOY1800-AURAVE-009";"LILLE";"mercredi 2 décembre 2020";"CDD Technique/Administratif";"12";"Temps complet";"entre 2 109 et 2 694€ bruts mensuels selon expérience";"Bac+3";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR7258-CHRLAC-005/Default.aspx";"UMR7258-CHRLAC-005";"MARSEILLE 08";"mercredi 2 décembre 2020";"CDD Technique/Administratif";"6";"Temps complet";"entre 2510.74 et 2694.64 euros bruts mensuels selon expérience";"Doctorat";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR7182-HELBAR-002/Default.aspx";"UMR7182-HELBAR-002";"THIAIS";"mercredi 2 décembre 2020";"CDD Scientifique";"12";"Temps complet";"2728€ brut par mois";"Doctorat";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UPR3228-CATKNO-011/Default.aspx";"UPR3228-CATKNO-011";"TOULOUSE";"mercredi 2 décembre 2020";"CDD Technique/Administratif";"5";"Temps complet";"1930€ à 2061€";"Bac+2";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UPR22-FOUBOU-001/Default.aspx";"UPR22-FOUBOU-001";"STRASBOURG";"mercredi 2 décembre 2020";"CDD Technique/Administratif";"12";"Temps complet";"à partir 2461,99 euros brut mensuels";"Doctorat";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/FR2638-FABCAR-002/Default.aspx";"FR2638-FABCAR-002";"VILLENEUVE D ASCQ";"mercredi 2 décembre 2020";"CDD Scientifique";"11";"Temps complet";"entre 2 675 et 3 085 € bruts mensuels selon expérience.";"Doctorat";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/FR3104-CHRMAS0-003/Default.aspx";"FR3104-CHRMAS0-003";"AMIENS";"mercredi 2 décembre 2020";"CDD Technique/Administratif";"12";"Temps complet";"brute mensuelle entre 1 950€ et 2 082€";"Bac+2";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR5221-DOMTRU-001/Default.aspx";"UMR5221-DOMTRU-001";"MONTPELLIER";"mercredi 2 décembre 2020";"CDD Scientifique";"24";"Temps complet";"entre 2700 euros et 3800 euros bruts mensuels selon expérience";"Doctorat";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR8520-FRELEF-079/Default.aspx";"UMR8520-FRELEF-079";"VILLENEUVE D ASCQ";"mercredi 2 décembre 2020";"CDD Scientifique";"24";"Temps complet";"A partir de 2675 euros bruts mensuels selon expérience.";"Doctorat";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR5069-TSUKAT-006/Default.aspx";"UMR5069-TSUKAT-006";"TOULOUSE";"jeudi 3 décembre 2020";"CDD Scientifique";"12";"Temps complet";"entre 2648 et 3054 € bruts mensuels selon expérience";"Doctorat";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR3589-PAUMAR-001/Default.aspx";"UMR3589-PAUMAR-001";"TOULOUSE";"jeudi 3 décembre 2020";"CDD Scientifique";"12";"Temps complet";"2648 à 3768 € bruts mensuel en fonction de l'expérience";"Doctorat";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR7326-FRELEP-055/Default.aspx";"UMR7326-FRELEP-055";"MARSEILLE 13";"jeudi 3 décembre 2020";"CDD Technique/Administratif";"12";"Temps complet";"entre 2151,31 et 2748,08 brut mensuel selon experience.";"Bac+5";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR8214-BERUST-009/Default.aspx";"UMR8214-BERUST-009";"ORSAY";"jeudi 3 décembre 2020";"CDD Technique/Administratif";"12";"Temps complet";"entre 1988€ et 2348€ bruts mensuel selon expérience";"Bac+2";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UPR3407-JONMOU-001/Default.aspx";"UPR3407-JONMOU-001";"VILLETANEUSE";"jeudi 3 décembre 2020";"CDD Technique/Administratif";"7";"Temps complet";"entre 2151€ et 2668€ bruts mensuel selon expérience";"Bac+5";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR5558-NATARB-013/Default.aspx";"UMR5558-NATARB-013";"VILLEURBANNE";"jeudi 3 décembre 2020";"CDD Scientifique";"9";"Temps complet";"entre 2648 et 3805 € bruts mensuels selon expérience";"Doctorat";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR5245-JOSSAN-003/Default.aspx";"UMR5245-JOSSAN-003";"CASTANET TOLOSAN";"jeudi 3 décembre 2020";"CDD Technique/Administratif";"6";"Temps complet";"entre 2437 et 2616€ bruts mensuels selon expérience";"Doctorat";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR9012-SOPHEB-022/Default.aspx";"UMR9012-SOPHEB-022";"ORSAY";"jeudi 3 décembre 2020";"CDD Scientifique";"24";"Temps complet";"3145 € bruts mensuels";"Doctorat";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR2594-FERDEC-001/Default.aspx";"UMR2594-FERDEC-001";"CASTANET TOLOSAN";"jeudi 3 décembre 2020";"CDD Scientifique";"24";"Temps complet";"entre 2648 et 3054 € bruts mensuels selon expérience";"Doctorat";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR5588-VIVLEC-002/Default.aspx";"UMR5588-VIVLEC-002";"ST MARTIN D HERES";"jeudi 3 décembre 2020";"CDD Scientifique";"24";"Temps complet";"Rémunération brute mensuelle à partir de 2648.79 € (en fonction de l'expérience)";"Doctorat";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/USR3683-QUEALA-006/Default.aspx";"USR3683-QUEALA-006";"GIF SUR YVETTE";"jeudi 3 décembre 2020";"CDD Technique/Administratif";"3";"Temps incomplet";"entre 1253 et 1323€ bruts mensuels selon experience pour un contrat a temps partiel (60%)";"Bac+5";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR5004-CECABA-020/Default.aspx";"UMR5004-CECABA-020";"MONTPELLIER";"jeudi 3 décembre 2020";"CDD Technique/Administratif";"6";"Temps complet";"entre 1950€ et 2080€ bruts mensuels selon expérience";"Bac+2";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR5277-EMIDUP-085/Default.aspx";"UMR5277-EMIDUP-085";"TOULOUSE";"jeudi 3 décembre 2020";"CDD Technique/Administratif";"12";"Temps complet";"entre 2088 et 2500 € bruts/mois selon expériences et diplôme";"Bac+3";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR7186-MONHEI-001/Default.aspx";"UMR7186-MONHEI-001";"NANTERRE";"jeudi 3 décembre 2020";"CDD Scientifique";"12";"Temps complet";"entre 2728 et 3145 euros brut mensuel";"Doctorat";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/MOY700-SANBUS-039/Default.aspx";"MOY700-SANBUS-039";"VILLEURBANNE";"jeudi 3 décembre 2020";"CDD Technique/Administratif";"12";"Temps complet";"1950 à 2082€ brut mensuel en fonction de l'expérience";"Bac+2";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/MOY700-SANBUS-040/Default.aspx";"MOY700-SANBUS-040";"VILLEURBANNE";"jeudi 3 décembre 2020";"CDD Technique/Administratif";"12";"Temps complet";"2109 à 2228€ brut mensuel en fonction de l'expérience";"Bac+3";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR7198-MARTAI-032/Default.aspx";"UMR7198-MARTAI-032";"NANCY";"jeudi 3 décembre 2020";"CDD Scientifique";"24";"Temps complet";"2675,27";"Doctorat";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR7330-ALELIC-001/Default.aspx";"UMR7330-ALELIC-001";"AIX EN PROVENCE";"vendredi 4 décembre 2020";"CDD Scientifique";"16";"Temps complet";"fourchette entre 2728,26 et 3881.29 € bruts mensuels";"Doctorat";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/UMR5321-SEVBON-022/Default.aspx";"UMR5321-SEVBON-022";"ST GIRONS";"vendredi 4 décembre 2020";"CDD Technique/Administratif";"24";"Temps complet";"entre 2088.66 € et 2206.09 € brut mensuel selon expérience";"Bac+3";"1 à 4 années"
"https://emploi.cnrs.fr/Offres/CDD/USR3683-QUEALA-005/Default.aspx";"USR3683-QUEALA-005";"GIF SUR YVETTE";"vendredi 4 décembre 2020";"CDD Technique/Administratif";"4";"Temps complet";"entre 2510,74 € et 3068,75€ bruts mensuels selon expérience";"Doctorat";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR5285-REGPHI-003/Default.aspx";"UMR5285-REGPHI-003";"VILLEURBANNE";"vendredi 4 décembre 2020";"CDD Technique/Administratif";"12";"Temps complet";"entre 2000 et 2200 € bruts mensuels selon expérience";"Bac+5";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR9002-BENMEL-001/Default.aspx";"UMR9002-BENMEL-001";"MONTPELLIER";"vendredi 4 décembre 2020";"CDD Technique/Administratif";"6";"Temps complet";"Entre 1630 et 1730 € bruts mensuels (selon expérience)";"Bac / Bac pro";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UPR288-BRILLO-018/Default.aspx";"UPR288-BRILLO-018";"GIF SUR YVETTE";"vendredi 4 décembre 2020";"CDD Scientifique";"12";"Temps complet";"Entre2 695,56 et 3 841,41 € bruts mensuels selon expérience";"Bac+5";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR8506-STEDOU-005/Default.aspx";"UMR8506-STEDOU-005";"GIF SUR YVETTE";"vendredi 4 décembre 2020";"CDD Scientifique";"12";"Temps complet";"entre 2728€ et 3880€ brut selon expérience";"Doctorat";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UMR7252-DEBTHO-001/Default.aspx";"UMR7252-DEBTHO-001";"LIMOGES";"vendredi 4 décembre 2020";"CDD Scientifique";"8";"Temps complet";"entre 2648,79€ à 4198,03€ brut mensuels (selon expérience)";"Doctorat";"Indifférent"
"https://emploi.cnrs.fr/Offres/CDD/UPR2301-JEABET-002/Default.aspx";"UPR2301-JEABET-002";"GIF SUR YVETTE";"vendredi 4 décembre 2020";"CDD Technique/Administratif";"10";"Temps complet";"à partir de 1988€ brut mensuel selon expérience";"Bac+2";"Indifférent"
