link;reference;title;jobLocation;datePosted;employmentType;duration.months;workHours;baseSalary;Salaire.brut.min;Salaire.brut.max;educationRequirements;experienceRequirements
https://emploi.cnrs.fr/Offres/CDD/UMR5506-DAVPAR-002/Default.aspx;UMR5506-DAVPAR-002;Ingénieur d étude Informatique (H/F) développement d une micro-architecture parallèle;PERPIGNAN;vendredi 19 mars 2021;CDD Technique/Administratif;12;Temps complet;entre 1700 et 1900 euros net;NA;NA;Bac+5;Indifférent
https://emploi.cnrs.fr/Offres/CDD/USR2004-ALELAC-006/Default.aspx;USR2004-ALELAC-006;H/F Chargé-e d édition web;MARSEILLE 13;vendredi 19 mars 2021;CDD Technique/Administratif;12;Temps complet;entre 2151.32€ et 2578.20€;NA;NA;Bac+3;1 à 4 années
https://emploi.cnrs.fr/Offres/CDD/UMR7302-MARAUR1-003/Default.aspx;UMR7302-MARAUR1-003;Chercheur postdoc en épigraphie médiévale H/F;POITIERS;lundi 22 mars 2021;CDD Scientifique;12;Temps complet;de 2648,79 à 3768,24€ selon expérience.;NA;NA;Doctorat;1 à 4 années
https://emploi.cnrs.fr/Offres/CDD/UMR8628-MARMYO-023/Default.aspx;UMR8628-MARMYO-023;Postodoctorant en Arithémtique Géométrie à l Université Paris-Sud H/F;ORSAY;mardi 23 mars 2021;CDD Scientifique;12;Temps complet;ENTRE 2700 ET 3000 EUROS;NA;NA;Bac+5;Indifférent
https://emploi.cnrs.fr/Offres/CDD/UMR8628-MARMYO-022/Default.aspx;UMR8628-MARMYO-022;Postodoctorant en Arithémtique Géométrie à l Université Paris Saclay  H/F;ORSAY;mardi 23 mars 2021;CDD Scientifique;24;Temps complet;ENTRE 2700 ET 3000 EUROS;NA;NA;Bac+5;Indifférent
https://emploi.cnrs.fr/Offres/CDD/UMR5554-CARSMA-001/Default.aspx;UMR5554-CARSMA-001;Technicien·ne bap-A biologiste temps plein H/F;MONTPELLIER;mardi 23 mars 2021;CDD Technique/Administratif;12;Temps complet;entre 1300 et 1510 euros nets mensuels selon expérience;NA;NA;Bac+2;Indifférent
https://emploi.cnrs.fr/Offres/CDD/UPR299-NICSIH-001/Default.aspx;UPR299-NICSIH-001;Chargé(e) de ressources et d ingénierie documentaires (H/F);AUBERVILLIERS;mardi 23 mars 2021;CDD Technique/Administratif;3;Temps complet;à partir de 2 510 euros et selon expérience;NA;NA;Bac+5;1 à 4 années
https://emploi.cnrs.fr/Offres/CDD/UMR6042-ANNBON-006/Default.aspx;UMR6042-ANNBON-006;Evaluation de l état de conservation des habitats agro-pastoraux : approche multi-indicateurs (H/F);CLERMONT FERRAND;jeudi 25 mars 2021;CDD Scientifique;8;Temps complet;2530,09 euros à 2919,72 euros pour 0 à deux années d expérience post doctorale;NA;NA;Doctorat;Indifférent
https://emploi.cnrs.fr/Offres/CDD/UMR7302-MARAUR1-002/Default.aspx;UMR7302-MARAUR1-002;Chercheur postdoc en épigraphie médiévale H/F;POITIERS;jeudi 25 mars 2021;CDD Scientifique;24;Temps complet;de 2648,79 à 3054.06 € selon expérience inférieure à 2 ans;NA;NA;Doctorat;1 à 4 années
https://emploi.cnrs.fr/Offres/CDD/UMR5224-CHRPIC-002/Default.aspx;UMR5224-CHRPIC-002;Poste d ingénieur : simulation numérique, réduction de modèle et contrôle des écoulements pour l aérodynamique de véhicules routiers (H/F);GRENOBLE;jeudi 25 mars 2021;CDD Technique/Administratif;5;Temps complet;2807,68€;NA;NA;Bac+5;5 à 10 années
https://emploi.cnrs.fr/Offres/CDD/UMR8545-MATMOU-001/Default.aspx;UMR8545-MATMOU-001;Post-doc en économie et gestion H/F-Cognitive and Behavioral Science;PARIS 14;jeudi 25 mars 2021;CDD Scientifique;24;Temps complet;3000€  et 3145€;NA;NA;Doctorat;Indifférent
https://emploi.cnrs.fr/Offres/CDD/UMR7372-DELBON-002/Default.aspx;UMR7372-DELBON-002;Technicien/ne en expérimentation  animale (H/F);VILLIERS EN BOIS;vendredi 26 mars 2021;CDD Technique/Administratif;6;Temps complet;1613,57 € à 1862,18 € selon expérience;NA;NA;Bac / Bac pro;1 à 4 années
https://emploi.cnrs.fr/Offres/CDD/MOY1800-AURAVE-011/Default.aspx;MOY1800-AURAVE-011;Gestionnaire comptable et financier.e H/F;LILLE;vendredi 26 mars 2021;CDD Technique/Administratif;6;Temps complet;entre 1629 et 1880 €;NA;NA;Bac / Bac pro;Indifférent
https://emploi.cnrs.fr/Offres/CDD/USR3135-ERICOI-006/Default.aspx;USR3135-ERICOI-006;Assistant-e ingénieur-e en sciences de l information géographique (H/F);AMMAN;lundi 29 mars 2021;CDD Technique/Administratif;12;Temps complet;Le salaire correspondra au niveau de la grille des Assistants ingénieurs du CNRS avec une indemnité spécifique.;NA;NA;Bac+5;1 à 4 années
https://emploi.cnrs.fr/Offres/CDD/UMR8023-MIGFER-001/Default.aspx;UMR8023-MIGFER-001;Postdoctorant en bootstrap conforme (H/F);PARIS 05;lundi 29 mars 2021;CDD Scientifique;24;Temps complet;2700 - 3150 eur en fonction d éxperience;NA;NA;Doctorat;1 à 4 années
https://emploi.cnrs.fr/Offres/CDD/UMR5560-CLAGRA-006/Default.aspx;UMR5560-CLAGRA-006;Ingénieur de Recherche: Emissions de gaz à effet de serre à l échelle globale (H/F);TOULOUSE;mardi 30 mars 2021;CDD Technique/Administratif;18;Temps complet;2437 à 2616 euros/mois;NA;NA;Doctorat;1 à 4 années
https://emploi.cnrs.fr/Offres/CDD/UMR8617-PATJEA-046/Default.aspx;UMR8617-PATJEA-046;Ingénieur de recherche en calcul scientifique (H/F);ORSAY;mardi 30 mars 2021;CDD Technique/Administratif;12;Temps complet;Entre 2510,74 et 3157,18€ selon expérience;NA;NA;Doctorat;Indifférent
https://emploi.cnrs.fr/Offres/CDD/UMR137-JULGRO0-008/Default.aspx;UMR137-JULGRO0-008;Post-doc (H/F) : Calcul neuromorphique quantique avec des circuits supraconducteurs;PALAISEAU;mercredi 31 mars 2021;CDD Scientifique;12;Temps complet;1900€ per month approx;NA;NA;Bac+5;Indifférent
https://emploi.cnrs.fr/Offres/CDD/UMR8183-ANTJAR-002/Default.aspx;UMR8183-ANTJAR-002;Ingénieur d études H/F en production et traitement des données sur fichiers d archive;GUYANCOURT;lundi 8 mars 2021;CDD Technique/Administratif;12;Temps incomplet;Environ 860€ net pour un mi temps;NA;NA;Bac+5;Indifférent
https://emploi.cnrs.fr/Offres/CDD/UMR5635-DAVCOR-008/Default.aspx;UMR5635-DAVCOR-008;"CDD Assistant Ingénieur ""Membranes à base de canaux d eau artificiels pour la nanofiltration"" (H/F)";MONTPELLIER;lundi 8 mars 2021;CDD Technique/Administratif;6;Temps complet;1567 € net mensuel;NA;NA;Bac+2;Indifférent
https://emploi.cnrs.fr/Offres/CDD/UMR3685-PHIDIL-007/Default.aspx;UMR3685-PHIDIL-007;Chercheur en corrosion à long terme des métaux ferreux (H/F);GIF SUR YVETTE;lundi 8 mars 2021;CDD Scientifique;18;Temps complet;entre 2000 et 2300;NA;NA;Bac+5;1 à 4 années
https://emploi.cnrs.fr/Offres/CDD/UMR5635-DAVCOR-007/Default.aspx;UMR5635-DAVCOR-007;"Chercheur post-doc ""Modélisation moléculaire des membranes artificielles de type canaux d eau pour la nanofiltration"" (H/F)";MONTPELLIER;lundi 8 mars 2021;CDD Scientifique;3;Temps complet;net mensuel de 2150 €;NA;NA;Doctorat;Indifférent
https://emploi.cnrs.fr/Offres/CDD/UMR8000-MEHMOS-001/Default.aspx;UMR8000-MEHMOS-001;H/F en CCD chercheur à l ICP en chimie;ORSAY;jeudi 11 mars 2021;CDD Scientifique;8;Temps complet;2100;NA;NA;Doctorat;Indifférent
https://emploi.cnrs.fr/Offres/CDD/UMR5203-CECGIG-001/Default.aspx;UMR5203-CECGIG-001;Ingénieur d études (H/F) en biologie cellulaire;MONTPELLIER;jeudi 11 mars 2021;CDD Technique/Administratif;12;Temps complet;2 000 et 2 100;NA;NA;Bac+5;1 à 4 années
https://emploi.cnrs.fr/Offres/CDD/MOY1800-AURAVE-010/Default.aspx;MOY1800-AURAVE-010;Gestionnaire administratif H/F;LILLE;jeudi 11 mars 2021;CDD Technique/Administratif;3;Temps complet;entre 1629 et 1880 €;NA;NA;Bac / Bac pro;Indifférent
https://emploi.cnrs.fr/Offres/CDD/UMR5256-SHAMIS-001/Default.aspx;UMR5256-SHAMIS-001;Ingénieur d étude (H/F);VILLEURBANNE;vendredi 12 mars 2021;CDD Scientifique;5;Temps complet;selon le système de rémunération du CNRS et l expérience du candidat;NA;NA;Doctorat;Indifférent
https://emploi.cnrs.fr/Offres/CDD/MOY400-STERIG-127/Default.aspx;MOY400-STERIG-127;Manager de projets européens (H/F);GIF SUR YVETTE;vendredi 12 mars 2021;CDD Technique/Administratif;12;Temps complet;Entre 2.151 € et 2.748 € selon expérience;NA;NA;Bac+5;Indifférent
https://emploi.cnrs.fr/Offres/CDD/UMR5819-RACMAU-001/Default.aspx;UMR5819-RACMAU-001;Post doctorant (H/F) : Élaboration et caractérisation de photo-détecteurs hybrides nano-pérovskites/TMD;GRENOBLE;lundi 15 mars 2021;CDD Scientifique;24;Temps complet;2648€ à 3768€ selon expérience;NA;NA;Doctorat;1 à 4 années
https://emploi.cnrs.fr/Offres/CDD/UMR8236-ALEBER-001/Default.aspx;UMR8236-ALEBER-001;Ingénieur-e de recherche en production, traitement et analyse de données sur les risques (H/F);PARIS 13;lundi 15 mars 2021;CDD Technique/Administratif;7;Temps complet;entre 2 510 et 2891 euros pour une expérience jusu à 9 ans;NA;NA;Supérieur à bac+5;Indifférent
https://emploi.cnrs.fr/Offres/CDD/UMR9001-REMBRA-008/Default.aspx;UMR9001-REMBRA-008;H/F Cristaux optomécaniques et couplage retardée;PALAISEAU;lundi 15 mars 2021;CDD Scientifique;18;Temps complet;Le montant de la rémunération d un doctorant est fixe et dépend de sa date d embauche;NA;NA;Doctorat;Indifférent
https://emploi.cnrs.fr/Offres/CDD/UMR8053-PASCAM-002/Default.aspx;UMR8053-PASCAM-002;H/F CHERCHEUR EN BIODIVERSITE ET ECOLOGIE MARINE TROPICALE - 50 %;SCHOELCHER;lundi 15 mars 2021;CDD Scientifique;9;Temps incomplet;selon expérience (mi-temps);NA;NA;Doctorat;5 à 10 années
https://emploi.cnrs.fr/Offres/CDD/UPR2357-MANHEI-001/Default.aspx;UPR2357-MANHEI-001;Post-doctorat en protection des végétaux et immunité (H/F);STRASBOURG;lundi 15 mars 2021;CDD Scientifique;36;Temps complet;2675,28 € à 3084,60 € selon expérience;NA;NA;Doctorat;1 à 4 années
https://emploi.cnrs.fr/Offres/CDD/UMR9012-SYLPRA0-027/Default.aspx;UMR9012-SYLPRA0-027;Chercheur en technologie des accélérateurs et sciences des matériaux… (H/F);ORSAY;lundi 15 mars 2021;CDD Scientifique;12;Temps complet;Entre 2648.79 € et 3768.24 € selon expérience;NA;NA;Doctorat;1 à 4 années
https://emploi.cnrs.fr/Offres/CDD/IRL3654-MARDUC-002/Default.aspx;IRL3654-MARDUC-002;Microscopiste pour expérience operando et in situ dans un microscope électronique en transmission (H/F);SINGAPOUR;mardi 16 mars 2021;CDD Scientifique;10;Temps complet;3800;NA;NA;Doctorat;1 à 4 années
https://emploi.cnrs.fr/Offres/CDD/UMR5563-VINREG-002/Default.aspx;UMR5563-VINREG-002;Post-doctorant.e analyse de la propagation de la houle et du runup au niveau d une falaise par suivi video (H/F);TOULOUSE;mardi 16 mars 2021;CDD Scientifique;12;Temps complet;2648 et 3768€ mensuels selon expérience;NA;NA;Doctorat;Indifférent
https://emploi.cnrs.fr/Offres/CDD/IRL2820-GUILAR-002/Default.aspx;IRL2820-GUILAR-002;H/F chercheur PostDoc en électrophysiologie haute résolution d organoïdes cérébraux humains;TOKYO,TOKYO;jeudi 18 mars 2021;CDD Scientifique;24;Temps complet;Rémunération équivalente au poste postdoctoral JSPS;NA;NA;Doctorat;Indifférent
https://emploi.cnrs.fr/Offres/CDD/UMR5211-ANTLEB-001/Default.aspx;UMR5211-ANTLEB-001;CDD Chercheur, Évaluation de l impact d aires marines protégées en Afrique de l Est (H/F);MONTPELLIER;mercredi 3 mars 2021;CDD Scientifique;18;Temps complet;2700 euros buts (fonction de l expérience);NA;NA;Doctorat;Indifférent
https://emploi.cnrs.fr/Offres/CDD/UMR5266-CATBON-002/Default.aspx;UMR5266-CATBON-002;Technicien d exploitation pour la gestion d un parc informatique (H/F);ST MARTIN D HERES;mercredi 3 mars 2021;CDD Technique/Administratif;12;Temps complet;entre 1614€ et 1705€ (selon expérience);NA;NA;Bac / Bac pro;Indifférent
https://emploi.cnrs.fr/Offres/CDD/UMR7019-SEBLEB-002/Default.aspx;UMR7019-SEBLEB-002;Chercheur (H/F) en théorie/simulation des propriétés électroniques et structurales de matériaux pour l environnement et l energie.;VANDOEUVRE LES NANCY;jeudi 4 mars 2021;CDD Scientifique;16;Temps complet;entre 2200 euros et 2900 euros en fonction de l experience;NA;NA;Doctorat;Indifférent
https://emploi.cnrs.fr/Offres/CDD/UMR6143-BENLAI-004/Default.aspx;UMR6143-BENLAI-004;Ingénieur-e de recherche en modélisation H/F;MONT ST AIGNAN;jeudi 4 mars 2021;CDD Technique/Administratif;12;Temps complet;1800 à 1900;NA;NA;Doctorat;Indifférent
https://emploi.cnrs.fr/Offres/CDD/FR3098-CORPAR-001/Default.aspx;FR3098-CORPAR-001;Chargé(e) de projet Web – Gestion et diffusion des données de la recherche (H/F);AIX EN PROVENCE;jeudi 4 mars 2021;CDD Technique/Administratif;12;Temps complet;selon grille salariale indiciaire en vigueur pour le niveau IE, entre 2151,32 € et 2272,27€;NA;NA;Bac+4;1 à 4 années
https://emploi.cnrs.fr/Offres/CDD/UMR8223-MARCOU-010/Default.aspx;UMR8223-MARCOU-010;H/F Gestionnaire financier-e de l Institut de Recherche en Musicologie (UMR8223;PARIS 02;vendredi 5 mars 2021;CDD Technique/Administratif;9;Temps incomplet;environ 1000€;NA;NA;Bac+2;Indifférent
https://emploi.cnrs.fr/Offres/CDD/UMR8212-AMALAN-011/Default.aspx;UMR8212-AMALAN-011;Ingénieur de recherche en géochimie isotopique (H/F);GIF SUR YVETTE;vendredi 5 mars 2021;CDD Technique/Administratif;6;Temps complet;entre 2150 et 2400 euros net par mois;NA;NA;Bac+5;Indifférent
https://emploi.cnrs.fr/Offres/CDD/FR3311-LAUFRI0-006/Default.aspx;FR3311-LAUFRI0-006;POST-DOC H/F Caractérisation et pilotage d une tête de scanning de fusion laser sur lit de poudre;GIF SUR YVETTE;lundi 15 février 2021;CDD Scientifique;12;Temps complet;Selon expérience et grille CNRS;NA;NA;Doctorat;Indifférent
https://emploi.cnrs.fr/Offres/CDD/UMR7225-ALEBRI0-005/Default.aspx;UMR7225-ALEBRI0-005;un(e) ingénieur de recherche (H/F);PARIS 13;lundi 15 février 2021;CDD Technique/Administratif;12;Temps complet;selon expérience;NA;NA;BEPC;Indifférent
https://emploi.cnrs.fr/Offres/CDD/UMR8539-ISARIC-044/Default.aspx;UMR8539-ISARIC-044;Le LMD recherche un(e)  Responsable du parc Informatique - H/F;PARIS 05;lundi 15 février 2021;CDD Technique/Administratif;12;Temps complet;Selon diplôme et expérience Grille CNRS;NA;NA;Bac+2;Indifférent
https://emploi.cnrs.fr/Offres/CDD/UMR5026-FREBON0-074/Default.aspx;UMR5026-FREBON0-074;H/F Ingenieur de recherche  en synthèse sous Hautes Pressions;PESSAC;lundi 15 février 2021;CDD Technique/Administratif;18;Temps complet;entre 2437.62€ et 2616.16€;NA;NA;Doctorat;1 à 4 années
https://emploi.cnrs.fr/Offres/CDD/UMR5306-THODEH-001/Default.aspx;UMR5306-THODEH-001;chercheur en optoacoustique H/F;VILLEURBANNE;mardi 16 février 2021;CDD Scientifique;17;Temps complet;3000€ selon expérience;NA;NA;Doctorat;Indifférent
https://emploi.cnrs.fr/Offres/CDD/IRL2958-NADWER-028/Default.aspx;IRL2958-NADWER-028;IR Ingénieur en informatique électrique pour l ingénierie des systèmes de banc d essai de gestion de la qualité de l air H/F;METZ;mercredi 17 février 2021;CDD Technique/Administratif;12;Temps complet;2461.99 à 2642.32 selon expérience;NA;NA;Ingénieur;1 à 4 années
https://emploi.cnrs.fr/Offres/CDD/IRL2958-NADWER-029/Default.aspx;IRL2958-NADWER-029;IR Ingénieur aérospatial pour l ingénierie des systèmes, la modélisation et la simulation, la gestion de la qualité de l air H/F;METZ;mercredi 17 février 2021;CDD Technique/Administratif;12;Temps complet;2461.99 à 2642.32 selon expérience;NA;NA;Ingénieur;1 à 4 années
https://emploi.cnrs.fr/Offres/CDD/UMR5247-NADBET-003/Default.aspx;UMR5247-NADBET-003;Ingénieur de recherches : Etude de cytotoxicité et de biocompatibilité des nanoparticules organosiliciques mésoporeuses et la combinaison de l imagerie et de la thérapie photo-dynamique à 2 photons pour une théranostique ciblée (H/F);MONTPELLIER;mercredi 17 février 2021;CDD Scientifique;15;Temps complet;2400 et 2700 €;NA;NA;Bac+5;5 à 10 années
https://emploi.cnrs.fr/Offres/CDD/MOY1649-KILAUD-004/Default.aspx;MOY1649-KILAUD-004;Chargé.e de la gestion et du pilotage des crédits immobiliers (H/F);PARIS 16;mercredi 17 février 2021;CDD Technique/Administratif;24;Temps complet;rémunération en fonction du profil et de l expérience;NA;NA;Bac+5;1 à 4 années
https://emploi.cnrs.fr/Offres/CDD/UMR6457-SARDIG-001/Default.aspx;UMR6457-SARDIG-001;Post-doctorat (H/F) en physique nucléaire expérimentale et physique des astroparticules pour travailler sur l expérience XENONnT;NANTES;jeudi 18 février 2021;CDD Scientifique;24;Temps complet;de 2675,28 € à 3805,92 € selon expérience;NA;NA;Doctorat;1 à 4 années
https://emploi.cnrs.fr/Offres/CDD/UMR7648-EDOBOU-006/Default.aspx;UMR7648-EDOBOU-006;Ingénieur de recherche en traitement de données spatiales H/F;PARIS 05;vendredi 19 février 2021;CDD Technique/Administratif;18;Temps complet;2 400 à 2 650 euros selon expérience;NA;NA;Bac+5;Indifférent
https://emploi.cnrs.fr/Offres/CDD/UMR7275-PHIBLA-004/Default.aspx;UMR7275-PHIBLA-004;Chercheur Post-doctorant H/F;VALBONNE;vendredi 19 février 2021;CDD Scientifique;12;Temps complet;de 2675,28 € à 3084,60 € pour une expérience inférieure à 2 ans.;NA;NA;Doctorat;1 à 4 années
https://emploi.cnrs.fr/Offres/CDD/UMR7093-MARPIC-002/Default.aspx;UMR7093-MARPIC-002;Assistant ingénieur H/F chargé des inter-calibrages et des développements instrumentaux;VILLEFRANCHE SUR MER;samedi 20 février 2021;CDD Technique/Administratif;12;Temps complet;De 1950 € à 2082 € pour une expérience inférieure à 5 ans.;NA;NA;Bac+2;1 à 4 années
https://emploi.cnrs.fr/Offres/CDD/USR3130-CAMROT-017/Default.aspx;USR3130-CAMROT-017;Ingénieur (6 mois mi-temps) – Traitement de données textuelles et interactionnelles (H/F);BERLIN,BERLIN;lundi 22 février 2021;CDD Technique/Administratif;6;Temps incomplet;2400;NA;NA;Ingénieur;Indifférent
https://emploi.cnrs.fr/Offres/CDD/UPR2940-FLOPOI-049/Default.aspx;UPR2940-FLOPOI-049;Post-doc sur les micro-aimants NdFeB intégrés (H/F);GRENOBLE;lundi 22 février 2021;CDD Scientifique;15;Temps complet;Entre 2648 € et 3768 € selon expérience;NA;NA;Doctorat;Indifférent
https://emploi.cnrs.fr/Offres/CDD/UMR7225-ALEBRI0-010/Default.aspx;UMR7225-ALEBRI0-010;Chercheur(e) en Deep Learning pour l imagerie cérébrale (H/F);PARIS 13;mardi 23 février 2021;CDD Scientifique;12;Temps complet;selon expérience;NA;NA;Bac+5;Indifférent
https://emploi.cnrs.fr/Offres/CDD/UMR5216-CHRROM-016/Default.aspx;UMR5216-CHRROM-016;H/F Offre de poste Ingénieur d Etude - Assistant·e de recherche pour un projet participatif sur la communication des personnes en situation de handicap complexe;ST MARTIN D HERES;mardi 23 février 2021;CDD Technique/Administratif;12;Temps complet;Entre 2088,66 € et 2206.09 € selon expérience;NA;NA;Bac+5;Indifférent
https://emploi.cnrs.fr/Offres/CDD/UMR8539-ISARIC-045/Default.aspx;UMR8539-ISARIC-045;Postdoctorant H/F: continua d absorption infrarouge: analyses et prédiction;PALAISEAU;mardi 23 février 2021;CDD Scientifique;24;Temps complet;Selon expérience au regard de la grille CNRS;NA;NA;Doctorat;Indifférent
https://emploi.cnrs.fr/Offres/CDD/UMR5220-FRECER-002/Default.aspx;UMR5220-FRECER-002;INGENIEUR DEPLOIEMENT D APPLICATIONS WEB POUR LA GENERATION DE DONNEES EXPERTISEES EN IMAGERIE MEDICALE (H/F);VILLEURBANNE;jeudi 25 février 2021;CDD Technique/Administratif;12;Temps complet;entre 2000 et 2300 € selon expérience;NA;NA;Ingénieur;Indifférent
https://emploi.cnrs.fr/Offres/CDD/UMR8212-JEAPAR-005/Default.aspx;UMR8212-JEAPAR-005;Développeur-e Java/SQL, ICOS infrastructure pour le climat (H/F);GIF SUR YVETTE;jeudi 25 février 2021;CDD Technique/Administratif;18;Temps complet;selon grille salariale;NA;NA;Bac+5;1 à 4 années
https://emploi.cnrs.fr/Offres/CDD/UMR7608-GEODIE-001/Default.aspx;UMR7608-GEODIE-001;Postdoc (H/F): Modélisation d un film de mucus viscoélastique dans une voie respiratoire élémentaire;ORSAY;jeudi 25 février 2021;CDD Scientifique;12;Temps complet;2.500-3.750 EUR selon expérience;NA;NA;Doctorat;1 à 4 années
https://emploi.cnrs.fr/Offres/CDD/UMR9012-SYLPRA0-023/Default.aspx;UMR9012-SYLPRA0-023;Chercheur en technologie des accélérateurs et sciences des matériaux… (H/F);ORSAY;lundi 1 mars 2021;CDD Scientifique;12;Temps complet;Entre 2648.79 € et 3768.24 € selon expérience;NA;NA;Doctorat;1 à 4 années
https://emploi.cnrs.fr/Offres/CDD/UMR7225-ALEBRI0-004/Default.aspx;UMR7225-ALEBRI0-004;Chercheur(e) en Deep Learning pour l imagerie cérébrale (H/F);PARIS 13;lundi 1 mars 2021;CDD Scientifique;12;Temps complet;selon expérience;NA;NA;Bac+5;Indifférent
https://emploi.cnrs.fr/Offres/CDD/UMR9199-ANSPER-003/Default.aspx;UMR9199-ANSPER-003;Postdoc (H/F) - Modélisation de la maladie de Huntington dans les neurones humains : Evaluation comparative de médicaments et d agents de thérapie génique anti-Huntingtine;FONTENAY AUX ROSES;jeudi 11 février 2021;CDD Scientifique;18;Temps complet;Selon grille CNRS;NA;NA;Doctorat;Indifférent
https://emploi.cnrs.fr/Offres/CDD/UMR8502-ANTTEJ-001/Default.aspx;UMR8502-ANTTEJ-001;Post-doc: ferromagnétisme et matériaux 2D par spectroscopies d électrons, H/F;ORSAY;jeudi 11 février 2021;CDD Scientifique;14;Temps complet;Entre 2700 et 3800 €/mois selon expérience;NA;NA;Doctorat;1 à 4 années
https://emploi.cnrs.fr/Offres/CDD/UMR7515-JULBER-003/Default.aspx;UMR7515-JULBER-003;Post-doctorat en mécanique et physico-chimie des polymères (H/F);STRASBOURG;jeudi 11 février 2021;CDD Scientifique;15;Temps complet;A partir de 2 675,27 € (en fonction de l expérience);NA;NA;Doctorat;Indifférent
https://emploi.cnrs.fr/Offres/CDD/UMR8579-JINBAI1-002/Default.aspx;UMR8579-JINBAI1-002;post-doc 12 mois  H/F Transducteurs acoustiques en élastomères diélectriques;GIF SUR YVETTE;jeudi 11 février 2021;CDD Scientifique;12;Temps complet;post-doc secteur public selon expérience;NA;NA;Doctorat;1 à 4 années
https://emploi.cnrs.fr/Offres/CDD/UMR6614-THIBES-015/Default.aspx;UMR6614-THIBES-015;H/F Ingénieur CFD Aérothermique chambre de combustion;ST ETIENNE DU ROUVRAY CEDE;jeudi 11 février 2021;CDD Technique/Administratif;6;Temps complet;entre 1650€ et 1800€ net par mois selon l expérience;NA;NA;Ingénieur;Indifférent
https://emploi.cnrs.fr/Offres/CDD/UMS3601-VALSAI-025/Default.aspx;UMS3601-VALSAI-025;Développeur•euse Applications Web H/F;EVRY COURCOURONNES;vendredi 12 février 2021;CDD Technique/Administratif;12;Temps complet;A partir de 2422.05€;NA;NA;Bac+5;1 à 4 années
https://emploi.cnrs.fr/Offres/CDD/UMR8053-PASCAM-001/Default.aspx;UMR8053-PASCAM-001;(H/F) Ingénieur(e) d Etudes en science de l information géographique;SCHOELCHER;lundi 8 février 2021;CDD Technique/Administratif;6;Temps complet;entre 2088,66 € et 2351,51 € selon l expérience;NA;NA;Bac+5;5 à 10 années
https://emploi.cnrs.fr/Offres/CDD/UMR9015-ANNBRA-002/Default.aspx;UMR9015-ANNBRA-002;Post-doctorat en traitement automatique des langues des signes (H/F);ORSAY;mardi 9 février 2021;CDD Scientifique;6;Temps incomplet;entre 2000 et 2200 euros net selon l expérience;NA;NA;Doctorat;Indifférent
https://emploi.cnrs.fr/Offres/CDD/UMR9004-CHALEO-001/Default.aspx;UMR9004-CHALEO-001;Technicien d exploitation et d assistance H/F;MONTPELLIER;mardi 9 février 2021;CDD Technique/Administratif;12;Temps complet;1630;NA;NA;Bac / Bac pro;Indifférent
https://emploi.cnrs.fr/Offres/CDD/UMR8548-ALEDAS-003/Default.aspx;UMR8548-ALEDAS-003;stage en optimisation et machine learning H/F;PARIS 05;mardi 9 février 2021;CDD Scientifique;5;Temps complet;1573 euros;NA;NA;Bac+5;Indifférent
https://emploi.cnrs.fr/Offres/CDD/UMR5272-MYRTOR-004/Default.aspx;UMR5272-MYRTOR-004;Conception pour la fabrication additive de matériaux cuivre, Post Doc H/F;GRENOBLE;mercredi 10 février 2021;CDD Scientifique;6;Temps complet;de 2 648 à 3 728 selon expérience;NA;NA;Doctorat;1 à 4 années
https://emploi.cnrs.fr/Offres/CDD/UMR5272-MYRTOR-003/Default.aspx;UMR5272-MYRTOR-003;Conception pour la fabrication additive de matériaux cuivre, Post Doc H/F;GRENOBLE;mercredi 10 février 2021;CDD Scientifique;12;Temps complet;entre 2 648 et 3 728 euros selon expérience;NA;NA;Doctorat;1 à 4 années
https://emploi.cnrs.fr/Offres/CDD/UPR8241-MANROD-001/Default.aspx;UPR8241-MANROD-001;Ingénieur en techniques biologiques (Ingénieur d Etudes) H/F;TOULOUSE;mercredi 10 février 2021;CDD Technique/Administratif;5;Temps complet;entre 2088 et 2351;NA;NA;Bac+5;Indifférent
https://emploi.cnrs.fr/Offres/CDD/UMR8212-JEAPAR-004/Default.aspx;UMR8212-JEAPAR-004;Chargé.e de projet ICOS : infrastructure de recherche sur le climat (H/F);GIF SUR YVETTE;jeudi 4 février 2021;CDD Technique/Administratif;36;Temps complet;selon grille salariale;NA;NA;Bac+5;1 à 4 années
https://emploi.cnrs.fr/Offres/CDD/UMR8539-ISARIC-043/Default.aspx;UMR8539-ISARIC-043;Le LMD recherche un Ingénieur de Recherche H/F pour le développement de l hydrologie dans le modèle du système terre.;PALAISEAU;jeudi 4 février 2021;CDD Technique/Administratif;12;Temps complet;Selon expérience et grille CNRS;NA;NA;Bac+4;Indifférent
https://emploi.cnrs.fr/Offres/CDD/UMR7649-VALJAM-011/Default.aspx;UMR7649-VALJAM-011;Modélisation personnalisée de la poromécanique pulmonaire dans le cadre du COVID-19 (H/F);PALAISEAU;vendredi 5 février 2021;CDD Scientifique;12;Temps complet;2900;NA;NA;Doctorat;Indifférent
https://emploi.cnrs.fr/Offres/CDD/UMR5506-DIMTHI-001/Default.aspx;UMR5506-DIMTHI-001;Aspects structurels des graphes orientés H/F;MONTPELLIER;vendredi 5 février 2021;CDD Scientifique;12;Temps complet;2 675.27€;NA;NA;Doctorat;Indifférent
